PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,France,2017,8,Animal and vegetable products from the food and beverage sector,Copper and compounds (as Cu),1706
2025/12/15,Spain,2012,5,Waste and wastewater management,Lead and compounds (as Pb),2496.4
2025/12/15,Romania,2017,2,Production and processing of metals,Lead and compounds (as Pb),95
2025/12/15,Germany,2008,5,Waste and wastewater management,Dichloromethane (DCM),119.1
2025/12/15,Belgium,2019,5,Waste and wastewater management,Lead and compounds (as Pb),313.59999999999997
2025/12/15,United Kingdom,2018,5,Waste and wastewater management,Asbestos,350.65999999999997
2025/12/15,Portugal,2008,6,Paper and wood production and processing,Copper and compounds (as Cu),5088.6
2025/12/15,Germany,2011,4,Chemical industry,Halogenated organic compounds (as AOX),33370
2025/12/15,Finland,2013,5,Waste and wastewater management,"1,2-dichloroethane (DCE-1,2)",248
2025/12/15,France,2023,6,Paper and wood production and processing,Cadmium and compounds (as Cd),21.16
2025/12/15,France,2021,2,Production and processing of metals,Zinc and compounds (as Zn),9421
2025/12/15,Norway,2009,3,Mineral industry,Fluoranthene,19.93
2025/12/15,Spain,2017,5,Waste and wastewater management,Diuron,65.33000000000001
2025/12/15,France,2011,,,Total phosphorus,263720
2025/12/15,Sweden,2022,2,Production and processing of metals,Arsenic and compounds (as As),405.98
2025/12/15,Spain,2024,5,Waste and wastewater management,Arsenic and compounds (as As),4048.7199999999993
2025/12/15,Poland,2008,5,Waste and wastewater management,Arsenic and compounds (as As),1228.1999999999998
2025/12/15,Poland,2008,5,Waste and wastewater management,Tetrachloroethylene,88.1
2025/12/15,France,2022,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),60.799999
2025/12/15,Portugal,2013,5,Waste and wastewater management,Nickel and compounds (as Ni),5913.8
2025/12/15,Netherlands,2014,4,Chemical industry,Lead and compounds (as Pb),337
2025/12/15,Poland,2010,3,Mineral industry,Arsenic and compounds (as As),2016.55
2025/12/15,Belgium,2010,4,Chemical industry,Chlorides (as total Cl),422570000
2025/12/15,France,2024,6,Paper and wood production and processing,Nickel and compounds (as Ni),428
2025/12/15,Italy,2022,5,Waste and wastewater management,Endosulphan,26.0487
2025/12/15,Romania,2024,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),354000
2025/12/15,Italy,2013,1,Energy sector,Nickel and compounds (as Ni),6237
2025/12/15,Norway,2016,4,Chemical industry,Sulphur oxides (SOX),508900
2025/12/15,Poland,2010,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),417600
2025/12/15,Finland,2009,3,Mineral industry,Copper and compounds (as Cu),133
2025/12/15,Netherlands,2014,5,Waste and wastewater management,Chromium and compounds (as Cr),691.8
2025/12/15,United Kingdom,2008,1,Energy sector,Chromium and compounds (as Cr),1828.3000000000002
2025/12/15,France,2017,4,Chemical industry,Dichloromethane (DCM),511.59999999999997
2025/12/15,France,2017,2,Production and processing of metals,Chlorides (as total Cl),7490000
2025/12/15,Slovakia,2016,6,Paper and wood production and processing,Total nitrogen,114000
2025/12/15,Hungary,2011,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),1670
2025/12/15,Germany,2015,4,Chemical industry,Total phosphorus,123240
2025/12/15,Portugal,2013,1,Energy sector,Copper and compounds (as Cu),81.3
2025/12/15,Slovakia,2008,4,Chemical industry,Fluorides (as total F),159000
2025/12/15,Ireland,2009,5,Waste and wastewater management,Naphthalene,96.5
2025/12/15,United Kingdom,2014,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",67.6
2025/12/15,Italy,2014,4,Chemical industry,Copper and compounds (as Cu),2752.5
2025/12/15,Finland,2009,5,Waste and wastewater management,Total nitrogen,4953800
2025/12/15,Serbia,2016,5,Waste and wastewater management,Chlorides (as total Cl),12690000
2025/12/15,Germany,2012,1,Energy sector,Total nitrogen,1981400
2025/12/15,Austria,2015,2,Production and processing of metals,Fluoranthene,6.48
2025/12/15,Poland,2016,5,Waste and wastewater management,Cadmium and compounds (as Cd),437.71
2025/12/15,Portugal,2015,3,Mineral industry,Copper and compounds (as Cu),91.4
2025/12/15,Hungary,2013,5,Waste and wastewater management,Chromium and compounds (as Cr),3091
2025/12/15,Portugal,2015,1,Energy sector,Copper and compounds (as Cu),81.7
2025/12/15,Spain,2010,7,Intensive livestock production and aquaculture,Total phosphorus,36820
2025/12/15,Ireland,2019,5,Waste and wastewater management,Chromium and compounds (as Cr),53.066
2025/12/15,Norway,2011,2,Production and processing of metals,Anthracene,21.7
2025/12/15,Denmark,2020,1,Energy sector,Lead and compounds (as Pb),0.007
2025/12/15,France,2016,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),2526500
2025/12/15,Spain,2018,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),154.14
2025/12/15,Slovenia,2019,5,Waste and wastewater management,Total nitrogen,556208
2025/12/15,France,2011,5,Waste and wastewater management,Dieldrin,1.06
2025/12/15,United Kingdom,2015,4,Chemical industry,Pentachlorophenol (PCP),5.51
2025/12/15,Germany,2024,1,Energy sector,Total nitrogen,994500
2025/12/15,Lithuania,2015,5,Waste and wastewater management,Zinc and compounds (as Zn),2251
2025/12/15,Greece,2015,5,Waste and wastewater management,Chromium and compounds (as Cr),189
2025/12/15,Sweden,2018,4,Chemical industry,Halogenated organic compounds (as AOX),2340
2025/12/15,Italy,2009,5,Waste and wastewater management,Trichloromethane,1534.9999999999998
2025/12/15,Poland,2017,4,Chemical industry,Phenols (as total C),69.5
2025/12/15,Serbia,2023,5,Waste and wastewater management,Toluene,50900
2025/12/15,Germany,2010,4,Chemical industry,Arsenic and compounds (as As),453.8
2025/12/15,Czechia,2008,6,Paper and wood production and processing,Chlorides (as total Cl),2200000
2025/12/15,Spain,2009,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),1617000
2025/12/15,Sweden,2018,6,Paper and wood production and processing,Total phosphorus,193670
2025/12/15,Croatia,2017,5,Waste and wastewater management,Chromium and compounds (as Cr),765.5
2025/12/15,Finland,2024,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),540080
2025/12/15,Italy,2009,4,Chemical industry,Nickel and compounds (as Ni),8408.1
2025/12/15,Malta,2014,1,Energy sector,Arsenic and compounds (as As),12
2025/12/15,Italy,2019,6,Paper and wood production and processing,Hexachlorobutadiene (HCBD),1.24
2025/12/15,Italy,2015,2,Production and processing of metals,Lead and compounds (as Pb),994.8000000000001
2025/12/15,Croatia,2021,1,Energy sector,Phenols (as total C),62.4
2025/12/15,France,2016,4,Chemical industry,Pentachlorobenzene,38.3
2025/12/15,Spain,2023,5,Waste and wastewater management,Polychlorinated biphenyls (PCBs),166.415
2025/12/15,France,2019,2,Production and processing of metals,Phenols (as total C),442.700001
2025/12/15,Poland,2020,5,Waste and wastewater management,Cyanides (as total CN),218
2025/12/15,Hungary,2009,2,Production and processing of metals,Chromium and compounds (as Cr),4070
2025/12/15,Malta,2018,5,Waste and wastewater management,Chlorine and inorganic compounds (as HCl),83.5
2025/12/15,Switzerland,2009,1,Energy sector,Xylenes,256
2025/12/15,Ireland,2015,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,28.89
2025/12/15,Belgium,2013,4,Chemical industry,Cadmium and compounds (as Cd),108.1
2025/12/15,United Kingdom,2012,4,Chemical industry,Ethyl benzene,1470
2025/12/15,France,2022,,,Zinc and compounds (as Zn),932
2025/12/15,Netherlands,2007,2,Production and processing of metals,Fluorides (as total F),582250
2025/12/15,Netherlands,2008,,,Total nitrogen,147900
2025/12/15,Portugal,2020,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),6534000
2025/12/15,Spain,2008,5,Waste and wastewater management,Total nitrogen,33452200
2025/12/15,Finland,2019,5,Waste and wastewater management,Lead and compounds (as Pb),51.6
2025/12/15,Italy,2022,8,Animal and vegetable products from the food and beverage sector,Arsenic and compounds (as As),12.5
2025/12/15,Belgium,2008,4,Chemical industry,Arsenic and compounds (as As),326.86
2025/12/15,France,2020,5,Waste and wastewater management,Lead and compounds (as Pb),1216.800005
2025/12/15,France,2011,5,Waste and wastewater management,"Chloro-alkanes, C10-C13",389.90000000000003
2025/12/15,Denmark,2024,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),462.76987899999995
2025/12/15,Slovakia,2020,2,Production and processing of metals,Di-(2-ethyl hexyl) phthalate (DEHP),79.6
2025/12/15,Italy,2012,4,Chemical industry,Nonylphenol and Nonylphenol ethoxylates,263.18
2025/12/15,Portugal,2007,7,Intensive livestock production and aquaculture,Copper and compounds (as Cu),4869.1
2025/12/15,Finland,2020,5,Waste and wastewater management,Total nitrogen,5118900
2025/12/15,Spain,2018,6,Paper and wood production and processing,Phenols (as total C),664
2025/12/15,Italy,2012,4,Chemical industry,Total phosphorus,103250
2025/12/15,United Kingdom,2014,7,Intensive livestock production and aquaculture,Total phosphorus,1151900
2025/12/15,Latvia,2020,5,Waste and wastewater management,Arsenic and compounds (as As),53
2025/12/15,Czechia,2018,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",81
2025/12/15,Germany,2019,5,Waste and wastewater management,Lead and compounds (as Pb),2042.9
2025/12/15,Germany,2023,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),3821900
2025/12/15,Germany,2020,2,Production and processing of metals,Arsenic and compounds (as As),43.15
2025/12/15,Romania,2017,3,Mineral industry,Zinc and compounds (as Zn),14700
2025/12/15,Switzerland,2008,3,Mineral industry,Chlorides (as total Cl),7040000
2025/12/15,Slovenia,2008,5,Waste and wastewater management,Total nitrogen,930400
2025/12/15,Poland,2016,4,Chemical industry,Nickel and compounds (as Ni),531.8
2025/12/15,Sweden,2021,6,Paper and wood production and processing,Chlorides (as total Cl),18550000
2025/12/15,Greece,2018,5,Waste and wastewater management,Cadmium and compounds (as Cd),27
2025/12/15,Finland,2021,5,Waste and wastewater management,Cadmium and compounds (as Cd),44.8
2025/12/15,France,2011,,,Chlorides (as total Cl),35830000
2025/12/15,United Kingdom,2010,2,Production and processing of metals,Copper and compounds (as Cu),558.2
2025/12/15,Germany,2008,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),216.33999999999997
2025/12/15,Germany,2011,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),11863200
2025/12/15,Italy,2007,5,Waste and wastewater management,Trichloroethylene (TRI),1524.8
2025/12/15,France,2012,6,Paper and wood production and processing,Trichloromethane,16.6
2025/12/15,Norway,2017,5,Waste and wastewater management,Total nitrogen,7589200
2025/12/15,France,2022,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,39450
2025/12/15,Norway,2009,6,Paper and wood production and processing,Lead and compounds (as Pb),401
2025/12/15,Hungary,2014,5,Waste and wastewater management,Total nitrogen,3000200
2025/12/15,United Kingdom,2018,5,Waste and wastewater management,Cadmium and compounds (as Cd),416.52000000000004
2025/12/15,Hungary,2014,1,Energy sector,Cadmium and compounds (as Cd),659
2025/12/15,France,2007,1,Energy sector,Cyanides (as total CN),229
2025/12/15,Sweden,2009,6,Paper and wood production and processing,Arsenic and compounds (as As),526.9
2025/12/15,Poland,2011,4,Chemical industry,Chlorides (as total Cl),1003860000
2025/12/15,Poland,2019,6,Paper and wood production and processing,Chlorides (as total Cl),6230000
2025/12/15,Netherlands,2013,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),181000
2025/12/15,Spain,2008,4,Chemical industry,Nickel and compounds (as Ni),587.9
2025/12/15,Serbia,2014,6,Paper and wood production and processing,Lead and compounds (as Pb),67
2025/12/15,Poland,2020,2,Production and processing of metals,Fluorides (as total F),59800
2025/12/15,Serbia,2024,5,Waste and wastewater management,Xylenes,32.9
2025/12/15,Norway,2011,7,Intensive livestock production and aquaculture,Total nitrogen,28762800
2025/12/15,Norway,2009,2,Production and processing of metals,Cadmium and compounds (as Cd),42.7
2025/12/15,Norway,2011,6,Paper and wood production and processing,Cadmium and compounds (as Cd),30
2025/12/15,Serbia,2017,1,Energy sector,Total phosphorus,383200
2025/12/15,Switzerland,2007,5,Waste and wastewater management,Lead and compounds (as Pb),378
2025/12/15,Norway,2011,2,Production and processing of metals,Copper and compounds (as Cu),2124
2025/12/15,France,2014,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),378300
2025/12/15,Sweden,2016,6,Paper and wood production and processing,Zinc and compounds (as Zn),60561
2025/12/15,Switzerland,2008,6,Paper and wood production and processing,Total phosphorus,45600
2025/12/15,Czechia,2008,4,Chemical industry,Chlorides (as total Cl),7380000
2025/12/15,Czechia,2008,1,Energy sector,Fluorides (as total F),6400
2025/12/15,Germany,2016,1,Energy sector,Nickel and compounds (as Ni),1632.9
2025/12/15,Spain,2009,1,Energy sector,Total phosphorus,40510
2025/12/15,Spain,2010,4,Chemical industry,Lead and compounds (as Pb),95.39999999999999
2025/12/15,Romania,2015,2,Production and processing of metals,Chromium and compounds (as Cr),145
2025/12/15,Italy,2015,4,Chemical industry,Zinc and compounds (as Zn),28574
2025/12/15,Norway,2010,1,Energy sector,Arsenic and compounds (as As),9.74
2025/12/15,Sweden,2010,5,Waste and wastewater management,Fluoranthene,6.1
2025/12/15,France,2023,6,Paper and wood production and processing,Arsenic and compounds (as As),56.6
2025/12/15,Ireland,2008,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),301.01
2025/12/15,United Kingdom,2018,4,Chemical industry,Toluene,704
2025/12/15,Portugal,2012,6,Paper and wood production and processing,Total phosphorus,147870
2025/12/15,Italy,2009,9,Other activities,Lead and compounds (as Pb),140.8
2025/12/15,Finland,2014,5,Waste and wastewater management,Copper and compounds (as Cu),2078
2025/12/15,United Kingdom,2019,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),183.04000000000002
2025/12/15,Germany,2016,1,Energy sector,Phenols (as total C),732
2025/12/15,United Kingdom,2007,1,Energy sector,Fluoranthene,26.59
2025/12/15,Bulgaria,2011,6,Paper and wood production and processing,Phenols (as total C),29.3
2025/12/15,Bulgaria,2014,3,Mineral industry,Lead and compounds (as Pb),144
2025/12/15,Sweden,2018,2,Production and processing of metals,Cyanides (as total CN),894
2025/12/15,Italy,2007,5,Waste and wastewater management,Naphthalene,12.2
2025/12/15,Italy,2015,8,Animal and vegetable products from the food and beverage sector,Nickel and compounds (as Ni),71.2
2025/12/15,France,2014,1,Energy sector,"Chloro-alkanes, C10-C13",4.79
2025/12/15,France,2008,4,Chemical industry,Hexachlorobutadiene (HCBD),205
2025/12/15,Belgium,2011,3,Mineral industry,Arsenic and compounds (as As),13.09
2025/12/15,Denmark,2014,5,Waste and wastewater management,Total nitrogen,1167800
2025/12/15,Poland,2010,4,Chemical industry,Phenols (as total C),1576
2025/12/15,France,2019,5,Waste and wastewater management,Total phosphorus,2867190
2025/12/15,Ireland,2022,5,Waste and wastewater management,Fluorides (as total F),177630
2025/12/15,Belgium,2013,5,Waste and wastewater management,Zinc and compounds (as Zn),14660
2025/12/15,Belgium,2023,4,Chemical industry,Cadmium and compounds (as Cd),15.809999999999999
2025/12/15,Italy,2018,4,Chemical industry,Tetrachloromethane (TCM),11.348
2025/12/15,United Kingdom,2011,2,Production and processing of metals,Phenols (as total C),13545
2025/12/15,Czechia,2012,5,Waste and wastewater management,Dichloromethane (DCM),37
2025/12/15,Hungary,2008,4,Chemical industry,Phenols (as total C),43.8
2025/12/15,Slovenia,2013,5,Waste and wastewater management,Octylphenols and Octylphenol ethoxylates,1.98
2025/12/15,Netherlands,2011,4,Chemical industry,Cyanides (as total CN),498
2025/12/15,Portugal,2010,4,Chemical industry,Chlorides (as total Cl),229210000
2025/12/15,Germany,2016,1,Energy sector,Mercury and compounds (as Hg),2.3
