PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Switzerland,2008,2,Production and processing of metals,Lead and compounds (as Pb),23.8
2025/12/15,United Kingdom,2009,2,Production and processing of metals,"Benzo(g,h,i)perylene",47.1
2025/12/15,Netherlands,2011,2,Production and processing of metals,Nickel and compounds (as Ni),684.2
2025/12/15,Belgium,2010,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),338000
2025/12/15,Poland,2017,3,Mineral industry,Chromium and compounds (as Cr),1421.9999999999998
2025/12/15,Serbia,2023,5,Waste and wastewater management,Nickel and compounds (as Ni),3378.2
2025/12/15,Finland,2011,6,Paper and wood production and processing,Chlorides (as total Cl),62010000
2025/12/15,Spain,2011,4,Chemical industry,"Chloro-alkanes, C10-C13",114
2025/12/15,Romania,2008,6,Paper and wood production and processing,Trichloromethane,24.4
2025/12/15,Austria,2012,4,Chemical industry,Cyanides (as total CN),348
2025/12/15,Spain,2010,1,Energy sector,Phenols (as total C),4145.6
2025/12/15,Sweden,2008,5,Waste and wastewater management,Vinyl chloride,15
2025/12/15,Romania,2020,4,Chemical industry,Chlorides (as total Cl),102770000
2025/12/15,Latvia,2007,5,Waste and wastewater management,Arsenic and compounds (as As),15.4
2025/12/15,Denmark,2017,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),57800
2025/12/15,Netherlands,2022,4,Chemical industry,Lead and compounds (as Pb),513.3
2025/12/15,Slovakia,2018,1,Energy sector,Arsenic and compounds (as As),43.9
2025/12/15,Slovakia,2015,4,Chemical industry,Di-(2-ethyl hexyl) phthalate (DEHP),4.61
2025/12/15,Austria,2009,5,Waste and wastewater management,Zinc and compounds (as Zn),163925
2025/12/15,Poland,2022,5,Waste and wastewater management,Pentachlorophenol (PCP),6
2025/12/15,Czechia,2015,5,Waste and wastewater management,Halogenated organic compounds (as AOX),19310
2025/12/15,Austria,2008,2,Production and processing of metals,Phenols (as total C),499
2025/12/15,Belgium,2013,5,Waste and wastewater management,Arsenic and compounds (as As),91.5
2025/12/15,France,2019,6,Paper and wood production and processing,Chromium and compounds (as Cr),363.199997
2025/12/15,Netherlands,2022,2,Production and processing of metals,Cyanides (as total CN),8370
2025/12/15,Serbia,2015,6,Paper and wood production and processing,Copper and compounds (as Cu),126
2025/12/15,France,2015,,,Toluene,221
2025/12/15,Greece,2011,1,Energy sector,Phenols (as total C),3007
2025/12/15,Hungary,2012,4,Chemical industry,Chlorides (as total Cl),10200000
2025/12/15,France,2008,5,Waste and wastewater management,Lindane,3.17
2025/12/15,Iceland,2010,5,Waste and wastewater management,Zinc and compounds (as Zn),531
2025/12/15,Switzerland,2009,4,Chemical industry,Copper and compounds (as Cu),100
2025/12/15,Hungary,2010,1,Energy sector,Cadmium and compounds (as Cd),19.8
2025/12/15,Belgium,2013,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),66100
2025/12/15,Netherlands,2022,4,Chemical industry,Cyanides (as total CN),429
2025/12/15,Netherlands,2022,1,Energy sector,Phenols (as total C),246
2025/12/15,Ireland,2015,4,Chemical industry,Mercury and compounds (as Hg),50.300000000000004
2025/12/15,Ireland,2012,5,Waste and wastewater management,Chlorides (as total Cl),206990000
2025/12/15,Ireland,2010,5,Waste and wastewater management,Fluoranthene,2.25
2025/12/15,Belgium,2012,,,Nickel and compounds (as Ni),93
2025/12/15,Ireland,2010,5,Waste and wastewater management,DDT (DDT),1.75
2025/12/15,Netherlands,2010,1,Energy sector,Phenols (as total C),857
2025/12/15,Portugal,2011,5,Waste and wastewater management,Pentachlorophenol (PCP),8.84
2025/12/15,Finland,2010,5,Waste and wastewater management,Nickel and compounds (as Ni),3420.7
2025/12/15,Austria,2020,8,Animal and vegetable products from the food and beverage sector,Zinc and compounds (as Zn),623
2025/12/15,France,2013,1,Energy sector,"1,2-dichloroethane (DCE-1,2)",10.5
2025/12/15,Italy,2011,2,Production and processing of metals,Halogenated organic compounds (as AOX),1060
2025/12/15,France,2015,4,Chemical industry,Ethyl benzene,82.8
2025/12/15,Hungary,2017,4,Chemical industry,Vinyl chloride,360
2025/12/15,Spain,2024,5,Waste and wastewater management,"1,2-dichloroethane (DCE-1,2)",28.4
2025/12/15,Belgium,2012,6,Paper and wood production and processing,Cadmium and compounds (as Cd),21.4
2025/12/15,Germany,2012,3,Mineral industry,Chromium and compounds (as Cr),141
2025/12/15,Portugal,2009,6,Paper and wood production and processing,Chlorides (as total Cl),28570000
2025/12/15,Norway,2015,9,Other activities,Naphthalene,31
2025/12/15,Denmark,2009,4,Chemical industry,Copper and compounds (as Cu),583
2025/12/15,Serbia,2019,4,Chemical industry,Copper and compounds (as Cu),3060
2025/12/15,Czechia,2018,1,Energy sector,Total nitrogen,140652
2025/12/15,France,2024,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),30531100
2025/12/15,Belgium,2007,4,Chemical industry,Halogenated organic compounds (as AOX),21210
2025/12/15,Czechia,2009,5,Waste and wastewater management,Octylphenols and Octylphenol ethoxylates,1.8
2025/12/15,Germany,2013,5,Waste and wastewater management,Hexachlorobutadiene (HCBD),1.79
2025/12/15,France,2023,4,Chemical industry,Mercury and compounds (as Hg),25.880000000000003
2025/12/15,Italy,2016,5,Waste and wastewater management,Chlorides (as total Cl),414300000
2025/12/15,France,2010,9,Other activities,Nonylphenol and Nonylphenol ethoxylates,4.6
2025/12/15,Spain,2007,3,Mineral industry,Fluorides (as total F),8500
2025/12/15,Spain,2021,2,Production and processing of metals,Arsenic and compounds (as As),186.47
2025/12/15,Slovakia,2008,1,Energy sector,Phenols (as total C),1620
2025/12/15,Germany,2020,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),5123700
2025/12/15,Belgium,2017,5,Waste and wastewater management,Fluorides (as total F),40980
2025/12/15,France,2013,5,Waste and wastewater management,"1,2-dichloroethane (DCE-1,2)",176
2025/12/15,Spain,2014,4,Chemical industry,Nickel and compounds (as Ni),1300.1999999999998
2025/12/15,Austria,2016,5,Waste and wastewater management,Zinc and compounds (as Zn),61528
2025/12/15,Spain,2012,5,Waste and wastewater management,Total nitrogen,42958400
2025/12/15,Germany,2021,6,Paper and wood production and processing,Total phosphorus,23510
2025/12/15,Hungary,2020,5,Waste and wastewater management,Copper and compounds (as Cu),4820
2025/12/15,Italy,2019,5,Waste and wastewater management,Chlorpyrifos,18.355
2025/12/15,Lithuania,2022,5,Waste and wastewater management,Total nitrogen,1346187
2025/12/15,United Kingdom,2009,5,Waste and wastewater management,Asbestos,232.20999999999998
2025/12/15,Spain,2018,5,Waste and wastewater management,Dichloromethane (DCM),127.5
2025/12/15,Austria,2016,8,Animal and vegetable products from the food and beverage sector,Total nitrogen,192000
2025/12/15,Italy,2018,4,Chemical industry,Zinc and compounds (as Zn),28958.707400000003
2025/12/15,United Kingdom,2009,5,Waste and wastewater management,Chlorides (as total Cl),527220000
2025/12/15,United Kingdom,2011,1,Energy sector,Cadmium and compounds (as Cd),300.25
2025/12/15,Norway,2011,5,Waste and wastewater management,Lead and compounds (as Pb),206.3
2025/12/15,France,2013,1,Energy sector,Nickel and compounds (as Ni),2569.9
2025/12/15,France,2021,3,Mineral industry,Fluorides (as total F),7540
2025/12/15,France,2013,,,Chlorides (as total Cl),28400000
2025/12/15,Italy,2019,1,Energy sector,Arsenic and compounds (as As),174.76990000000004
2025/12/15,Italy,2018,5,Waste and wastewater management,Chromium and compounds (as Cr),46728.979100000004
2025/12/15,United Kingdom,2007,4,Chemical industry,Copper and compounds (as Cu),2480.4
2025/12/15,France,2008,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),20890000
2025/12/15,France,2023,2,Production and processing of metals,Nickel and compounds (as Ni),2205.6000000000004
2025/12/15,Czechia,2018,5,Waste and wastewater management,Nickel and compounds (as Ni),3605.71
2025/12/15,Norway,2007,6,Paper and wood production and processing,Mercury and compounds (as Hg),2.4
2025/12/15,Greece,2012,4,Chemical industry,Total nitrogen,327000
2025/12/15,Ireland,2011,5,Waste and wastewater management,Total nitrogen,4453000
2025/12/15,Netherlands,2015,5,Waste and wastewater management,Zinc and compounds (as Zn),47919
2025/12/15,Spain,2013,5,Waste and wastewater management,Dichloromethane (DCM),310.9
2025/12/15,Poland,2011,3,Mineral industry,Total phosphorus,20980
2025/12/15,Latvia,2010,5,Waste and wastewater management,Nickel and compounds (as Ni),271
2025/12/15,Czechia,2011,1,Energy sector,Cyanides (as total CN),388
2025/12/15,Slovenia,2019,5,Waste and wastewater management,Octylphenols and Octylphenol ethoxylates,3.37
2025/12/15,Poland,2022,2,Production and processing of metals,Mercury and compounds (as Hg),4.06
2025/12/15,United Kingdom,2016,1,Energy sector,Mercury and compounds (as Hg),493.19
2025/12/15,Austria,2015,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,5140
2025/12/15,Germany,2017,5,Waste and wastewater management,Nickel and compounds (as Ni),22094.299999999996
2025/12/15,Spain,2019,4,Chemical industry,Arsenic and compounds (as As),410.65999999999997
2025/12/15,Belgium,2015,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),616
2025/12/15,Slovakia,2011,1,Energy sector,Total phosphorus,5690
2025/12/15,Cyprus,2016,7,Intensive livestock production and aquaculture,Total phosphorus,21500
2025/12/15,Italy,2017,2,Production and processing of metals,Chlorides (as total Cl),11650000
2025/12/15,Italy,2008,2,Production and processing of metals,Chromium and compounds (as Cr),8363.4
2025/12/15,Norway,2007,5,Waste and wastewater management,Chromium and compounds (as Cr),974.4
2025/12/15,Poland,2013,5,Waste and wastewater management,Fluorides (as total F),119110
2025/12/15,Belgium,2009,4,Chemical industry,Nickel and compounds (as Ni),1047.8
2025/12/15,Serbia,2022,5,Waste and wastewater management,Cyanides (as total CN),11808
2025/12/15,France,2007,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),855.86
2025/12/15,Italy,2015,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),193.93
2025/12/15,Poland,2013,3,Mineral industry,Arsenic and compounds (as As),1779.7
2025/12/15,United Kingdom,2011,1,Energy sector,Atrazine,3.89
2025/12/15,Bulgaria,2023,5,Waste and wastewater management,Zinc and compounds (as Zn),13052
2025/12/15,Germany,2020,5,Waste and wastewater management,Lead and compounds (as Pb),1007.9000000000001
2025/12/15,Germany,2023,5,Waste and wastewater management,Cyanides (as total CN),14226.4
2025/12/15,Sweden,2018,4,Chemical industry,Arsenic and compounds (as As),110
2025/12/15,Poland,2021,3,Mineral industry,Chlorides (as total Cl),1292290000
2025/12/15,Germany,2024,3,Mineral industry,Fluorides (as total F),8200
2025/12/15,Italy,2022,5,Waste and wastewater management,Chlorfenvinphos,9.519
2025/12/15,United Kingdom,2019,7,Intensive livestock production and aquaculture,Total organic carbon(as total C or COD/3) (TOC),35908700
2025/12/15,Portugal,2016,3,Mineral industry,Zinc and compounds (as Zn),542
2025/12/15,Spain,2017,4,Chemical industry,Trichlorobenzenes (TCB),18.36
2025/12/15,Norway,2012,2,Production and processing of metals,Lead and compounds (as Pb),775.6
2025/12/15,France,2012,3,Mineral industry,Zinc and compounds (as Zn),694
2025/12/15,Italy,2010,5,Waste and wastewater management,Trichlorobenzenes (TCB),242.55
2025/12/15,Malta,2010,7,Intensive livestock production and aquaculture,Total phosphorus,52400
2025/12/15,Germany,2011,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),7
2025/12/15,Germany,2014,3,Mineral industry,Arsenic and compounds (as As),65.6
2025/12/15,United Kingdom,2009,2,Production and processing of metals,Arsenic and compounds (as As),97.43
2025/12/15,United Kingdom,2016,1,Energy sector,Lead and compounds (as Pb),1510.8
2025/12/15,Poland,2014,5,Waste and wastewater management,Total nitrogen,8616300
2025/12/15,Poland,2022,2,Production and processing of metals,Chromium and compounds (as Cr),784
2025/12/15,Slovenia,2018,5,Waste and wastewater management,Cyanides (as total CN),48
2025/12/15,Spain,2022,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,99.36
2025/12/15,Serbia,2024,5,Waste and wastewater management,Toluene,220
2025/12/15,Czechia,2009,,,Hexachlorobutadiene (HCBD),1.09
2025/12/15,Serbia,2017,4,Chemical industry,Total nitrogen,6260000
2025/12/15,Greece,2012,2,Production and processing of metals,Nickel and compounds (as Ni),6000
2025/12/15,Sweden,2008,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,168.51
2025/12/15,Cyprus,2017,5,Waste and wastewater management,Nickel and compounds (as Ni),77.4
2025/12/15,Italy,2012,5,Waste and wastewater management,Zinc and compounds (as Zn),179926
2025/12/15,Spain,2010,7,Intensive livestock production and aquaculture,Total nitrogen,185000
2025/12/15,Italy,2015,4,Chemical industry,Total nitrogen,1078700
2025/12/15,Germany,2022,,,Total nitrogen,70700
2025/12/15,Italy,2016,1,Energy sector,Total phosphorus,14530
2025/12/15,Poland,2024,4,Chemical industry,Cadmium and compounds (as Cd),98.7
2025/12/15,Netherlands,2020,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",67.1
2025/12/15,Belgium,2023,6,Paper and wood production and processing,Cadmium and compounds (as Cd),9.97
2025/12/15,France,2008,6,Paper and wood production and processing,Mercury and compounds (as Hg),8.02
2025/12/15,Norway,2017,5,Waste and wastewater management,Zinc and compounds (as Zn),15078
2025/12/15,Italy,2019,,,Trichlorobenzenes (TCB),4.15
2025/12/15,Netherlands,2011,5,Waste and wastewater management,Nickel and compounds (as Ni),5830.5
2025/12/15,Belgium,2008,5,Waste and wastewater management,Fluorides (as total F),34170
2025/12/15,Sweden,2012,6,Paper and wood production and processing,Lead and compounds (as Pb),907.1
2025/12/15,Sweden,2009,5,Waste and wastewater management,Lead and compounds (as Pb),99.3
2025/12/15,Greece,2011,1,Energy sector,Tetrachloroethylene,24
2025/12/15,Sweden,2009,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),99
2025/12/15,Iceland,2008,5,Waste and wastewater management,Zinc and compounds (as Zn),6510
2025/12/15,Poland,2022,3,Mineral industry,Lead and compounds (as Pb),66.8
2025/12/15,Portugal,2018,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),220600
2025/12/15,Greece,2024,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),2634700
2025/12/15,Netherlands,2015,5,Waste and wastewater management,Diuron,2.59
2025/12/15,Portugal,2012,1,Energy sector,Lead and compounds (as Pb),99.7
2025/12/15,France,2015,8,Animal and vegetable products from the food and beverage sector,Chlorides (as total Cl),7700000
2025/12/15,Austria,2019,1,Energy sector,Phenols (as total C),55.3
2025/12/15,Slovakia,2009,2,Production and processing of metals,Zinc and compounds (as Zn),1950
2025/12/15,United Kingdom,2015,6,Paper and wood production and processing,Cadmium and compounds (as Cd),6.06
2025/12/15,Sweden,2010,2,Production and processing of metals,Lead and compounds (as Pb),303.9
2025/12/15,Austria,2008,5,Waste and wastewater management,Nickel and compounds (as Ni),4798.4
2025/12/15,Spain,2008,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),203.54000000000002
2025/12/15,France,2013,3,Mineral industry,Nickel and compounds (as Ni),311.1
2025/12/15,Portugal,2024,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),229900
2025/12/15,Germany,2008,2,Production and processing of metals,Chlorides (as total Cl),6430000
2025/12/15,Spain,2007,5,Waste and wastewater management,Dieldrin,15.4
2025/12/15,Poland,2018,4,Chemical industry,Trichloromethane,371
2025/12/15,Italy,2009,3,Mineral industry,Mercury and compounds (as Hg),54.8
2025/12/15,Sweden,2007,5,Waste and wastewater management,Phenols (as total C),126.3
2025/12/15,Spain,2012,1,Energy sector,Arsenic and compounds (as As),184.82
2025/12/15,Ireland,2007,5,Waste and wastewater management,Chlorides (as total Cl),94850000
2025/12/15,France,2019,5,Waste and wastewater management,Dichloromethane (DCM),216.6
2025/12/15,Austria,2020,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),18.98
2025/12/15,United Kingdom,2013,9,Other activities,Lead and compounds (as Pb),31.7
2025/12/15,Czechia,2022,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),12
2025/12/15,Serbia,2021,5,Waste and wastewater management,Phenols (as total C),133311
2025/12/15,Austria,2021,4,Chemical industry,Cyanides (as total CN),158
2025/12/15,Germany,2010,5,Waste and wastewater management,Pentachlorophenol (PCP),11.7
2025/12/15,Romania,2013,1,Energy sector,Cadmium and compounds (as Cd),29
2025/12/15,France,2014,4,Chemical industry,Tetrachloromethane (TCM),324.39
2025/12/15,Spain,2012,2,Production and processing of metals,Mercury and compounds (as Hg),9.41
2025/12/15,Croatia,2015,1,Energy sector,Copper and compounds (as Cu),55
2025/12/15,France,2018,5,Waste and wastewater management,Mercury and compounds (as Hg),32.459999999999994
2025/12/15,Portugal,2010,1,Energy sector,Nickel and compounds (as Ni),43.9
2025/12/15,Netherlands,2021,2,Production and processing of metals,Total nitrogen,524000
2025/12/15,United Kingdom,2014,4,Chemical industry,Polycyclic aromatic hydrocarbons (PAHs),8.73
2025/12/15,Sweden,2016,2,Production and processing of metals,Mercury and compounds (as Hg),4
2025/12/15,Italy,2008,2,Production and processing of metals,Total phosphorus,12400
2025/12/15,Netherlands,2012,1,Energy sector,Phenols (as total C),639
2025/12/15,Portugal,2007,6,Paper and wood production and processing,"Chloro-alkanes, C10-C13",5
2025/12/15,Czechia,2009,,,Total phosphorus,30800
2025/12/15,Netherlands,2022,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),41
2025/12/15,France,2017,3,Mineral industry,Arsenic and compounds (as As),81.5
2025/12/15,Italy,2016,5,Waste and wastewater management,Heptachlor,9.47
2025/12/15,Germany,2019,3,Mineral industry,Nickel and compounds (as Ni),685.7
2025/12/15,Iceland,2017,5,Waste and wastewater management,Chromium and compounds (as Cr),60
2025/12/15,Hungary,2007,1,Energy sector,Mercury and compounds (as Hg),8.27
2025/12/15,Greece,2011,5,Waste and wastewater management,Total phosphorus,713300
2025/12/15,France,2012,,,Dichloromethane (DCM),530
2025/12/15,Germany,2015,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,16130
2025/12/15,Spain,2021,5,Waste and wastewater management,Triphenyltin and compounds,1.45
2025/12/15,Switzerland,2020,5,Waste and wastewater management,Arsenic and compounds (as As),5.76
2025/12/15,Belgium,2013,5,Waste and wastewater management,Tetrachloromethane (TCM),55
2025/12/15,United Kingdom,2018,4,Chemical industry,Xylenes,280
2025/12/15,Romania,2011,2,Production and processing of metals,Chromium and compounds (as Cr),1821
2025/12/15,Austria,2020,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),376000
2025/12/15,Malta,2015,1,Energy sector,Lead and compounds (as Pb),27
2025/12/15,Slovenia,2022,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,64.87
2025/12/15,United Kingdom,2019,1,Energy sector,Total phosphorus,60690
2025/12/15,Switzerland,2019,5,Waste and wastewater management,Chromium and compounds (as Cr),100.62
2025/12/15,Romania,2015,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),3132600
2025/12/15,Serbia,2014,8,Animal and vegetable products from the food and beverage sector,Phenols (as total C),84
2025/12/15,Spain,2008,4,Chemical industry,Fluoranthene,4.1
2025/12/15,Hungary,2016,5,Waste and wastewater management,Fluorides (as total F),12680
2025/12/15,Spain,2011,1,Energy sector,Chlorides (as total Cl),16590000
2025/12/15,Germany,2014,3,Mineral industry,Total organic carbon(as total C or COD/3) (TOC),139700
2025/12/15,Netherlands,2016,4,Chemical industry,Total nitrogen,542000
2025/12/15,Belgium,2011,,,Zinc and compounds (as Zn),373
2025/12/15,Czechia,2016,4,Chemical industry,Trichloromethane,33
2025/12/15,Bulgaria,2016,3,Mineral industry,Arsenic and compounds (as As),7.68
2025/12/15,Czechia,2017,2,Production and processing of metals,Cyanides (as total CN),551
2025/12/15,Germany,2011,1,Energy sector,Ethyl benzene,60
2025/12/15,Estonia,2022,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),64900
2025/12/15,Poland,2023,2,Production and processing of metals,Mercury and compounds (as Hg),2
2025/12/15,Czechia,2013,5,Waste and wastewater management,Chromium and compounds (as Cr),3226.7
2025/12/15,France,2011,5,Waste and wastewater management,Total nitrogen,45968500
2025/12/15,Norway,2013,2,Production and processing of metals,Anthracene,32.61
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,Arsenic and compounds (as As),5998.129999999999
2025/12/15,United Kingdom,2018,2,Production and processing of metals,Mercury and compounds (as Hg),56.97
2025/12/15,Slovakia,2015,4,Chemical industry,Chlorides (as total Cl),6010000
2025/12/15,Germany,2008,5,Waste and wastewater management,Mercury and compounds (as Hg),238.09999999999997
2025/12/15,Netherlands,2009,3,Mineral industry,Phenols (as total C),170
2025/12/15,Germany,2015,5,Waste and wastewater management,Mercury and compounds (as Hg),92.72
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,Fluoranthene,12.09
2025/12/15,Germany,2008,2,Production and processing of metals,Total nitrogen,303800
2025/12/15,Slovakia,2015,4,Chemical industry,Trichloroethylene (TRI),61
2025/12/15,Germany,2012,5,Waste and wastewater management,Halogenated organic compounds (as AOX),97830
2025/12/15,Poland,2011,5,Waste and wastewater management,Mercury and compounds (as Hg),527.37
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),21405.300000000003
2025/12/15,Portugal,2022,5,Waste and wastewater management,Lead and compounds (as Pb),204.19999999999996
2025/12/15,Spain,2018,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),1192900
2025/12/15,France,2010,3,Mineral industry,Nickel and compounds (as Ni),378
2025/12/15,Belgium,2012,2,Production and processing of metals,Lead and compounds (as Pb),821.7
2025/12/15,Serbia,2018,3,Mineral industry,Arsenic and compounds (as As),344
2025/12/15,Germany,2012,3,Mineral industry,Cadmium and compounds (as Cd),39.51
2025/12/15,Spain,2007,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),587.95
2025/12/15,Bulgaria,2018,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),4235638.8173
2025/12/15,France,2007,4,Chemical industry,Lead and compounds (as Pb),406.90000000000003
2025/12/15,Spain,2023,1,Energy sector,Cyanides (as total CN),53.1
2025/12/15,United Kingdom,2009,6,Paper and wood production and processing,Nickel and compounds (as Ni),26.4
2025/12/15,Finland,2018,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),20435700
2025/12/15,France,2013,3,Mineral industry,Mercury and compounds (as Hg),13.49
2025/12/15,United Kingdom,2007,5,Waste and wastewater management,Tetrachloromethane (TCM),100.09
2025/12/15,Finland,2018,5,Waste and wastewater management,Halogenated organic compounds (as AOX),28270
2025/12/15,Germany,2008,4,Chemical industry,Halogenated organic compounds (as AOX),47220
2025/12/15,France,2017,1,Energy sector,Xylenes,4140
2025/12/15,Finland,2009,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,26.2
2025/12/15,Poland,2016,6,Paper and wood production and processing,Phenols (as total C),196
2025/12/15,Sweden,2008,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),176000
2025/12/15,Norway,2007,5,Waste and wastewater management,Cadmium and compounds (as Cd),6.4
2025/12/15,Norway,2007,4,Chemical industry,Copper and compounds (as Cu),1300.4
2025/12/15,Italy,2010,1,Energy sector,Phenols (as total C),1606.9
2025/12/15,Germany,2010,3,Mineral industry,Fluorides (as total F),12170
2025/12/15,Belgium,2015,,,Total nitrogen,149000
2025/12/15,Spain,2024,3,Mineral industry,Polycyclic aromatic hydrocarbons (PAHs),34.9
2025/12/15,Italy,2018,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),454006
2025/12/15,United Kingdom,2008,5,Waste and wastewater management,Toluene,1397
2025/12/15,Norway,2017,5,Waste and wastewater management,Nickel and compounds (as Ni),1589.3000000000002
2025/12/15,Greece,2023,1,Energy sector,Mercury and compounds (as Hg),7.279999999999999
2025/12/15,Belgium,2024,2,Production and processing of metals,Nickel and compounds (as Ni),710.7999999999998
2025/12/15,Spain,2014,2,Production and processing of metals,Cyanides (as total CN),4340
2025/12/15,Czechia,2012,5,Waste and wastewater management,Cadmium and compounds (as Cd),278
2025/12/15,Italy,2012,4,Chemical industry,Pentachlorobenzene,120
2025/12/15,Sweden,2014,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),7452600
2025/12/15,Italy,2009,5,Waste and wastewater management,Hexachlorobutadiene (HCBD),34.8
2025/12/15,United Kingdom,2015,8,Animal and vegetable products from the food and beverage sector,Copper and compounds (as Cu),1156
2025/12/15,Austria,2023,5,Waste and wastewater management,Nickel and compounds (as Ni),4372.6
2025/12/15,Spain,2017,4,Chemical industry,Phenols (as total C),2055
2025/12/15,France,2020,6,Paper and wood production and processing,Arsenic and compounds (as As),353.299998
2025/12/15,Germany,2011,5,Waste and wastewater management,Octylphenols and Octylphenol ethoxylates,18.23
2025/12/15,Italy,2011,1,Energy sector,Chlorides (as total Cl),237800000
2025/12/15,Finland,2024,6,Paper and wood production and processing,Arsenic and compounds (as As),193.03000000000003
2025/12/15,Czechia,2009,4,Chemical industry,Chlorides (as total Cl),6520000
2025/12/15,Finland,2017,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.0006
2025/12/15,Belgium,2008,5,Waste and wastewater management,Arsenic and compounds (as As),442.58
2025/12/15,Poland,2018,4,Chemical industry,Hexachlorobenzene (HCB),1.48
2025/12/15,Portugal,2012,6,Paper and wood production and processing,Trichloroethylene (TRI),98.8
2025/12/15,Spain,2023,2,Production and processing of metals,Zinc and compounds (as Zn),1216
2025/12/15,Belgium,2008,5,Waste and wastewater management,Chromium and compounds (as Cr),411
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,Ethyl benzene,296
2025/12/15,Germany,2015,4,Chemical industry,Halogenated organic compounds (as AOX),52750
2025/12/15,Belgium,2016,,,Total organic carbon(as total C or COD/3) (TOC),137400
2025/12/15,Germany,2014,3,Mineral industry,Cadmium and compounds (as Cd),18.740000000000002
2025/12/15,Sweden,2018,4,Chemical industry,Total nitrogen,110000
2025/12/15,Belgium,2018,3,Mineral industry,Zinc and compounds (as Zn),586
2025/12/15,Netherlands,2022,2,Production and processing of metals,Nickel and compounds (as Ni),83.6
2025/12/15,Norway,2010,6,Paper and wood production and processing,Toluene,116000
2025/12/15,Spain,2010,2,Production and processing of metals,Cadmium and compounds (as Cd),167.1
2025/12/15,Poland,2013,2,Production and processing of metals,Cadmium and compounds (as Cd),194.6
2025/12/15,Denmark,2016,5,Waste and wastewater management,Copper and compounds (as Cu),369
2025/12/15,Sweden,2023,6,Paper and wood production and processing,Chromium and compounds (as Cr),1184.22
2025/12/15,Slovakia,2009,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),996800
2025/12/15,Italy,2023,1,Energy sector,Total phosphorus,5913.3009
2025/12/15,Spain,2021,4,Chemical industry,Halogenated organic compounds (as AOX),8560
2025/12/15,Slovakia,2012,6,Paper and wood production and processing,Di-(2-ethyl hexyl) phthalate (DEHP),44.3
2025/12/15,Italy,2011,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),94.5
2025/12/15,Hungary,2024,4,Chemical industry,Halogenated organic compounds (as AOX),2840
2025/12/15,Portugal,2009,5,Waste and wastewater management,Naphthalene,69.8
2025/12/15,Sweden,2013,2,Production and processing of metals,Lead and compounds (as Pb),374
2025/12/15,Ireland,2016,5,Waste and wastewater management,Chlorides (as total Cl),230680000
2025/12/15,Spain,2020,8,Animal and vegetable products from the food and beverage sector,Total nitrogen,247000
2025/12/15,Finland,2010,6,Paper and wood production and processing,Mercury and compounds (as Hg),16
