PublicationDate,countryName,reportingYear,featureType,unit,featureValue
2025/12/15,Belgium,2018,Coal,TJ,1206.711
2025/12/15,Denmark,2023,OtherSolidFuels,TJ,115.63900000000001
2025/12/15,France,2019,Installed capacity,MW,75457
2025/12/15,Belgium,2022,NOX,tonnes,7682.661999999999
2025/12/15,Poland,2016,DUST,tonnes,14268.937057562996
2025/12/15,Austria,2022,DUST,tonnes,177.447771
2025/12/15,Finland,2020,NOX,tonnes,11054.9849
2025/12/15,Croatia,2021,Installed capacity,MW,4362.892
2025/12/15,Bulgaria,2023,NaturalGas,TJ,26066
2025/12/15,Serbia,2020,OtherSolidFuels,TJ,0
2025/12/15,Netherlands,2020,Peat,TJ,0
2025/12/15,Netherlands,2019,Biomass,TJ,28152.153364
2025/12/15,Sweden,2021,Peat,TJ,1129
2025/12/15,Finland,2021,Coal,TJ,32079.93
2025/12/15,Austria,2024,LiquidFuels,TJ,11006.907639
2025/12/15,Austria,2017,NaturalGas,TJ,98519.32000000002
2025/12/15,Bulgaria,2022,Coal,TJ,19128
2025/12/15,United Kingdom,2018,Installed capacity,MW,131932.07
2025/12/15,France,2024,SO2,tonnes,14609.235784999999
2025/12/15,Serbia,2023,SO2,tonnes,324664.77748
2025/12/15,Ireland,2024,NOX,tonnes,3563.0854020000006
2025/12/15,Malta,2022,SO2,tonnes,23.130000000000003
2025/12/15,Slovakia,2016,OtherSolidFuels,TJ,0
2025/12/15,Poland,2021,OtherGases,TJ,37069.13129
2025/12/15,Romania,2021,OtherSolidFuels,TJ,2541.869
2025/12/15,Greece,2022,Biomass,TJ,0
2025/12/15,Austria,2016,Peat,TJ,0
2025/12/15,Sweden,2017,OtherGases,TJ,45489.23
2025/12/15,Belgium,2018,LiquidFuels,TJ,2545.304741
2025/12/15,Slovakia,2017,OtherGases,TJ,15455.45
2025/12/15,Bulgaria,2023,Biomass,TJ,15528
2025/12/15,Cyprus,2018,Biomass,TJ,0
2025/12/15,Serbia,2022,NaturalGas,TJ,23671.679999999997
2025/12/15,Malta,2022,OtherSolidFuels,TJ,0
2025/12/15,Netherlands,2020,Installed capacity,MW,62732.3
2025/12/15,United Kingdom,2018,NOX,tonnes,66477.704
2025/12/15,Denmark,2019,DUST,tonnes,187.78342300000006
2025/12/15,France,2017,NaturalGas,TJ,349202
2025/12/15,Austria,2020,OtherGases,TJ,46934.192864000004
2025/12/15,Poland,2017,Coal,TJ,941930.2999999999
2025/12/15,Denmark,2023,LiquidFuels,TJ,3286.0603840000003
2025/12/15,Belgium,2021,NaturalGas,TJ,167119.24671799998
2025/12/15,Slovakia,2021,NaturalGas,TJ,35777.278467790005
2025/12/15,Portugal,2022,NaturalGas,TJ,116322.99623855627
2025/12/15,Romania,2018,Coal,TJ,15878.543000000001
2025/12/15,Romania,2021,Coal,TJ,5201.4529999999995
2025/12/15,Lithuania,2016,SO2,tonnes,3634.2205999999996
2025/12/15,Slovenia,2019,NOX,tonnes,2974.331
2025/12/15,Bulgaria,2018,OtherGases,TJ,323
2025/12/15,Czechia,2017,OtherSolidFuels,TJ,13438.2
2025/12/15,Germany,2020,Lignite,TJ,438336.402
2025/12/15,Denmark,2017,OtherGases,TJ,12397.390000000001
2025/12/15,Slovakia,2019,LiquidFuels,TJ,9047.17411012
2025/12/15,Cyprus,2018,Peat,TJ,0
2025/12/15,Poland,2024,DUST,tonnes,2641.073991048
2025/12/15,Spain,2020,DUST,tonnes,975.1039782500002
2025/12/15,Portugal,2022,OtherGases,TJ,15965.57543222
2025/12/15,Portugal,2017,NaturalGas,TJ,124189.39000000001
2025/12/15,Lithuania,2019,Peat,TJ,0
2025/12/15,Spain,2017,DUST,tonnes,4568.9132
2025/12/15,Finland,2017,SO2,tonnes,11924.3775
2025/12/15,Cyprus,2020,Installed capacity,MW,4884.5
2025/12/15,Romania,2020,SO2,tonnes,23302.261000000002
2025/12/15,Croatia,2022,SO2,tonnes,722.3499800000001
2025/12/15,Germany,2020,Coal,TJ,356843.69099999993
2025/12/15,Sweden,2018,Peat,TJ,3854.8
2025/12/15,Luxembourg,2019,OtherGases,TJ,0
2025/12/15,Slovenia,2016,Biomass,TJ,1385.29
2025/12/15,Germany,2016,DUST,tonnes,3544.0879999999997
2025/12/15,United Kingdom,2016,SO2,tonnes,35941.37237999999
2025/12/15,Germany,2018,NOX,tonnes,137036.886
2025/12/15,Germany,2018,SO2,tonnes,72320.736
2025/12/15,Greece,2016,NOX,tonnes,59931.53766369718
2025/12/15,Czechia,2017,SO2,tonnes,64496.587337
2025/12/15,Lithuania,2022,SO2,tonnes,7259
2025/12/15,Greece,2016,OtherGases,TJ,38923.75
2025/12/15,Romania,2024,DUST,tonnes,425.83500000000004
2025/12/15,Malta,2016,Installed capacity,MW,1245
2025/12/15,Estonia,2021,NOX,tonnes,4023.92
2025/12/15,Latvia,2017,SO2,tonnes,131.5791
2025/12/15,Netherlands,2016,OtherSolidFuels,TJ,2785.7699999999995
2025/12/15,Slovakia,2021,OtherGases,TJ,4835.21297564
2025/12/15,Croatia,2019,Coal,TJ,14954.03744
2025/12/15,Serbia,2023,NaturalGas,TJ,20196.449999999997
2025/12/15,Bulgaria,2017,Peat,TJ,0
2025/12/15,Lithuania,2020,Installed capacity,MW,12063.4
2025/12/15,Sweden,2022,DUST,tonnes,1544.0587460000002
2025/12/15,Romania,2020,NOX,tonnes,18237.135
2025/12/15,Bulgaria,2019,Installed capacity,MW,21804
2025/12/15,Austria,2017,LiquidFuels,TJ,13567.08
2025/12/15,Spain,2019,OtherSolidFuels,TJ,31912.886
2025/12/15,Denmark,2020,NaturalGas,TJ,9052.67
2025/12/15,Cyprus,2017,OtherGases,TJ,0
2025/12/15,Serbia,2021,Lignite,TJ,258094.78999999998
2025/12/15,Denmark,2020,OtherGases,TJ,13329.90099
2025/12/15,France,2017,Installed capacity,MW,86843
2025/12/15,Italy,2018,DUST,tonnes,681.4549430000001
2025/12/15,Lithuania,2016,NOX,tonnes,1727.7170000000003
2025/12/15,Slovenia,2021,DUST,tonnes,64.471
2025/12/15,Ireland,2024,Installed capacity,MW,12270.84
2025/12/15,Germany,2018,OtherSolidFuels,TJ,2442.11
2025/12/15,United Kingdom,2019,Lignite,TJ,0
2025/12/15,Hungary,2021,OtherSolidFuels,TJ,860.746
2025/12/15,Belgium,2018,OtherSolidFuels,TJ,12251.924850000001
2025/12/15,France,2019,Peat,TJ,0
2025/12/15,Poland,2019,Lignite,TJ,394941.89999999997
2025/12/15,Croatia,2021,Peat,TJ,0
2025/12/15,Romania,2022,OtherGases,TJ,584.684
2025/12/15,Greece,2022,Peat,TJ,0
2025/12/15,Greece,2016,OtherSolidFuels,TJ,0
2025/12/15,Cyprus,2019,OtherGases,TJ,0
2025/12/15,Poland,2018,NOX,tonnes,133393.358
2025/12/15,France,2019,DUST,tonnes,1951.842478
2025/12/15,Spain,2017,Coal,TJ,443085.53
2025/12/15,Lithuania,2021,Installed capacity,MW,12063.400000000001
2025/12/15,Estonia,2017,NOX,tonnes,9104.94
2025/12/15,Germany,2024,LiquidFuels,TJ,67220.052268
2025/12/15,Poland,2020,Coal,TJ,779628.8986
2025/12/15,Cyprus,2021,OtherSolidFuels,TJ,0
2025/12/15,Bulgaria,2021,Lignite,TJ,171573
2025/12/15,Austria,2017,DUST,tonnes,310.231
2025/12/15,Denmark,2024,SO2,tonnes,1464.9123480000005
2025/12/15,Lithuania,2019,DUST,tonnes,871.3903
2025/12/15,Croatia,2021,DUST,tonnes,95.75515
2025/12/15,Netherlands,2022,Biomass,TJ,57105.94162299999
2025/12/15,Finland,2021,Lignite,TJ,0
2025/12/15,Lithuania,2017,NaturalGas,TJ,9711.87
2025/12/15,France,2024,Peat,TJ,0
2025/12/15,Italy,2016,LiquidFuels,TJ,33987.170000000006
2025/12/15,Austria,2019,OtherGases,TJ,48956.658744
2025/12/15,Portugal,2017,LiquidFuels,TJ,3152.17
2025/12/15,Denmark,2024,NOX,tonnes,3691.2167109999996
2025/12/15,Netherlands,2017,Peat,TJ,0
2025/12/15,Italy,2020,Lignite,TJ,0
2025/12/15,Spain,2020,OtherGases,TJ,115100.71299999999
2025/12/15,Hungary,2018,Coal,TJ,3730.54
2025/12/15,Czechia,2020,Biomass,TJ,17115.747905999997
2025/12/15,Ireland,2018,OtherGases,TJ,1.49
2025/12/15,Slovenia,2022,OtherSolidFuels,TJ,1.29
2025/12/15,Netherlands,2017,Installed capacity,MW,63514.58
2025/12/15,Ireland,2019,SO2,tonnes,2234.0692000000004
2025/12/15,Croatia,2023,Biomass,TJ,0
2025/12/15,Poland,2020,Lignite,TJ,364608.89999999997
2025/12/15,United Kingdom,2017,Coal,TJ,212299
2025/12/15,Estonia,2022,OtherSolidFuels,TJ,54945.2
2025/12/15,Slovenia,2024,SO2,tonnes,662.7328899999999
2025/12/15,Latvia,2022,Lignite,TJ,0
2025/12/15,Cyprus,2023,Biomass,TJ,0
2025/12/15,Malta,2021,Peat,TJ,0
2025/12/15,Slovenia,2023,Biomass,TJ,1635.123
2025/12/15,Luxembourg,2016,Peat,TJ,0
2025/12/15,Croatia,2016,Lignite,TJ,0
2025/12/15,Malta,2021,Installed capacity,MW,1367
2025/12/15,Luxembourg,2024,SO2,tonnes,0
2025/12/15,Luxembourg,2021,DUST,tonnes,0
2025/12/15,Luxembourg,2016,DUST,tonnes,0.000119
2025/12/15,France,2017,SO2,tonnes,41540.921444746105
2025/12/15,Hungary,2024,OtherSolidFuels,TJ,274.718
2025/12/15,Belgium,2020,OtherSolidFuels,TJ,2557.99596
2025/12/15,Poland,2019,Peat,TJ,0
2025/12/15,Bulgaria,2019,SO2,tonnes,34294
2025/12/15,Greece,2024,Peat,TJ,0
2025/12/15,Belgium,2018,Lignite,TJ,0
2025/12/15,Cyprus,2022,LiquidFuels,TJ,40704.6
2025/12/15,Netherlands,2019,NOX,tonnes,27074.507611000005
2025/12/15,Slovakia,2020,Coal,TJ,11745.314896
2025/12/15,Denmark,2017,OtherSolidFuels,TJ,0
2025/12/15,Belgium,2020,NaturalGas,TJ,177986.97634199998
2025/12/15,Italy,2023,NaturalGas,TJ,762119.0008630002
2025/12/15,Portugal,2023,DUST,tonnes,427.04682
2025/12/15,Bulgaria,2019,OtherSolidFuels,TJ,11193
2025/12/15,Portugal,2016,Lignite,TJ,0
2025/12/15,Estonia,2023,Biomass,TJ,13447.3
2025/12/15,Netherlands,2020,OtherGases,TJ,221897.76420400004
2025/12/15,Serbia,2021,Peat,TJ,0
2025/12/15,Slovakia,2018,Biomass,TJ,4134.863383
2025/12/15,Ireland,2022,LiquidFuels,TJ,10777.02
2025/12/15,Greece,2018,OtherGases,TJ,44521
2025/12/15,Portugal,2019,OtherSolidFuels,TJ,38856.404
2025/12/15,Latvia,2019,Biomass,TJ,1747
2025/12/15,Malta,2021,Biomass,TJ,0
2025/12/15,Poland,2021,Coal,TJ,911709.38
2025/12/15,Sweden,2021,NaturalGas,TJ,3508.5600000000004
2025/12/15,Sweden,2017,Installed capacity,MW,38116.549999999996
2025/12/15,Netherlands,2016,Installed capacity,MW,65203.58000000001
2025/12/15,Hungary,2023,Installed capacity,MW,11811.954000000002
2025/12/15,Spain,2023,LiquidFuels,TJ,86127.012409373
2025/12/15,Denmark,2018,LiquidFuels,TJ,8243.32042
2025/12/15,Croatia,2023,NaturalGas,TJ,40913.4645
2025/12/15,Italy,2020,DUST,tonnes,412.91545399999995
2025/12/15,Denmark,2016,Peat,TJ,0
2025/12/15,Spain,2019,LiquidFuels,TJ,66804.178335142
2025/12/15,Finland,2018,Biomass,TJ,61304.751000000004
2025/12/15,Greece,2017,Peat,TJ,0
2025/12/15,Belgium,2022,Lignite,TJ,0
2025/12/15,Ireland,2018,Lignite,TJ,0
2025/12/15,Austria,2018,LiquidFuels,TJ,11238.706717000001
2025/12/15,Latvia,2021,NaturalGas,TJ,18223.596999999998
2025/12/15,Slovenia,2020,Biomass,TJ,1123.779
2025/12/15,Romania,2017,NOX,tonnes,28699.961999999996
2025/12/15,Hungary,2020,SO2,tonnes,641.9584999999998
2025/12/15,Germany,2019,SO2,tonnes,55700.201
2025/12/15,Spain,2024,DUST,tonnes,496.64626999999996
2025/12/15,France,2019,Lignite,TJ,0
2025/12/15,Sweden,2024,Biomass,TJ,229828.09999999998
2025/12/15,Germany,2016,Lignite,TJ,834700.33
2025/12/15,France,2023,Biomass,TJ,78411.21454199999
2025/12/15,Austria,2024,NaturalGas,TJ,65303.122396
2025/12/15,Greece,2017,OtherGases,TJ,40939.170000000006
2025/12/15,Finland,2022,Lignite,TJ,0
2025/12/15,Italy,2022,Coal,TJ,222034.232088
2025/12/15,Finland,2022,NOX,tonnes,11373.4328
2025/12/15,Belgium,2017,Installed capacity,MW,19403.413
2025/12/15,France,2022,NOX,tonnes,35200.998008999995
2025/12/15,Cyprus,2022,NOX,tonnes,2778.3
2025/12/15,Lithuania,2021,Lignite,TJ,0
2025/12/15,Croatia,2020,OtherSolidFuels,TJ,635.09066
2025/12/15,Ireland,2021,OtherGases,TJ,0.48
2025/12/15,Estonia,2024,NaturalGas,TJ,3082.3900000000003
2025/12/15,Spain,2016,DUST,tonnes,3782.093
2025/12/15,Greece,2017,OtherSolidFuels,TJ,0
2025/12/15,United Kingdom,2019,OtherGases,TJ,133741.95
2025/12/15,France,2023,Coal,TJ,26084.363600000004
2025/12/15,Austria,2017,Lignite,TJ,0
2025/12/15,Bulgaria,2018,OtherSolidFuels,TJ,10884
2025/12/15,Serbia,2021,LiquidFuels,TJ,5466.569999999999
2025/12/15,Latvia,2018,SO2,tonnes,120.214
2025/12/15,Lithuania,2019,NaturalGas,TJ,54289.71169900001
2025/12/15,Latvia,2017,NOX,tonnes,847.212
2025/12/15,Austria,2016,NaturalGas,TJ,83034.05999999998
2025/12/15,Croatia,2021,Coal,TJ,13078.85924
2025/12/15,Slovenia,2019,OtherGases,TJ,0
2025/12/15,Portugal,2017,Peat,TJ,0
2025/12/15,Czechia,2019,LiquidFuels,TJ,3418.9676870000003
2025/12/15,Germany,2024,Coal,TJ,247530.8123
2025/12/15,Spain,2018,Coal,TJ,193402.0457
2025/12/15,Slovakia,2017,Biomass,TJ,3842.9399999999996
2025/12/15,Poland,2022,Biomass,TJ,66586.83611999999
2025/12/15,Cyprus,2019,SO2,tonnes,14197.880000000001
2025/12/15,Luxembourg,2024,NOX,tonnes,15.4
2025/12/15,Slovenia,2019,Peat,TJ,0
2025/12/15,Germany,2021,DUST,tonnes,2035.002
2025/12/15,Finland,2019,LiquidFuels,TJ,5135.088
2025/12/15,Denmark,2023,Lignite,TJ,0
2025/12/15,Bulgaria,2017,NOX,tonnes,19441
2025/12/15,Slovakia,2018,Installed capacity,MW,9716.957999999999
2025/12/15,Hungary,2019,Installed capacity,MW,15021.822
2025/12/15,Romania,2023,Installed capacity,MW,36321.502
2025/12/15,Greece,2024,Installed capacity,MW,28695.417
2025/12/15,Slovakia,2020,NaturalGas,TJ,31217.76630065
2025/12/15,Netherlands,2022,SO2,tonnes,4724.731654
2025/12/15,United Kingdom,2017,NOX,tonnes,78530.71995801
2025/12/15,Poland,2024,LiquidFuels,TJ,45704.147000000004
2025/12/15,Denmark,2022,LiquidFuels,TJ,5803.073810000001
2025/12/15,Hungary,2016,OtherSolidFuels,TJ,2799.57
2025/12/15,Denmark,2020,OtherSolidFuels,TJ,166.853
2025/12/15,Greece,2020,OtherSolidFuels,TJ,0
2025/12/15,Cyprus,2023,NOX,tonnes,3404.521
2025/12/15,Belgium,2023,OtherSolidFuels,TJ,2913.40532
2025/12/15,Ireland,2022,Peat,TJ,2094
2025/12/15,Bulgaria,2021,NaturalGas,TJ,33896
2025/12/15,Poland,2024,Lignite,TJ,329089.2
2025/12/15,Poland,2017,Peat,TJ,0
2025/12/15,Slovakia,2016,SO2,tonnes,12104.8319147866
2025/12/15,Belgium,2016,DUST,tonnes,152.728255
2025/12/15,Ireland,2016,SO2,tonnes,3914.64
2025/12/15,Slovenia,2016,Peat,TJ,0
2025/12/15,Poland,2016,OtherSolidFuels,TJ,5.45
2025/12/15,Poland,2018,LiquidFuels,TJ,34688.10770000001
2025/12/15,Finland,2023,OtherSolidFuels,TJ,735.115
2025/12/15,Hungary,2016,OtherGases,TJ,24741.38
2025/12/15,Belgium,2016,Biomass,TJ,35312.670000000006
2025/12/15,Croatia,2019,Installed capacity,MW,4566.556
2025/12/15,Portugal,2022,SO2,tonnes,2547.7834599999996
2025/12/15,Netherlands,2024,Lignite,TJ,0
2025/12/15,United Kingdom,2016,OtherSolidFuels,TJ,0
2025/12/15,Greece,2023,Coal,TJ,0
2025/12/15,Estonia,2019,Biomass,TJ,12526
2025/12/15,Belgium,2017,NaturalGas,TJ,167306.41000000003
2025/12/15,Slovakia,2018,Coal,TJ,22182.260974
2025/12/15,Slovenia,2016,OtherGases,TJ,0
2025/12/15,Poland,2018,OtherGases,TJ,45787.438400000014
2025/12/15,Germany,2017,OtherGases,TJ,424802.45
2025/12/15,France,2016,OtherGases,TJ,125841
2025/12/15,Belgium,2022,Peat,TJ,0
2025/12/15,Hungary,2018,Installed capacity,MW,14957.490000000002
2025/12/15,Romania,2019,Installed capacity,MW,32654.002
2025/12/15,Slovenia,2018,Installed capacity,MW,5840.4
2025/12/15,Sweden,2016,Biomass,TJ,144845.23000000004
2025/12/15,Belgium,2018,NaturalGas,TJ,173327.985653
2025/12/15,Cyprus,2016,Lignite,TJ,0
2025/12/15,Germany,2023,DUST,tonnes,1755.6912479999999
2025/12/15,Serbia,2020,NOX,tonnes,42451.16
2025/12/15,Austria,2022,Peat,TJ,0
2025/12/15,Serbia,2022,Coal,TJ,4015
2025/12/15,United Kingdom,2018,SO2,tonnes,23075.80902
2025/12/15,Slovakia,2019,SO2,tonnes,4113.243227
2025/12/15,Sweden,2016,Coal,TJ,4153.57
2025/12/15,Greece,2019,Coal,TJ,0
2025/12/15,Hungary,2022,NaturalGas,TJ,66271.95700000001
2025/12/15,Germany,2024,CONFIDENTIAL,TJ,0
2025/12/15,Croatia,2022,OtherGases,TJ,4541.42827
2025/12/15,Portugal,2024,Installed capacity,MW,11860.4
2025/12/15,Ireland,2024,SO2,tonnes,326.422035
2025/12/15,Serbia,2021,NOX,tonnes,38272.521
2025/12/15,Bulgaria,2022,LiquidFuels,TJ,922
2025/12/15,Sweden,2021,OtherSolidFuels,TJ,0
2025/12/15,Romania,2019,Biomass,TJ,3142.38
2025/12/15,Poland,2023,Peat,TJ,0
2025/12/15,Germany,2017,Biomass,TJ,45837.33
2025/12/15,Hungary,2017,OtherGases,TJ,21982.48
2025/12/15,Denmark,2023,NaturalGas,TJ,7568.181094
2025/12/15,Belgium,2023,OtherGases,TJ,71260.13080999999
2025/12/15,Austria,2018,Peat,TJ,0
2025/12/15,France,2020,NaturalGas,TJ,309415.850209
2025/12/15,Hungary,2023,Lignite,TJ,0
2025/12/15,Portugal,2020,OtherGases,TJ,16068.902063836029
2025/12/15,Cyprus,2021,NOX,tonnes,2916.7999999999997
2025/12/15,Hungary,2024,OtherGases,TJ,16584.128999999997
2025/12/15,Latvia,2021,Lignite,TJ,0
2025/12/15,Luxembourg,2023,OtherSolidFuels,TJ,0
2025/12/15,Latvia,2022,DUST,tonnes,11.26
2025/12/15,Malta,2021,LiquidFuels,TJ,442.7
2025/12/15,Slovakia,2021,DUST,tonnes,220.54636299999999
2025/12/15,Latvia,2023,Installed capacity,MW,4132.35
2025/12/15,Malta,2016,NOX,tonnes,978.5
2025/12/15,Malta,2020,OtherSolidFuels,TJ,0
2025/12/15,Malta,2018,DUST,tonnes,6.374000000000001
2025/12/15,Slovenia,2021,SO2,tonnes,1313.3839999999998
2025/12/15,Luxembourg,2016,NOX,tonnes,4.167
2025/12/15,Luxembourg,2024,DUST,tonnes,0
2025/12/15,Luxembourg,2018,Coal,TJ,0
2025/12/15,Luxembourg,2020,NaturalGas,TJ,119
2025/12/15,Luxembourg,2022,Installed capacity,MW,89
2025/12/15,Denmark,2021,DUST,tonnes,232.744391
2025/12/15,Czechia,2019,Biomass,TJ,15492.987163000002
2025/12/15,Slovakia,2017,NaturalGas,TJ,21181.149999999998
2025/12/15,Slovakia,2018,SO2,tonnes,6714.071043000001
2025/12/15,Ireland,2016,Coal,TJ,46106.07
2025/12/15,Poland,2024,Biomass,TJ,63652.143679999994
2025/12/15,Czechia,2020,Peat,TJ,172.899368
2025/12/15,Hungary,2016,Coal,TJ,58571.23
2025/12/15,Malta,2020,NaturalGas,TJ,15060
2025/12/15,Denmark,2023,OtherGases,TJ,13845.169
2025/12/15,Netherlands,2024,Peat,TJ,0
2025/12/15,France,2016,Biomass,TJ,70998.5
2025/12/15,Italy,2018,SO2,tonnes,16330.524743999998
2025/12/15,Austria,2021,Installed capacity,MW,21696.087
2025/12/15,Slovakia,2019,OtherGases,TJ,5563.6067695500005
2025/12/15,Austria,2019,LiquidFuels,TJ,11097.109475000001
2025/12/15,Estonia,2019,OtherGases,TJ,12665
2025/12/15,Spain,2020,NaturalGas,TJ,501523.70641409996
2025/12/15,Austria,2020,LiquidFuels,TJ,10811.687254
2025/12/15,Hungary,2019,OtherSolidFuels,TJ,1636.6999999999998
2025/12/15,Romania,2020,DUST,tonnes,2057.23
2025/12/15,Finland,2018,Installed capacity,MW,31211.4
2025/12/15,Belgium,2024,Installed capacity,MW,19510.93299847412
2025/12/15,Greece,2022,Installed capacity,MW,27002.405000000002
2025/12/15,Sweden,2020,SO2,tonnes,1908.6214650000002
2025/12/15,Romania,2024,NOX,tonnes,9078.8
2025/12/15,Belgium,2021,SO2,tonnes,1368.0889699999996
2025/12/15,Sweden,2023,Lignite,TJ,0
2025/12/15,Ireland,2019,OtherGases,TJ,0.5399999999999999
2025/12/15,Ireland,2018,OtherSolidFuels,TJ,0
2025/12/15,Spain,2022,SO2,tonnes,11478.764100000002
2025/12/15,Germany,2022,OtherGases,TJ,381071.941
2025/12/15,Italy,2016,Biomass,TJ,27290.78
2025/12/15,Romania,2017,NaturalGas,TJ,102683.98
2025/12/15,Greece,2024,NaturalGas,TJ,126456.2
2025/12/15,Germany,2018,DUST,tonnes,2828.819
2025/12/15,Lithuania,2019,Biomass,TJ,15227
2025/12/15,Ireland,2019,NaturalGas,TJ,115769.51999999999
2025/12/15,Romania,2018,LiquidFuels,TJ,1005.134
2025/12/15,Austria,2021,NaturalGas,TJ,96550.839511
2025/12/15,France,2023,NaturalGas,TJ,257452.22381600007
2025/12/15,Latvia,2022,NOX,tonnes,307.88
2025/12/15,Romania,2022,NOX,tonnes,14112.659802
2025/12/15,France,2018,Coal,TJ,102050.666184
2025/12/15,Denmark,2018,Biomass,TJ,41859.975
2025/12/15,Austria,2021,Biomass,TJ,7708.6373060000005
2025/12/15,Ireland,2020,OtherSolidFuels,TJ,0
2025/12/15,Greece,2024,LiquidFuels,TJ,33180.845
2025/12/15,Spain,2018,Lignite,TJ,19407.292
2025/12/15,Germany,2019,Lignite,TJ,587263.438
2025/12/15,Austria,2022,SO2,tonnes,2008.6258000000003
2025/12/15,Belgium,2017,Lignite,TJ,0
2025/12/15,Estonia,2016,Coal,TJ,0
2025/12/15,Denmark,2018,Coal,TJ,56828.32699999999
2025/12/15,Sweden,2022,OtherGases,TJ,41710.600510000004
2025/12/15,Finland,2017,OtherSolidFuels,TJ,8509.64
2025/12/15,Spain,2020,LiquidFuels,TJ,53064.97396298642
2025/12/15,Finland,2020,DUST,tonnes,251.6005
2025/12/15,Poland,2016,NaturalGas,TJ,61163.450000000004
2025/12/15,Croatia,2017,SO2,tonnes,5094.585383000001
2025/12/15,Greece,2017,Biomass,TJ,0
2025/12/15,Cyprus,2023,Coal,TJ,0
2025/12/15,Italy,2016,NaturalGas,TJ,857552.5399999999
2025/12/15,Germany,2019,OtherSolidFuels,TJ,1384.8880000000001
2025/12/15,France,2019,Biomass,TJ,69764.0043
2025/12/15,Italy,2016,Peat,TJ,0
2025/12/15,Croatia,2020,OtherGases,TJ,6094.855
2025/12/15,Romania,2017,OtherSolidFuels,TJ,3572.72
2025/12/15,Austria,2020,NaturalGas,TJ,90904.854312
2025/12/15,Germany,2023,CONFIDENTIAL,tonnes,0
2025/12/15,Lithuania,2022,DUST,tonnes,66
2025/12/15,Latvia,2022,Biomass,TJ,2416.79
2025/12/15,Portugal,2020,LiquidFuels,TJ,17983.630703
2025/12/15,Ireland,2021,OtherSolidFuels,TJ,0
2025/12/15,France,2020,SO2,tonnes,21601.619996999998
2025/12/15,Netherlands,2016,SO2,tonnes,9472.561306
2025/12/15,Czechia,2017,Peat,TJ,0
2025/12/15,Poland,2022,OtherGases,TJ,32259.903399999996
2025/12/15,Slovakia,2020,Biomass,TJ,3565.44707273
2025/12/15,Sweden,2024,NOX,tonnes,13398.390000000003
2025/12/15,Sweden,2021,Installed capacity,MW,38683.3
2025/12/15,Croatia,2017,NOX,tonnes,4979.400602
2025/12/15,Slovenia,2017,NOX,tonnes,4406.0830000000005
2025/12/15,Cyprus,2019,LiquidFuels,TJ,42321
2025/12/15,Slovakia,2017,LiquidFuels,TJ,8786.560000000001
2025/12/15,Latvia,2017,OtherSolidFuels,TJ,0
2025/12/15,Lithuania,2016,OtherSolidFuels,TJ,0
2025/12/15,Lithuania,2022,Peat,TJ,0
2025/12/15,Sweden,2017,NaturalGas,TJ,5039.53
2025/12/15,Spain,2016,Lignite,TJ,0
2025/12/15,Lithuania,2017,Peat,TJ,0
2025/12/15,Ireland,2016,NaturalGas,TJ,104883.28000000003
2025/12/15,Czechia,2020,DUST,tonnes,1748.2592080000004
2025/12/15,Greece,2020,Biomass,TJ,0
2025/12/15,Austria,2018,Lignite,TJ,0
2025/12/15,Denmark,2019,OtherSolidFuels,TJ,59
2025/12/15,Hungary,2016,Biomass,TJ,19945.129999999997
2025/12/15,Bulgaria,2019,Coal,TJ,15306
2025/12/15,Croatia,2016,Biomass,TJ,0
2025/12/15,France,2024,DUST,tonnes,1715.7166310000005
2025/12/15,France,2018,Lignite,TJ,0
2025/12/15,Sweden,2019,LiquidFuels,TJ,5561.7293
2025/12/15,Romania,2021,SO2,tonnes,17887.747000000003
2025/12/15,Spain,2021,Installed capacity,MW,94893.02945419312
2025/12/15,Portugal,2023,NOX,tonnes,14387.23
2025/12/15,Portugal,2019,DUST,tonnes,696.7419
2025/12/15,Slovenia,2019,DUST,tonnes,84.239
2025/12/15,Portugal,2016,NOX,tonnes,13833.1
2025/12/15,Czechia,2018,LiquidFuels,TJ,2958.3739940000005
2025/12/15,Poland,2016,OtherGases,TJ,49103.65000000001
2025/12/15,Denmark,2019,SO2,tonnes,1339.952547
2025/12/15,Sweden,2022,OtherSolidFuels,TJ,0
2025/12/15,Germany,2024,OtherGases,TJ,344347.631937
2025/12/15,Portugal,2024,Coal,TJ,0
2025/12/15,Belgium,2022,Installed capacity,MW,19419.73299771118
2025/12/15,Latvia,2018,LiquidFuels,TJ,29.611000000000004
2025/12/15,Serbia,2020,Coal,TJ,2264.75
2025/12/15,Netherlands,2024,DUST,tonnes,269.98373
2025/12/15,Finland,2016,Lignite,TJ,0
2025/12/15,Poland,2020,Biomass,TJ,76519.5
2025/12/15,Austria,2024,Coal,TJ,0
2025/12/15,Romania,2024,OtherSolidFuels,TJ,3886.225
2025/12/15,France,2023,LiquidFuels,TJ,61395.73544999999
2025/12/15,Estonia,2017,Installed capacity,MW,9580.004
2025/12/15,Slovenia,2024,DUST,tonnes,115.6006
2025/12/15,Slovenia,2021,Peat,TJ,0
2025/12/15,Malta,2019,Biomass,TJ,0
2025/12/15,Germany,2017,Lignite,TJ,847189.5700000002
2025/12/15,United Kingdom,2016,OtherGases,TJ,84688.65000000001
2025/12/15,Finland,2024,Peat,TJ,7703.5
2025/12/15,Netherlands,2018,Lignite,TJ,0
