PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Poland,2021,6,Paper and wood production and processing,6(b),Zinc and compounds (as Zn),871
2025/12/15,Portugal,2015,3,Mineral industry,3(e),Nickel and compounds (as Ni),537
2025/12/15,Serbia,2020,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Particulate matter (PM10),198000
2025/12/15,Slovakia,2017,1,Energy sector,1(c),Methane (CH4),2582000
2025/12/15,Finland,2010,3,Mineral industry,3(f),Ammonia (NH3),61600
2025/12/15,Spain,2012,4,Chemical industry,4(a)(i),Ammonia (NH3),11900
2025/12/15,Austria,2007,5,Waste and wastewater management,5(c),Methane (CH4),3152000
2025/12/15,Greece,2014,2,Production and processing of metals,2(e)(i),Sulphur oxides (SOX),1600000
2025/12/15,Serbia,2020,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),148700
2025/12/15,Poland,2011,4,Chemical industry,4(b),Fluorine and inorganic compounds (as HF),9350
2025/12/15,Poland,2016,3,Mineral industry,3(g),Carbon monoxide (CO),1609000
2025/12/15,Sweden,2008,2,Production and processing of metals,2(b),Lead and compounds (as Pb),416
2025/12/15,Germany,2012,1,Energy sector,1(c),Benzene,3610
2025/12/15,Germany,2009,9,Other activities,9(c),Nitrogen oxides (NOX),518000
2025/12/15,Denmark,2011,,,,Hydrochlorofluorocarbons (HCFCs),66
2025/12/15,Croatia,2019,3,Mineral industry,3(c)(iii),Sulphur oxides (SOX),287000
2025/12/15,Finland,2013,4,Chemical industry,4(b)(v),Sulphur oxides (SOX),817000
2025/12/15,Poland,2018,1,Energy sector,1(a),Nitrogen oxides (NOX),5137000
2025/12/15,Slovenia,2018,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),10.57
2025/12/15,Germany,2010,7,Intensive livestock production and aquaculture,7(a)(iii),Methane (CH4),234000
2025/12/15,Czechia,2020,4,Chemical industry,4(a)(i),Particulate matter (PM10),98125.14
2025/12/15,United Kingdom,2015,4,Chemical industry,4(d),Chlorofluorocarbons (CFCs),35200
2025/12/15,Spain,2021,4,Chemical industry,4(a)(xi),Naphthalene,106
2025/12/15,France,2008,9,Other activities,9(c),Hydrochlorofluorocarbons (HCFCs),158
2025/12/15,Poland,2014,6,Paper and wood production and processing,6(b),Hydrochlorofluorocarbons (HCFCs),41.7
2025/12/15,Spain,2016,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Nitrogen oxides (NOX),852000
2025/12/15,France,2024,3,Mineral industry,3(c)(iii),Carbon monoxide (CO),2062000
2025/12/15,Germany,2009,4,Chemical industry,4(b),Sulphur hexafluoride (SF6),2730
2025/12/15,Germany,2011,4,Chemical industry,4(f),Non-methane volatile organic compounds (NMVOC),140000
2025/12/15,Poland,2023,3,Mineral industry,3(c),Polycyclic aromatic hydrocarbons (PAHs),128
2025/12/15,Spain,2009,4,Chemical industry,4(a)(i),Benzene,1200
2025/12/15,Portugal,2010,1,Energy sector,1(a),Nitrous oxide (N2O),403800
2025/12/15,Sweden,2009,4,Chemical industry,4(a)(ii),Hydrochlorofluorocarbons (HCFCs),72
2025/12/15,Portugal,2013,,,,Mercury and compounds (as Hg),34.3
2025/12/15,Sweden,2015,4,Chemical industry,4(a)(viii),Mercury and compounds (as Hg),15.2
2025/12/15,Netherlands,2017,4,Chemical industry,4(a)(ii),Carbon monoxide (CO),1140000
2025/12/15,Austria,2020,6,Paper and wood production and processing,6(b),Sulphur oxides (SOX),326000
2025/12/15,Belgium,2016,4,Chemical industry,4(a)(ii),"1,1,1-trichloroethane (TCE-1,1,1)",442
2025/12/15,Italy,2013,2,Production and processing of metals,2(a),Lead and compounds (as Pb),275
2025/12/15,Portugal,2012,4,Chemical industry,4(a)(iv),Nickel and compounds (as Ni),141
2025/12/15,Poland,2012,6,Paper and wood production and processing,6(a),Non-methane volatile organic compounds (NMVOC),464000
2025/12/15,Germany,2024,4,Chemical industry,4(a)(iv),Tetrachloromethane (TCM),526
2025/12/15,Estonia,2010,7,Intensive livestock production and aquaculture,7(a)(ii),Nitrous oxide (N2O),20500
2025/12/15,Estonia,2015,1,Energy sector,1(c),Sulphur oxides (SOX),20096000
2025/12/15,France,2016,4,Chemical industry,4(a)(iv),Non-methane volatile organic compounds (NMVOC),252000
2025/12/15,Cyprus,2015,1,Energy sector,1(c),Cadmium and compounds (as Cd),18.5
2025/12/15,Netherlands,2023,1,Energy sector,1(c),Mercury and compounds (as Hg),13.6
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(b),Non-methane volatile organic compounds (NMVOC),109000
2025/12/15,Poland,2009,2,Production and processing of metals,2(c),Chlorine and inorganic compounds (as HCl),188000
2025/12/15,Denmark,2022,2,Production and processing of metals,2(c)(i),Nitrogen oxides (NOX),112500
2025/12/15,Belgium,2011,4,Chemical industry,4(a)(x),Hydro-fluorocarbons (HFCS),279
2025/12/15,Luxembourg,2019,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),310000
2025/12/15,United Kingdom,2008,4,Chemical industry,4(b),Trichloromethane,1740
2025/12/15,United Kingdom,2009,5,Waste and wastewater management,5(d),Methane (CH4),321609000
2025/12/15,Portugal,2021,7,Intensive livestock production and aquaculture,7(a)(ii),Methane (CH4),843000
2025/12/15,Germany,2024,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),4267
2025/12/15,France,2023,2,Production and processing of metals,2(d),Polycyclic aromatic hydrocarbons (PAHs),170.599998
2025/12/15,United Kingdom,2009,1,Energy sector,1(c),Chlorine and inorganic compounds (as HCl),4324500
2025/12/15,Italy,2009,5,Waste and wastewater management,5(b),Carbon dioxide (CO2),2882000000
2025/12/15,Portugal,2011,4,Chemical industry,4(a)(i),Non-methane volatile organic compounds (NMVOC),1730000
2025/12/15,Sweden,2007,1,Energy sector,1(c),Carbon dioxide (CO2) excluding biomass,2817896000
2025/12/15,Netherlands,2009,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),15010
2025/12/15,Spain,2011,1,Energy sector,1(d),Polycyclic aromatic hydrocarbons (PAHs),366
2025/12/15,United Kingdom,2016,6,Paper and wood production and processing,6(b),Chromium and compounds (as Cr),579
2025/12/15,Czechia,2015,3,Mineral industry,3(e),Nitrogen oxides (NOX),2235000
2025/12/15,Germany,2011,2,Production and processing of metals,2(b),Carbon monoxide (CO),397229000
2025/12/15,Italy,2012,5,Waste and wastewater management,5(c),Nitrous oxide (N2O),38100
2025/12/15,Italy,2012,2,Production and processing of metals,2(c),Sulphur oxides (SOX),451000
2025/12/15,Spain,2021,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Nickel and compounds (as Ni),462
2025/12/15,France,2013,4,Chemical industry,4(b)(iv),Particulate matter (PM10),67600
2025/12/15,France,2009,3,Mineral industry,3(c)(i),Naphthalene,1026
2025/12/15,Ireland,2018,1,Energy sector,1(c),Nitrous oxide (N2O),128664.17084
2025/12/15,Belgium,2013,2,Production and processing of metals,2(b),Benzene,132130
2025/12/15,Italy,2018,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),15511.6494
2025/12/15,Austria,2010,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),3805000000
2025/12/15,Czechia,2017,1,Energy sector,1(c),Carbon dioxide (CO2),49848000000
2025/12/15,Netherlands,2011,4,Chemical industry,4(c),Ammonia (NH3),384700
2025/12/15,Poland,2008,1,Energy sector,1(c),Cadmium and compounds (as Cd),98.69999999999999
2025/12/15,France,2009,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),4663000000
2025/12/15,Italy,2011,8,Animal and vegetable products from the food and beverage sector,8(b),Hydro-fluorocarbons (HFCS),1196
2025/12/15,Lithuania,2012,1,Energy sector,1(a),Nitrogen oxides (NOX),2106000
2025/12/15,Italy,2008,3,Mineral industry,3(c)(i),Ammonia (NH3),115200
2025/12/15,Germany,2017,1,Energy sector,1(e),Sulphur oxides (SOX),4615000
2025/12/15,France,2013,2,Production and processing of metals,2(e)(i),Sulphur oxides (SOX),5160000
2025/12/15,Finland,2011,1,Energy sector,1(c),Nickel and compounds (as Ni),555.3
2025/12/15,United Kingdom,2011,5,Waste and wastewater management,5(d),Halons,54.74999999999999
2025/12/15,France,2018,4,Chemical industry,4(b)(i),Nitrous oxide (N2O),666700
2025/12/15,United Kingdom,2019,1,Energy sector,1(a),Carbon dioxide (CO2),10600000000
2025/12/15,Spain,2009,1,Energy sector,1(a),Sulphur oxides (SOX),61831000
2025/12/15,Belgium,2009,4,Chemical industry,4(b)(i),Hydrochlorofluorocarbons (HCFCs),23.8
2025/12/15,Portugal,2018,6,Paper and wood production and processing,6(a),Mercury and compounds (as Hg),97
2025/12/15,Romania,2011,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),250000
2025/12/15,Germany,2011,4,Chemical industry,4(b)(iv),Sulphur oxides (SOX),439000
2025/12/15,France,2012,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Carbon dioxide (CO2),2902000000
2025/12/15,Romania,2018,2,Production and processing of metals,2(e)(ii),Nitrogen oxides (NOX),826000
2025/12/15,Switzerland,2009,5,Waste and wastewater management,5(a),Chlorofluorocarbons (CFCs),109
2025/12/15,Spain,2023,6,Paper and wood production and processing,6(a),Chlorine and inorganic compounds (as HCl),27900
2025/12/15,Poland,2008,2,Production and processing of metals,2(d),Polycyclic aromatic hydrocarbons (PAHs),925
2025/12/15,Switzerland,2007,3,Mineral industry,3(e),Ammonia (NH3),79100
2025/12/15,France,2011,3,Mineral industry,3(c)(iii),Mercury and compounds (as Hg),76.4
2025/12/15,Croatia,2024,3,Mineral industry,3(e),Nitrogen oxides (NOX),438000
2025/12/15,Greece,2024,6,Paper and wood production and processing,6(b),Non-methane volatile organic compounds (NMVOC),323000
2025/12/15,Germany,2023,2,Production and processing of metals,2(e),Hydrogen cyanide (HCN),240
2025/12/15,France,2020,3,Mineral industry,3(c)(i),Hydrogen cyanide (HCN),3469
2025/12/15,Ireland,2016,3,Mineral industry,3(c)(i),Carbon monoxide (CO),698000
2025/12/15,Italy,2011,1,Energy sector,1(a),Mercury and compounds (as Hg),47.900000000000006
2025/12/15,Denmark,2018,9,Other activities,9(c),Nitrogen oxides (NOX),13659
2025/12/15,Slovenia,2016,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),15800
2025/12/15,Poland,2014,3,Mineral industry,3(a),Copper and compounds (as Cu),3107
2025/12/15,Spain,2011,5,Waste and wastewater management,5(d),Nitrogen oxides (NOX),603000
2025/12/15,Netherlands,2020,4,Chemical industry,4(a)(ii),Non-methane volatile organic compounds (NMVOC),103000
2025/12/15,Romania,2023,3,Mineral industry,3(c)(i),Carbon monoxide (CO),15570000
2025/12/15,Lithuania,2010,4,Chemical industry,4(c),Nitrogen oxides (NOX),543000
2025/12/15,Belgium,2017,5,Waste and wastewater management,5(c),Ammonia (NH3),24400
2025/12/15,Spain,2019,6,Paper and wood production and processing,6(b),Non-methane volatile organic compounds (NMVOC),3602000
2025/12/15,Iceland,2013,7,Intensive livestock production and aquaculture,7(a)(i),Particulate matter (PM10),764000
2025/12/15,Germany,2012,4,Chemical industry,4(c),Nitrogen oxides (NOX),820000
2025/12/15,Italy,2014,1,Energy sector,1(a),Polychlorinated biphenyls (PCBs),1.3
2025/12/15,Belgium,2018,4,Chemical industry,4(b)(ii),Sulphur oxides (SOX),680000
2025/12/15,Romania,2012,4,Chemical industry,4(a)(viii),Nitrogen oxides (NOX),119000
2025/12/15,United Kingdom,2018,2,Production and processing of metals,2(c),Lead and compounds (as Pb),311
2025/12/15,Iceland,2014,2,Production and processing of metals,2(e)(ii),Carbon dioxide (CO2),369000000
2025/12/15,Austria,2019,6,Paper and wood production and processing,6(b),Carbon monoxide (CO),2770000
2025/12/15,Germany,2012,1,Energy sector,1(a),Carbon monoxide (CO),3040000
2025/12/15,Austria,2016,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),3548000
2025/12/15,Poland,2008,5,Waste and wastewater management,5(a),Lead and compounds (as Pb),316
2025/12/15,Iceland,2013,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),106800
2025/12/15,Bulgaria,2021,2,Production and processing of metals,2(b),PCDD + PCDF (dioxins + furans) (as Teq),0.0353
2025/12/15,Croatia,2022,3,Mineral industry,3(f),Arsenic and compounds (as As),27
2025/12/15,Germany,2022,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),107700
2025/12/15,Greece,2008,1,Energy sector,1(c),Zinc and compounds (as Zn),17085
2025/12/15,Czechia,2007,2,Production and processing of metals,2(b),Carbon dioxide (CO2),10070000000
2025/12/15,United Kingdom,2016,3,Mineral industry,3(f),Ammonia (NH3),121800
2025/12/15,Spain,2014,1,Energy sector,1(a),Sulphur oxides (SOX),31977000
2025/12/15,United Kingdom,2007,4,Chemical industry,4(a),Carbon dioxide (CO2),3785000000
2025/12/15,Italy,2007,8,Animal and vegetable products from the food and beverage sector,8(b),Carbon dioxide (CO2),225000000
2025/12/15,United Kingdom,2019,1,Energy sector,1(c),Sulphur hexafluoride (SF6),392
2025/12/15,Ireland,2013,3,Mineral industry,3(c)(ii),Carbon monoxide (CO),1380000
2025/12/15,Germany,2007,4,Chemical industry,4(a),"1,2-dichloroethane (DCE-1,2)",2000
2025/12/15,United Kingdom,2008,4,Chemical industry,4(b)(ii),Sulphur hexafluoride (SF6),86
2025/12/15,France,2007,2,Production and processing of metals,2(c)(i),Polycyclic aromatic hydrocarbons (PAHs),825
2025/12/15,Spain,2018,5,Waste and wastewater management,5(b),Ammonia (NH3),45600
2025/12/15,Czechia,2013,4,Chemical industry,4(a)(vii),Hydro-fluorocarbons (HFCS),139
2025/12/15,Italy,2007,9,Other activities,9(c),Trichloroethylene (TRI),3180
2025/12/15,Hungary,2020,3,Mineral industry,3(a),Carbon dioxide (CO2),101571000
2025/12/15,Netherlands,2009,2,Production and processing of metals,2(e)(i),Hydro-fluorocarbons (HFCS),133
2025/12/15,France,2023,1,Energy sector,1(a),Hydrogen cyanide (HCN),95140
2025/12/15,Greece,2011,3,Mineral industry,3(c),Nitrogen oxides (NOX),616000
2025/12/15,Estonia,2023,1,Energy sector,1(c),Lead and compounds (as Pb),3252
2025/12/15,Germany,2015,2,Production and processing of metals,2(d),Hydrogen cyanide (HCN),729
2025/12/15,Italy,2007,4,Chemical industry,4(b),Hydrochlorofluorocarbons (HCFCs),33090
2025/12/15,Italy,2014,1,Energy sector,1(d),Carbon dioxide (CO2),117000000
2025/12/15,Poland,2022,4,Chemical industry,4(c),Nitrous oxide (N2O),994000
2025/12/15,United Kingdom,2017,6,Paper and wood production and processing,6(c),Naphthalene,1465
2025/12/15,Germany,2014,4,Chemical industry,4(b)(iv),Carbon dioxide (CO2) excluding biomass,809000000
2025/12/15,Spain,2022,4,Chemical industry,4(b)(iv),Carbon dioxide (CO2),1060000000
2025/12/15,Spain,2022,9,Other activities,9(c),Zinc and compounds (as Zn),825
2025/12/15,France,2022,4,Chemical industry,4(f),Hydro-fluorocarbons (HFCS),238
2025/12/15,Germany,2017,4,Chemical industry,4(a)(ii),Methane (CH4),208000
2025/12/15,France,2016,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nitrous oxide (N2O),66100
2025/12/15,Spain,2019,3,Mineral industry,3(f),Ammonia (NH3),103000
2025/12/15,Spain,2008,2,Production and processing of metals,2(d),Carbon monoxide (CO),701000
2025/12/15,Ireland,2022,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),3353846.7989999996
2025/12/15,Spain,2023,5,Waste and wastewater management,5(b),Methane (CH4),287000
2025/12/15,Bulgaria,2020,4,Chemical industry,4(b)(iv),Nitrogen oxides (NOX),552727
2025/12/15,Greece,2010,9,Other activities,9(e),Non-methane volatile organic compounds (NMVOC),110000
2025/12/15,Italy,2011,9,Other activities,9(c),Arsenic and compounds (as As),49
2025/12/15,Greece,2010,5,Waste and wastewater management,5(f),Nitrogen oxides (NOX),107000
2025/12/15,Belgium,2017,4,Chemical industry,4(a)(viii),Nitrogen oxides (NOX),380000
2025/12/15,Slovenia,2019,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),309.9
2025/12/15,Italy,2016,5,Waste and wastewater management,5(b),Chlorine and inorganic compounds (as HCl),17400
2025/12/15,Spain,2019,2,Production and processing of metals,2(e)(ii),Carbon dioxide (CO2),368000000
2025/12/15,Spain,2015,1,Energy sector,1(c),Trichloroethylene (TRI),5570
2025/12/15,France,2020,6,Paper and wood production and processing,6(a),Particulate matter (PM10),221000
2025/12/15,Belgium,2020,2,Production and processing of metals,2(f),Tetrachloroethylene,3630
2025/12/15,Portugal,2024,3,Mineral industry,3(c)(ii),Copper and compounds (as Cu),141
2025/12/15,Switzerland,2017,2,Production and processing of metals,2(c)(i),Lead and compounds (as Pb),570
2025/12/15,Czechia,2016,4,Chemical industry,4(a)(ii),Sulphur oxides (SOX),545000
2025/12/15,Germany,2022,2,Production and processing of metals,2(b),Arsenic and compounds (as As),33.5
2025/12/15,Sweden,2010,2,Production and processing of metals,2(e)(i),Zinc and compounds (as Zn),8680
2025/12/15,France,2009,9,Other activities,9(c),Tetrachloroethylene,2700
2025/12/15,United Kingdom,2009,5,Waste and wastewater management,5(a),Trichloroethylene (TRI),142000
2025/12/15,Switzerland,2014,1,Energy sector,1(a),Sulphur oxides (SOX),235000
2025/12/15,Finland,2016,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),339
2025/12/15,Netherlands,2007,2,Production and processing of metals,2(e)(i),Zinc and compounds (as Zn),247
2025/12/15,Hungary,2015,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),232000
2025/12/15,France,2014,1,Energy sector,1(b),Carbon dioxide (CO2),236000000
2025/12/15,Italy,2017,2,Production and processing of metals,2(a),Lead and compounds (as Pb),305
2025/12/15,France,2019,6,Paper and wood production and processing,6(b),Methane (CH4),328000
2025/12/15,Greece,2022,3,Mineral industry,3(c)(i),Carbon monoxide (CO),7761000
2025/12/15,Austria,2019,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),291
2025/12/15,Portugal,2010,,,,Mercury and compounds (as Hg),19.5
2025/12/15,Netherlands,2016,2,Production and processing of metals,2(a),Nitrogen oxides (NOX),120000
2025/12/15,Luxembourg,2008,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),336
2025/12/15,Luxembourg,2018,3,Mineral industry,3(c)(i),Carbon monoxide (CO),803000
2025/12/15,Germany,2017,4,Chemical industry,4(b)(i),Mercury and compounds (as Hg),37.6
2025/12/15,Netherlands,2017,5,Waste and wastewater management,5(a),Nitrogen oxides (NOX),251000
2025/12/15,Germany,2022,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),106
2025/12/15,Greece,2007,2,Production and processing of metals,2(e),Nitrogen oxides (NOX),1390000
2025/12/15,France,2010,3,Mineral industry,3(b),Hydrochlorofluorocarbons (HCFCs),293
2025/12/15,Poland,2012,3,Mineral industry,3(g),Nitrogen oxides (NOX),249000
2025/12/15,Lithuania,2008,1,Energy sector,1(a),Sulphur oxides (SOX),12300000
2025/12/15,Germany,2014,5,Waste and wastewater management,5(b),Nitrogen oxides (NOX),13051000
2025/12/15,Italy,2010,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),674300
2025/12/15,Italy,2023,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),5778071
2025/12/15,France,2009,3,Mineral industry,3(e),Carbon dioxide (CO2),1095000000
2025/12/15,Germany,2021,2,Production and processing of metals,2(b),Particulate matter (PM10),1798700
2025/12/15,Spain,2022,1,Energy sector,1(c),Nitrogen oxides (NOX),65257000
2025/12/15,Poland,2011,3,Mineral industry,3(e),Cadmium and compounds (as Cd),10.6
2025/12/15,Spain,2020,4,Chemical industry,4(b)(i),Mercury and compounds (as Hg),143.6
2025/12/15,France,2007,4,Chemical industry,4(a)(x),Hydrochlorofluorocarbons (HCFCs),962
2025/12/15,Germany,2024,2,Production and processing of metals,2(b),Particulate matter (PM10),2014700
2025/12/15,Spain,2012,4,Chemical industry,4(c),Particulate matter (PM10),59700
2025/12/15,Germany,2007,2,Production and processing of metals,2(c)(i),Benzene,2600
2025/12/15,Slovakia,2018,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),3439000
2025/12/15,France,2019,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),5844800
2025/12/15,Switzerland,2012,1,Energy sector,1(c),Methane (CH4),163000
2025/12/15,Czechia,2016,2,Production and processing of metals,2(c)(i),Nitrogen oxides (NOX),175000
2025/12/15,Czechia,2015,1,Energy sector,1(d),Nitrogen oxides (NOX),159000
2025/12/15,Italy,2013,2,Production and processing of metals,2(b),Sulphur oxides (SOX),5062000
2025/12/15,Spain,2022,3,Mineral industry,3(c)(i),Carbon dioxide (CO2),9320000000
2025/12/15,Denmark,2023,4,Chemical industry,4(a)(ii),Nitrogen oxides (NOX),66950
2025/12/15,Czechia,2021,,,,Hydrochlorofluorocarbons (HCFCs),15.5
2025/12/15,Czechia,2015,4,Chemical industry,4(a)(i),PCDD + PCDF (dioxins + furans) (as Teq),0.000126
2025/12/15,France,2010,2,Production and processing of metals,2(c)(i),Carbon dioxide (CO2),10505000000
2025/12/15,Switzerland,2021,9,Other activities,9(a),Tetrachloroethylene,1110
2025/12/15,Germany,2013,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),6769700
2025/12/15,Czechia,2016,4,Chemical industry,4(c),Carbon dioxide (CO2),376000000
2025/12/15,Italy,2008,3,Mineral industry,3(c),Hydrogen cyanide (HCN),232
2025/12/15,France,2007,4,Chemical industry,4(a)(i),Copper and compounds (as Cu),295
2025/12/15,Belgium,2024,5,Waste and wastewater management,5(c),PCDD + PCDF (dioxins + furans) (as Teq),0.0010003
2025/12/15,France,2016,2,Production and processing of metals,2(b),Sulphur oxides (SOX),3320000
2025/12/15,Poland,2009,1,Energy sector,1(d),Carbon dioxide (CO2),492000000
2025/12/15,Spain,2023,4,Chemical industry,4(b)(v),Nitrogen oxides (NOX),745000
2025/12/15,United Kingdom,2009,8,Animal and vegetable products from the food and beverage sector,8(a),Chlorofluorocarbons (CFCs),256
2025/12/15,Germany,2009,3,Mineral industry,3(c)(ii),Nitrogen oxides (NOX),292000
2025/12/15,Czechia,2010,9,Other activities,9(c),Hydrochlorofluorocarbons (HCFCs),90
2025/12/15,France,2017,,,,Benzene,2860
2025/12/15,Italy,2008,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),306
2025/12/15,United Kingdom,2009,2,Production and processing of metals,2(e)(ii),Nickel and compounds (as Ni),119
2025/12/15,France,2018,2,Production and processing of metals,2(d),Sulphur oxides (SOX),295000
2025/12/15,Italy,2015,1,Energy sector,1(a),Carbon monoxide (CO),1325000
2025/12/15,Spain,2013,4,Chemical industry,4(a)(vi),Hydro-fluorocarbons (HFCS),30800
2025/12/15,Belgium,2018,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),6214000
2025/12/15,United Kingdom,2013,4,Chemical industry,4(a)(i),Methane (CH4),1260000
2025/12/15,Italy,2016,2,Production and processing of metals,2(b),Particulate matter (PM10),129000
2025/12/15,Romania,2015,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2) excluding biomass,41100000
2025/12/15,Norway,2017,9,Other activities,9(d),Lead and compounds (as Pb),237
2025/12/15,United Kingdom,2011,,,,Vinyl chloride,1220
2025/12/15,Germany,2012,3,Mineral industry,3(c),Sulphur oxides (SOX),625000
2025/12/15,Estonia,2009,3,Mineral industry,3(c)(i),Carbon monoxide (CO),761000
2025/12/15,United Kingdom,2011,5,Waste and wastewater management,5(d),"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",61.4
2025/12/15,Finland,2012,2,Production and processing of metals,2(e)(i),Cadmium and compounds (as Cd),38.4
2025/12/15,Poland,2007,3,Mineral industry,3(e),Sulphur oxides (SOX),852000
2025/12/15,Netherlands,2011,4,Chemical industry,4(b),Methane (CH4),194000
2025/12/15,Germany,2018,2,Production and processing of metals,2(e)(ii),PCDD + PCDF (dioxins + furans) (as Teq),0.000184
2025/12/15,United Kingdom,2009,6,Paper and wood production and processing,6(b),Hydrogen cyanide (HCN),1463
2025/12/15,France,2008,6,Paper and wood production and processing,6(b),Zinc and compounds (as Zn),637
2025/12/15,Germany,2009,2,Production and processing of metals,2(e)(ii),Copper and compounds (as Cu),114
2025/12/15,Malta,2011,1,Energy sector,1(c),Zinc and compounds (as Zn),1932
2025/12/15,Belgium,2023,4,Chemical industry,4(a)(vi),Carbon dioxide (CO2),130000000
2025/12/15,United Kingdom,2018,4,Chemical industry,4(b),Copper and compounds (as Cu),219
2025/12/15,Austria,2014,4,Chemical industry,4(c),Nitrous oxide (N2O),154000
2025/12/15,France,2008,2,Production and processing of metals,2(c)(i),PCDD + PCDF (dioxins + furans) (as Teq),0.008832
2025/12/15,Belgium,2016,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),8395
2025/12/15,Poland,2007,1,Energy sector,1(a),Nitrogen oxides (NOX),9050000
2025/12/15,Estonia,2014,3,Mineral industry,3(a),Ammonia (NH3),18900
2025/12/15,Slovakia,2021,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),1370
2025/12/15,Switzerland,2010,4,Chemical industry,4(e),Benzene,3500
2025/12/15,Poland,2024,2,Production and processing of metals,2(f),Chromium and compounds (as Cr),211
2025/12/15,France,2011,,,,Trichloromethane,2020
2025/12/15,Portugal,2016,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),1578000
2025/12/15,Denmark,2020,3,Mineral industry,3(g),Nitrogen oxides (NOX),286134
2025/12/15,France,2013,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Hydro-fluorocarbons (HFCS),1346
2025/12/15,Sweden,2017,4,Chemical industry,4(a)(ii),Carbon dioxide (CO2) excluding biomass,1500000
2025/12/15,Poland,2009,6,Paper and wood production and processing,6(a),Sulphur oxides (SOX),1390000
2025/12/15,Italy,2021,4,Chemical industry,4(b),Zinc and compounds (as Zn),880.54
2025/12/15,Finland,2011,4,Chemical industry,4(a)(ii),Benzene,43000
2025/12/15,United Kingdom,2010,3,Mineral industry,3(c),Naphthalene,1630
2025/12/15,Poland,2010,2,Production and processing of metals,2(d),Sulphur oxides (SOX),220000
2025/12/15,France,2016,3,Mineral industry,3(c)(iii),Sulphur oxides (SOX),1002000
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(e)(ii),Nickel and compounds (as Ni),63.4
2025/12/15,Hungary,2008,2,Production and processing of metals,2(a),Nitrogen oxides (NOX),1030000
2025/12/15,Bulgaria,2020,2,Production and processing of metals,2(e)(i),Sulphur oxides (SOX),3202182
2025/12/15,Czechia,2016,3,Mineral industry,3(c)(ii),Nitrogen oxides (NOX),162000
2025/12/15,Italy,2018,2,Production and processing of metals,2(d),Zinc and compounds (as Zn),393.53
2025/12/15,Portugal,2024,1,Energy sector,1(a),Nitrous oxide (N2O),308000
2025/12/15,Germany,2012,5,Waste and wastewater management,5(c),Nitrogen oxides (NOX),108000
2025/12/15,Netherlands,2018,1,Energy sector,1(c),Benzene,3540
2025/12/15,Belgium,2012,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),9110
2025/12/15,Italy,2008,3,Mineral industry,3(e),Chromium and compounds (as Cr),123
2025/12/15,Germany,2010,1,Energy sector,1(a),Carbon monoxide (CO),5190000
2025/12/15,Portugal,2024,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),784000
2025/12/15,Ireland,2015,7,Intensive livestock production and aquaculture,7(a)(iii),Methane (CH4),1029000
2025/12/15,Italy,2020,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),19121878.3
