PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Denmark,2020,3,Mineral industry,3(g),Carbon dioxide (CO2),118020000
2025/12/15,Finland,2008,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),340
2025/12/15,Czechia,2013,2,Production and processing of metals,2(b),Sulphur oxides (SOX),4030000
2025/12/15,Germany,2018,5,Waste and wastewater management,5(a),Carbon dioxide (CO2),4839000000
2025/12/15,Czechia,2015,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),3461000
2025/12/15,Finland,2021,1,Energy sector,1(c),Sulphur oxides (SOX),3273000
2025/12/15,Sweden,2007,2,Production and processing of metals,2(b),Hydro-fluorocarbons (HFCS),503
2025/12/15,Hungary,2017,3,Mineral industry,3(e),Nitrogen oxides (NOX),768000
2025/12/15,Czechia,2015,3,Mineral industry,3(c)(i),Carbon dioxide (CO2),2544000000
2025/12/15,Germany,2011,4,Chemical industry,4(a)(vi),Hydrochlorofluorocarbons (HCFCs),1110
2025/12/15,Spain,2013,4,Chemical industry,4(b)(v),Sulphur oxides (SOX),6517000
2025/12/15,France,2019,4,Chemical industry,4(a)(vi),Hydro-fluorocarbons (HFCS),43950
2025/12/15,Spain,2017,2,Production and processing of metals,2(d),Zinc and compounds (as Zn),386
2025/12/15,Denmark,2022,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),31837
2025/12/15,Belgium,2024,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),921000
2025/12/15,Italy,2023,2,Production and processing of metals,2(f),Nitrogen oxides (NOX),561335.7
2025/12/15,Iceland,2016,2,Production and processing of metals,2(e)(i),Particulate matter (PM10),438000
2025/12/15,United Kingdom,2008,6,Paper and wood production and processing,6(b),Cadmium and compounds (as Cd),39.6
2025/12/15,France,2014,,,,Zinc and compounds (as Zn),8967
2025/12/15,Denmark,2021,5,Waste and wastewater management,5(d),Carbon dioxide (CO2),70791.6445
2025/12/15,United Kingdom,2018,3,Mineral industry,3(e),Nitrogen oxides (NOX),8409000
2025/12/15,Latvia,2010,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),291900
2025/12/15,Denmark,2021,5,Waste and wastewater management,5(d),Nitrogen oxides (NOX),248.28430000000003
2025/12/15,Germany,2013,4,Chemical industry,4(a)(viii),Carbon dioxide (CO2),3261000000
2025/12/15,United Kingdom,2018,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),1632000000
2025/12/15,Poland,2008,1,Energy sector,1(d),Nickel and compounds (as Ni),52.2
2025/12/15,United Kingdom,2018,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),36690
2025/12/15,Poland,2007,,,,Polycyclic aromatic hydrocarbons (PAHs),2220
2025/12/15,Italy,2015,4,Chemical industry,4(b),Carbon dioxide (CO2),1239000000
2025/12/15,Italy,2022,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),15116684.6
2025/12/15,Romania,2009,1,Energy sector,1(c),Mercury and compounds (as Hg),1064.3000000000002
2025/12/15,Netherlands,2007,2,Production and processing of metals,2(e)(i),Fluorine and inorganic compounds (as HF),193500
2025/12/15,Sweden,2020,1,Energy sector,1(c),Nitrous oxide (N2O),68200
2025/12/15,Germany,2008,,,,Carbon dioxide (CO2),686000000
2025/12/15,Belgium,2016,4,Chemical industry,4(a)(ii),Non-methane volatile organic compounds (NMVOC),545000
2025/12/15,Hungary,2020,5,Waste and wastewater management,5(f),Ammonia (NH3),148000
2025/12/15,Poland,2013,4,Chemical industry,4(c),Carbon monoxide (CO),3640000
2025/12/15,Finland,2010,2,Production and processing of metals,2(b),Polychlorinated biphenyls (PCBs),5.9
2025/12/15,Netherlands,2014,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),10.2
2025/12/15,Bulgaria,2009,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),6972900
2025/12/15,Germany,2012,5,Waste and wastewater management,5(d),Chlorofluorocarbons (CFCs),66.35
2025/12/15,United Kingdom,2011,8,Animal and vegetable products from the food and beverage sector,8(b),Hydro-fluorocarbons (HFCS),6827
2025/12/15,Netherlands,2022,4,Chemical industry,4(a)(viii),Benzene,4050
2025/12/15,France,2013,4,Chemical industry,4(a)(i),Ethylene oxide,8700
2025/12/15,Austria,2015,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),3632000
2025/12/15,France,2023,1,Energy sector,1(a),Hydro-fluorocarbons (HFCS),485
2025/12/15,Poland,2024,1,Energy sector,1(c),Arsenic and compounds (as As),433
2025/12/15,Belgium,2024,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),156
2025/12/15,Austria,2014,2,Production and processing of metals,2(b),Chlorine and inorganic compounds (as HCl),111400
2025/12/15,Sweden,2024,6,Paper and wood production and processing,6(a),Chlorine and inorganic compounds (as HCl),35000
2025/12/15,France,2008,4,Chemical industry,4(a)(i),Nickel and compounds (as Ni),1437.8
2025/12/15,Belgium,2017,2,Production and processing of metals,2(e)(i),Zinc and compounds (as Zn),5105
2025/12/15,Spain,2010,3,Mineral industry,3(g),Nickel and compounds (as Ni),457.3
2025/12/15,Germany,2007,4,Chemical industry,4(b)(i),Nitrous oxide (N2O),77000
2025/12/15,France,2010,3,Mineral industry,3(c)(iii),Polycyclic aromatic hydrocarbons (PAHs),121
2025/12/15,Italy,2023,2,Production and processing of metals,2(e),Chlorine and inorganic compounds (as HCl),13700
2025/12/15,Finland,2011,2,Production and processing of metals,2(d),Zinc and compounds (as Zn),309
2025/12/15,Poland,2015,2,Production and processing of metals,2(a),Sulphur oxides (SOX),338000
2025/12/15,France,2007,5,Waste and wastewater management,5(b),Sulphur oxides (SOX),151000
2025/12/15,Romania,2012,1,Energy sector,1(a),Nitrogen oxides (NOX),1969000
2025/12/15,Germany,2013,1,Energy sector,1(c),Non-methane volatile organic compounds (NMVOC),1870000
2025/12/15,Serbia,2015,1,Energy sector,1(a),Sulphur oxides (SOX),3460000
2025/12/15,Portugal,2007,4,Chemical industry,4(a)(i),Methane (CH4),302000
2025/12/15,Hungary,2022,1,Energy sector,1(a),Nitrogen oxides (NOX),658000
2025/12/15,United Kingdom,2008,1,Energy sector,1(a),Particulate matter (PM10),755000
2025/12/15,Slovakia,2011,3,Mineral industry,3(c)(iii),Carbon monoxide (CO),2906000
2025/12/15,Germany,2015,4,Chemical industry,4(b)(iv),Copper and compounds (as Cu),108
2025/12/15,Portugal,2009,4,Chemical industry,4(b)(iv),Sulphur oxides (SOX),198000
2025/12/15,Portugal,2015,6,Paper and wood production and processing,6(a),Arsenic and compounds (as As),53.2
2025/12/15,Denmark,2023,4,Chemical industry,4(b)(iv),Ammonia (NH3),14900
2025/12/15,Portugal,2018,3,Mineral industry,3(c)(ii),Carbon monoxide (CO),667000
2025/12/15,Spain,2014,5,Waste and wastewater management,5(a),Tetrachloroethylene,3420
2025/12/15,Germany,2015,2,Production and processing of metals,2(c)(i),Nitrogen oxides (NOX),2136000
2025/12/15,France,2010,4,Chemical industry,4(a)(viii),Mercury and compounds (as Hg),207.5
2025/12/15,Netherlands,2018,4,Chemical industry,4(b)(v),Nickel and compounds (as Ni),59.9
2025/12/15,Poland,2010,4,Chemical industry,4(a),Nitrous oxide (N2O),891000
2025/12/15,Belgium,2007,2,Production and processing of metals,2(b),Arsenic and compounds (as As),736
2025/12/15,Italy,2008,4,Chemical industry,4(a),Nitrous oxide (N2O),2376800
2025/12/15,Germany,2015,4,Chemical industry,4(b)(iv),Carbon monoxide (CO),14003000
2025/12/15,Poland,2018,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),2223600
2025/12/15,Portugal,2012,5,Waste and wastewater management,5(b),Carbon dioxide (CO2),755000000
2025/12/15,Denmark,2019,5,Waste and wastewater management,5(d),Methane (CH4),12609748.5743
2025/12/15,Germany,2018,9,Other activities,9(c),Sulphur hexafluoride (SF6),929
2025/12/15,France,2021,4,Chemical industry,4(a)(iv),Tetrachloromethane (TCM),106
2025/12/15,Slovenia,2014,2,Production and processing of metals,2(e)(i),Perfluorocarbons (PFCs),1920
2025/12/15,Switzerland,2020,5,Waste and wastewater management,5(d),Methane (CH4),28000
2025/12/15,France,2017,4,Chemical industry,4(a)(vi),Sulphur oxides (SOX),173000
2025/12/15,Portugal,2020,4,Chemical industry,4(a)(i),Non-methane volatile organic compounds (NMVOC),1670000
2025/12/15,Switzerland,2008,2,Production and processing of metals,2(c)(i),Mercury and compounds (as Hg),100
2025/12/15,Poland,2019,5,Waste and wastewater management,5(d),Ammonia (NH3),11200
2025/12/15,Portugal,2015,5,Waste and wastewater management,5(d),Methane (CH4),64802000
2025/12/15,France,2024,4,Chemical industry,4(a)(viii),Non-methane volatile organic compounds (NMVOC),2673000
2025/12/15,Lithuania,2016,1,Energy sector,1(c),Nitrogen oxides (NOX),494000
2025/12/15,Germany,2014,1,Energy sector,1(a),Benzene,23130
2025/12/15,Netherlands,2018,2,Production and processing of metals,2(b),Polycyclic aromatic hydrocarbons (PAHs),67.2
2025/12/15,Finland,2015,2,Production and processing of metals,2(b),Sulphur oxides (SOX),1445000
2025/12/15,Italy,2009,3,Mineral industry,3(a),Sulphur oxides (SOX),176000
2025/12/15,Spain,2018,2,Production and processing of metals,2(b),Non-methane volatile organic compounds (NMVOC),103000
2025/12/15,Netherlands,2012,,,,Zinc and compounds (as Zn),548
2025/12/15,Italy,2009,6,Paper and wood production and processing,6(b),Carbon monoxide (CO),543000
2025/12/15,Finland,2009,3,Mineral industry,3(c)(i),Mercury and compounds (as Hg),27
2025/12/15,Bulgaria,2023,6,Paper and wood production and processing,6(b),Polycyclic aromatic hydrocarbons (PAHs),6772
2025/12/15,Poland,2013,2,Production and processing of metals,2(b),Carbon dioxide (CO2),4874000000
2025/12/15,Czechia,2012,2,Production and processing of metals,2(b),Particulate matter (PM10),870000
2025/12/15,Portugal,2007,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),618200
2025/12/15,Luxembourg,2020,5,Waste and wastewater management,5(a),Nitrogen oxides (NOX),178000
2025/12/15,Poland,2009,3,Mineral industry,3(g),Carbon monoxide (CO),2156000
2025/12/15,Belgium,2011,4,Chemical industry,4(a)(vi),Mercury and compounds (as Hg),165.5
2025/12/15,France,2015,4,Chemical industry,4(a)(viii),Ammonia (NH3),61200
2025/12/15,Austria,2011,1,Energy sector,1(a),Nitrogen oxides (NOX),900000
2025/12/15,Germany,2009,3,Mineral industry,3(c)(i),PCDD + PCDF (dioxins + furans) (as Teq),0.000489
2025/12/15,Germany,2018,1,Energy sector,1(f),Sulphur oxides (SOX),980000
2025/12/15,Germany,2015,1,Energy sector,1(f),Carbon dioxide (CO2) excluding biomass,2458000000
2025/12/15,Poland,2007,9,Other activities,9(c),Tetrachloroethylene,12900
2025/12/15,Poland,2019,3,Mineral industry,3(e),Copper and compounds (as Cu),102
2025/12/15,Netherlands,2007,,,,Zinc and compounds (as Zn),329
2025/12/15,Slovenia,2021,1,Energy sector,1(c),Chromium and compounds (as Cr),123
2025/12/15,France,2015,4,Chemical industry,4(b)(iv),Carbon monoxide (CO),16200000
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(c),Nitrogen oxides (NOX),110000
2025/12/15,United Kingdom,2010,8,Animal and vegetable products from the food and beverage sector,8(b),Carbon monoxide (CO),6497000
2025/12/15,Italy,2015,1,Energy sector,1(d),Benzene,6480
2025/12/15,Italy,2018,5,Waste and wastewater management,5(c),Nitrous oxide (N2O),39660
2025/12/15,Ireland,2020,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),102236.78
2025/12/15,Belgium,2009,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),1600
2025/12/15,Finland,2024,6,Paper and wood production and processing,6(a),Non-methane volatile organic compounds (NMVOC),131000
2025/12/15,Hungary,2008,4,Chemical industry,4(e),Tetrachloroethylene,4200
2025/12/15,Spain,2019,5,Waste and wastewater management,5(b),Ammonia (NH3),19700
2025/12/15,Sweden,2017,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),362
2025/12/15,Czechia,2015,2,Production and processing of metals,2(d),Sulphur oxides (SOX),330000
2025/12/15,Hungary,2023,1,Energy sector,1(a),Carbon dioxide (CO2),1569291000
2025/12/15,Sweden,2007,4,Chemical industry,4(a)(viii),Mercury and compounds (as Hg),17.7
2025/12/15,Czechia,2011,1,Energy sector,1(a),Sulphur oxides (SOX),7560000
2025/12/15,Germany,2011,8,Animal and vegetable products from the food and beverage sector,8(c),Particulate matter (PM10),350000
2025/12/15,Czechia,2018,3,Mineral industry,3(c)(iii),Carbon dioxide (CO2),929722016
2025/12/15,Sweden,2009,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),208.9
2025/12/15,France,2011,4,Chemical industry,4(a)(ii),Nickel and compounds (as Ni),569
2025/12/15,Sweden,2007,4,Chemical industry,4(a),Carbon dioxide (CO2) excluding biomass,120000000
2025/12/15,Germany,2009,8,Animal and vegetable products from the food and beverage sector,8(c),Carbon monoxide (CO),791000
2025/12/15,Portugal,2024,4,Chemical industry,4(a)(i),Non-methane volatile organic compounds (NMVOC),385000
2025/12/15,Switzerland,2018,3,Mineral industry,3(c)(i),Ammonia (NH3),100200
2025/12/15,Netherlands,2007,4,Chemical industry,4(a)(viii),Carbon dioxide (CO2) excluding biomass,191000000
2025/12/15,France,2015,4,Chemical industry,4(e),Hydrochlorofluorocarbons (HCFCs),119.78999999999999
2025/12/15,Denmark,2024,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),2335000
2025/12/15,Germany,2019,3,Mineral industry,3(f),Carbon dioxide (CO2),101000000
2025/12/15,Estonia,2007,2,Production and processing of metals,2(c)(ii),Non-methane volatile organic compounds (NMVOC),177000
2025/12/15,Netherlands,2014,3,Mineral industry,3(f),Carbon dioxide (CO2) excluding biomass,126000000
2025/12/15,Slovakia,2008,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),625000
2025/12/15,Sweden,2012,2,Production and processing of metals,2(b),Benzene,2900
2025/12/15,France,2018,1,Energy sector,1(c),Perfluorocarbons (PFCs),5000
2025/12/15,Netherlands,2014,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),5200000
2025/12/15,United Kingdom,2015,5,Waste and wastewater management,5(e),Nitrogen oxides (NOX),135000
2025/12/15,France,2016,4,Chemical industry,4(a)(i),Mercury and compounds (as Hg),11.4
2025/12/15,Romania,2015,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),233000
2025/12/15,Germany,2024,4,Chemical industry,4(b)(v),Zinc and compounds (as Zn),256
2025/12/15,Switzerland,2019,3,Mineral industry,3(e),Nickel and compounds (as Ni),1.39
2025/12/15,Germany,2019,2,Production and processing of metals,2(a),Non-methane volatile organic compounds (NMVOC),385000
2025/12/15,Portugal,2020,1,Energy sector,1(a),Cadmium and compounds (as Cd),69
2025/12/15,Germany,2017,4,Chemical industry,4(b)(v),Copper and compounds (as Cu),157
2025/12/15,Poland,2016,3,Mineral industry,3(c),Methane (CH4),120000
2025/12/15,Sweden,2014,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),1080
2025/12/15,Belgium,2017,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),224
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(c),Nickel and compounds (as Ni),107
2025/12/15,Spain,2011,,,,Methane (CH4),738000
2025/12/15,Netherlands,2015,4,Chemical industry,4(a)(viii),Benzene,5770
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(b),Cadmium and compounds (as Cd),52.1
2025/12/15,Spain,2019,6,Paper and wood production and processing,6(b),Ammonia (NH3),10100
2025/12/15,Bulgaria,2007,3,Mineral industry,3(c)(i),Particulate matter (PM10),188000
2025/12/15,Poland,2017,2,Production and processing of metals,2(e),Hydro-fluorocarbons (HFCS),230
2025/12/15,Netherlands,2010,8,Animal and vegetable products from the food and beverage sector,8(c),Carbon dioxide (CO2) excluding biomass,106000000
2025/12/15,Spain,2020,4,Chemical industry,4(a)(i),Benzene,4640
2025/12/15,Czechia,2014,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),224000
2025/12/15,Spain,2020,6,Paper and wood production and processing,6(a),Mercury and compounds (as Hg),52.8
2025/12/15,United Kingdom,2008,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),13.3
2025/12/15,Belgium,2013,4,Chemical industry,4(a)(viii),Hydrochlorofluorocarbons (HCFCs),4527.5
2025/12/15,Spain,2017,2,Production and processing of metals,2(b),Polycyclic aromatic hydrocarbons (PAHs),211.8
2025/12/15,Spain,2011,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),3098
2025/12/15,Iceland,2008,2,Production and processing of metals,2(e)(i),Carbon dioxide (CO2),1172000000
2025/12/15,Greece,2019,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),259000
2025/12/15,Netherlands,2014,4,Chemical industry,4(a)(i),Benzene,13040
2025/12/15,United Kingdom,2008,3,Mineral industry,3(g),Sulphur oxides (SOX),10228000
2025/12/15,Sweden,2021,2,Production and processing of metals,2(e)(i),Sulphur oxides (SOX),3320000
2025/12/15,France,2008,9,Other activities,9(c),Trichloroethylene (TRI),34000
2025/12/15,Spain,2012,1,Energy sector,1(a),Nickel and compounds (as Ni),14349
2025/12/15,Spain,2017,4,Chemical industry,4(c),Ammonia (NH3),327500
2025/12/15,Germany,2009,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Hydro-fluorocarbons (HFCS),140
2025/12/15,Netherlands,2024,1,Energy sector,1(a),Hydrogen cyanide (HCN),147643
2025/12/15,Sweden,2018,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),745
2025/12/15,Germany,2010,3,Mineral industry,3(c)(i),Benzene,46960
2025/12/15,Germany,2024,4,Chemical industry,4(a)(vi),Chlorofluorocarbons (CFCs),95.3
2025/12/15,Spain,2008,8,Animal and vegetable products from the food and beverage sector,8(a),Hydro-fluorocarbons (HFCS),626
2025/12/15,Finland,2017,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),50400
2025/12/15,Bulgaria,2013,4,Chemical industry,4(c),Particulate matter (PM10),69600
2025/12/15,Italy,2023,4,Chemical industry,4(e),Dichloromethane (DCM),438317.04000000004
2025/12/15,France,2015,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),3034000
2025/12/15,Portugal,2009,,,,Particulate matter (PM10),60300
2025/12/15,Spain,2014,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),5359000
2025/12/15,Germany,2022,3,Mineral industry,3(c)(i),Carbon dioxide (CO2) excluding biomass,3766706094.1
2025/12/15,Bulgaria,2022,3,Mineral industry,3(c)(i),Nickel and compounds (as Ni),137
2025/12/15,Germany,2018,1,Energy sector,1(c),Nitrous oxide (N2O),2966700
2025/12/15,Germany,2012,1,Energy sector,1(e),Carbon monoxide (CO),8380000
2025/12/15,Poland,2013,5,Waste and wastewater management,5(d),Methane (CH4),15635000
2025/12/15,Italy,2007,4,Chemical industry,4(a),Nickel and compounds (as Ni),4429
