PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Germany,2011,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),39475900
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,5(f),"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",2.03
2025/12/15,United Kingdom,2007,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),32.6
2025/12/15,Sweden,2017,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),8.39
2025/12/15,United Kingdom,2008,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),132.7
2025/12/15,Netherlands,2016,5,Waste and wastewater management,5(f),Halogenated organic compounds (as AOX),25620
2025/12/15,Finland,2009,2,Production and processing of metals,2(b),Total organic carbon(as total C or COD/3) (TOC),55000
2025/12/15,United Kingdom,2009,1,Energy sector,1(c),Zinc and compounds (as Zn),37957
2025/12/15,Italy,2013,5,Waste and wastewater management,5(f),Total phosphorus,2469800
2025/12/15,Austria,2016,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),2410
2025/12/15,United Kingdom,2019,1,Energy sector,1(a),Cyanides (as total CN),4672.6
2025/12/15,United Kingdom,2013,5,Waste and wastewater management,5(f),Halogenated organic compounds (as AOX),527800
2025/12/15,Italy,2014,2,Production and processing of metals,2(b),Cyanides (as total CN),6386
2025/12/15,Spain,2018,,,,Total nitrogen,384000
2025/12/15,Poland,2012,5,Waste and wastewater management,5(g),Arsenic and compounds (as As),296
2025/12/15,Germany,2017,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),64
2025/12/15,Poland,2014,5,Waste and wastewater management,5(g),Mercury and compounds (as Hg),42.9
2025/12/15,Sweden,2021,6,Paper and wood production and processing,6(a),Copper and compounds (as Cu),6092.3
2025/12/15,Italy,2011,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),30719000
2025/12/15,United Kingdom,2007,4,Chemical industry,4(a),Total nitrogen,1854400
2025/12/15,Italy,2011,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),269.7
2025/12/15,Slovenia,2015,5,Waste and wastewater management,5(f),Nonylphenol and Nonylphenol ethoxylates,3.3
2025/12/15,France,2013,4,Chemical industry,4(a)(i),Total organic carbon(as total C or COD/3) (TOC),178900
2025/12/15,Bulgaria,2017,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),39.9
2025/12/15,France,2015,6,Paper and wood production and processing,6(a),Mercury and compounds (as Hg),8.12
2025/12/15,Spain,2017,4,Chemical industry,4(b)(i),Trichloromethane,18.9
2025/12/15,Italy,2023,1,Energy sector,1(a),Total organic carbon(as total C or COD/3) (TOC),307217.69999999995
2025/12/15,France,2011,4,Chemical industry,4(a)(viii),Hexachlorobutadiene (HCBD),136
2025/12/15,Poland,2015,4,Chemical industry,4(c),Copper and compounds (as Cu),187
2025/12/15,Poland,2023,3,Mineral industry,3(a),Lead and compounds (as Pb),86.69999999999999
2025/12/15,Italy,2012,4,Chemical industry,4(c),Lead and compounds (as Pb),90.6
2025/12/15,France,2015,4,Chemical industry,4(a)(ii),Zinc and compounds (as Zn),999
2025/12/15,Netherlands,2012,5,Waste and wastewater management,5(c),Total organic carbon(as total C or COD/3) (TOC),4726100
2025/12/15,Switzerland,2012,1,Energy sector,1(a),Mercury and compounds (as Hg),2.13
2025/12/15,Ireland,2014,4,Chemical industry,4(b)(v),Nickel and compounds (as Ni),20.7
2025/12/15,Norway,2009,6,Paper and wood production and processing,6(a),Chromium and compounds (as Cr),1040
2025/12/15,Czechia,2012,4,Chemical industry,4(a)(i),Cyanides (as total CN),166
2025/12/15,Netherlands,2020,4,Chemical industry,4(a)(i),Total phosphorus,8980
2025/12/15,Italy,2021,5,Waste and wastewater management,5(c),Isodrin,5.9
2025/12/15,Germany,2020,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),3272
2025/12/15,Germany,2008,4,Chemical industry,4(a),Cyanides (as total CN),831
2025/12/15,United Kingdom,2015,1,Energy sector,1(c),Ethyl benzene,72641
2025/12/15,Serbia,2020,6,Paper and wood production and processing,6(b),Phenols (as total C),32.5
2025/12/15,Belgium,2024,5,Waste and wastewater management,5(f),Nonylphenol and Nonylphenol ethoxylates,16.8
2025/12/15,Portugal,2020,6,Paper and wood production and processing,6(a),Mercury and compounds (as Hg),1.96
2025/12/15,Poland,2011,5,Waste and wastewater management,5(g),Mercury and compounds (as Hg),1.64
2025/12/15,France,2023,1,Energy sector,1(c),Chlorides (as total Cl),14200000
2025/12/15,Italy,2020,3,Mineral industry,3(a),Arsenic and compounds (as As),5.13
2025/12/15,Spain,2017,4,Chemical industry,4(a)(viii),Cadmium and compounds (as Cd),15
2025/12/15,Poland,2021,1,Energy sector,1(c),Nickel and compounds (as Ni),224.20000000000002
2025/12/15,France,2017,4,Chemical industry,4(a)(viii),Halogenated organic compounds (as AOX),41500
2025/12/15,Belgium,2010,4,Chemical industry,4(b)(ii),Lead and compounds (as Pb),118
2025/12/15,Poland,2008,5,Waste and wastewater management,5(d),Nonylphenol and Nonylphenol ethoxylates,2.03
2025/12/15,United Kingdom,2010,1,Energy sector,1(a),Arsenic and compounds (as As),274.66999999999996
2025/12/15,Austria,2014,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),7
2025/12/15,Sweden,2017,6,Paper and wood production and processing,6(a),Halogenated organic compounds (as AOX),389790
2025/12/15,Sweden,2022,3,Mineral industry,3(a),Lead and compounds (as Pb),40.6
2025/12/15,Belgium,2014,2,Production and processing of metals,2(b),Arsenic and compounds (as As),79.45
2025/12/15,Denmark,2020,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),0.347
2025/12/15,Germany,2007,3,Mineral industry,3(a),Nickel and compounds (as Ni),658.3
2025/12/15,Italy,2013,5,Waste and wastewater management,5(f),"1,2-dichloroethane (DCE-1,2)",1341.3
2025/12/15,France,2013,,,,Halogenated organic compounds (as AOX),12160
2025/12/15,Spain,2014,1,Energy sector,1(c),Total nitrogen,51700
2025/12/15,Italy,2010,5,Waste and wastewater management,5(b),Phenols (as total C),678
2025/12/15,Denmark,2022,5,Waste and wastewater management,5(d),Di-(2-ethyl hexyl) phthalate (DEHP),1.6463999999999999
2025/12/15,Germany,2007,4,Chemical industry,4(a)(iv),Lead and compounds (as Pb),108
2025/12/15,Czechia,2020,,,,Total nitrogen,314593.5
2025/12/15,Spain,2014,4,Chemical industry,4(a)(i),Total nitrogen,55000
2025/12/15,Poland,2024,1,Energy sector,1(c),Fluorides (as total F),33630
2025/12/15,Italy,2018,5,Waste and wastewater management,5(f),Tributyltin and compounds,31.8
2025/12/15,United Kingdom,2011,5,Waste and wastewater management,5(f),Cyanides (as total CN),4654.400000000001
2025/12/15,Latvia,2009,5,Waste and wastewater management,5(f),Total phosphorus,50400
2025/12/15,Belgium,2012,4,Chemical industry,4(a)(ii),Zinc and compounds (as Zn),2350
2025/12/15,Sweden,2013,5,Waste and wastewater management,5(f),Chlorides (as total Cl),38390000
2025/12/15,France,2021,5,Waste and wastewater management,5(b),Total nitrogen,259000
2025/12/15,Italy,2015,4,Chemical industry,4(a),Trichloromethane,346.2
2025/12/15,Spain,2012,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),2496.4
2025/12/15,Belgium,2022,4,Chemical industry,4(b)(iv),Lead and compounds (as Pb),48.2
2025/12/15,Ireland,2018,4,Chemical industry,4(b)(v),Arsenic and compounds (as As),203
2025/12/15,Belgium,2011,5,Waste and wastewater management,5(f),Trichloroethylene (TRI),11.1
2025/12/15,France,2017,4,Chemical industry,4(a)(ii),Cyanides (as total CN),4810
2025/12/15,Bulgaria,2014,9,Other activities,9(a),Cadmium and compounds (as Cd),25.6
2025/12/15,Germany,2022,4,Chemical industry,4(b)(iv),Arsenic and compounds (as As),348
2025/12/15,France,2020,6,Paper and wood production and processing,6(b),Total nitrogen,132000
2025/12/15,Romania,2015,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),860
2025/12/15,United Kingdom,2019,4,Chemical industry,4(c),Arsenic and compounds (as As),7
2025/12/15,Spain,2011,5,Waste and wastewater management,5(b),Phenols (as total C),428.4
2025/12/15,Italy,2017,5,Waste and wastewater management,5(c),Cadmium and compounds (as Cd),315.94
2025/12/15,United Kingdom,2010,1,Energy sector,1(a),Tetrachloroethylene,11.6
2025/12/15,France,2019,4,Chemical industry,4(b)(ii),Chlorides (as total Cl),2120000
2025/12/15,France,2012,4,Chemical industry,4(e),Dichloromethane (DCM),287.70000000000005
2025/12/15,Greece,2021,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),2641300
2025/12/15,Spain,2010,3,Mineral industry,3(b),Fluorides (as total F),5620
2025/12/15,Italy,2018,5,Waste and wastewater management,5(c),Polychlorinated biphenyls (PCBs),3.3
2025/12/15,United Kingdom,2007,7,Intensive livestock production and aquaculture,7(b),Total nitrogen,4807500
2025/12/15,France,2010,5,Waste and wastewater management,5(a),Phenols (as total C),592
2025/12/15,France,2023,6,Paper and wood production and processing,6(b),Chromium and compounds (as Cr),87
2025/12/15,Belgium,2011,2,Production and processing of metals,2(b),Copper and compounds (as Cu),513.4
2025/12/15,Switzerland,2022,4,Chemical industry,4(e),Zinc and compounds (as Zn),206.5
2025/12/15,France,2014,4,Chemical industry,4(a)(iii),Zinc and compounds (as Zn),159
2025/12/15,United Kingdom,2007,4,Chemical industry,4(a),Nonylphenol and Nonylphenol ethoxylates,1019.69
2025/12/15,Italy,2020,6,Paper and wood production and processing,6(b),Hexachlorobutadiene (HCBD),1.19
2025/12/15,Bulgaria,2008,1,Energy sector,1(c),Arsenic and compounds (as As),19.2
2025/12/15,Germany,2022,2,Production and processing of metals,2(c)(i),Zinc and compounds (as Zn),103
2025/12/15,Italy,2017,2,Production and processing of metals,2(f),Copper and compounds (as Cu),62.8
2025/12/15,Greece,2020,4,Chemical industry,4(c),Total phosphorus,46500
2025/12/15,Romania,2009,4,Chemical industry,4(b)(i),Trichloroethylene (TRI),26
2025/12/15,Iceland,2015,2,Production and processing of metals,2(f),Total phosphorus,19400
2025/12/15,Poland,2023,3,Mineral industry,3(b),Zinc and compounds (as Zn),579
2025/12/15,United Kingdom,2008,4,Chemical industry,4(a),Total phosphorus,156700
2025/12/15,Norway,2008,3,Mineral industry,3(c)(i),Zinc and compounds (as Zn),1520
2025/12/15,Belgium,2018,5,Waste and wastewater management,5(d),Fluoranthene,1.48
2025/12/15,Norway,2016,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Total nitrogen,73500
2025/12/15,Spain,2007,1,Energy sector,1(a),Cyanides (as total CN),306
2025/12/15,Belgium,2013,4,Chemical industry,4(b)(iv),Copper and compounds (as Cu),485
2025/12/15,Belgium,2019,5,Waste and wastewater management,5(e),Nickel and compounds (as Ni),21.1
2025/12/15,Belgium,2019,5,Waste and wastewater management,5(e),Zinc and compounds (as Zn),132
2025/12/15,Norway,2012,5,Waste and wastewater management,5(d),"1,1,1-trichloroethane (TCE-1,1,1)",1.41e-9
2025/12/15,Serbia,2014,4,Chemical industry,4(c),Fluorides (as total F),63100
2025/12/15,Italy,2016,1,Energy sector,1(a),Fluoranthene,2.55
2025/12/15,France,2010,4,Chemical industry,4(a)(viii),Fluorides (as total F),20100
2025/12/15,France,2018,2,Production and processing of metals,2(e)(i),Zinc and compounds (as Zn),327
2025/12/15,France,2020,4,Chemical industry,4(b)(i),Total nitrogen,198800
2025/12/15,Spain,2018,4,Chemical industry,4(a)(viii),Phenols (as total C),123
2025/12/15,Ireland,2008,3,Mineral industry,3(a),Fluorides (as total F),3800
2025/12/15,United Kingdom,2014,4,Chemical industry,4(a),Toluene,990
2025/12/15,Spain,2024,6,Paper and wood production and processing,6(a),Total organic carbon(as total C or COD/3) (TOC),476000
2025/12/15,Germany,2010,6,Paper and wood production and processing,6(b),Total nitrogen,70800
2025/12/15,Serbia,2019,5,Waste and wastewater management,5(f),Fluorides (as total F),137550
2025/12/15,Bulgaria,2013,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),21323.600000000002
2025/12/15,Italy,2011,5,Waste and wastewater management,5(b),Chlorides (as total Cl),14400000
2025/12/15,Czechia,2008,4,Chemical industry,4(e),Dichloromethane (DCM),39
2025/12/15,Italy,2012,5,Waste and wastewater management,5(g),Total nitrogen,247600
2025/12/15,Portugal,2022,6,Paper and wood production and processing,6(b),Arsenic and compounds (as As),6.39
2025/12/15,Germany,2024,6,Paper and wood production and processing,6(b),Copper and compounds (as Cu),102
2025/12/15,France,2016,4,Chemical industry,4(a)(iv),Tetrachloroethylene,12.3
2025/12/15,France,2022,4,Chemical industry,4(a)(ii),Nickel and compounds (as Ni),73
2025/12/15,Spain,2009,2,Production and processing of metals,2(b),Total organic carbon(as total C or COD/3) (TOC),592000
2025/12/15,Iceland,2017,5,Waste and wastewater management,5(d),Total organic carbon(as total C or COD/3) (TOC),238000
2025/12/15,Hungary,2007,6,Paper and wood production and processing,6(b),Halogenated organic compounds (as AOX),27200
2025/12/15,France,2014,4,Chemical industry,4(a)(iv),Total nitrogen,172400
2025/12/15,Germany,2016,2,Production and processing of metals,2(b),Naphthalene,29.5
2025/12/15,France,2023,5,Waste and wastewater management,5(g),Arsenic and compounds (as As),10.8
2025/12/15,Germany,2022,4,Chemical industry,4(e),Zinc and compounds (as Zn),105
2025/12/15,Poland,2021,4,Chemical industry,4(a),Trichlorobenzenes (TCB),14.9
2025/12/15,Portugal,2014,1,Energy sector,1(a),Total organic carbon(as total C or COD/3) (TOC),62100
2025/12/15,Norway,2016,1,Energy sector,1(a),Cyanides (as total CN),385
2025/12/15,Belgium,2018,5,Waste and wastewater management,5(a),Chlorides (as total Cl),4720000
2025/12/15,United Kingdom,2013,5,Waste and wastewater management,5(g),Chlorides (as total Cl),3030000
2025/12/15,Portugal,2014,4,Chemical industry,4(b)(iv),Nickel and compounds (as Ni),22.7
2025/12/15,Norway,2016,9,Other activities,9(d),"Benzo(g,h,i)perylene",15
2025/12/15,Denmark,2008,1,Energy sector,1(c),Mercury and compounds (as Hg),1.9
2025/12/15,Spain,2007,4,Chemical industry,4(a)(xi),Nickel and compounds (as Ni),24
2025/12/15,Belgium,2011,2,Production and processing of metals,2(e)(i),Halogenated organic compounds (as AOX),1560
2025/12/15,Poland,2009,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),1630000
2025/12/15,Netherlands,2013,4,Chemical industry,4(a)(x),Arsenic and compounds (as As),7.4
2025/12/15,Italy,2016,4,Chemical industry,4(b),Phenols (as total C),188
2025/12/15,Italy,2021,4,Chemical industry,4(b),Total phosphorus,41930.8966
2025/12/15,Sweden,2024,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),280
2025/12/15,Malta,2019,7,Intensive livestock production and aquaculture,7(b),Total nitrogen,620500
2025/12/15,Denmark,2021,4,Chemical industry,4(e),Total organic carbon(as total C or COD/3) (TOC),246
2025/12/15,Norway,2007,5,Waste and wastewater management,5(f),Cadmium and compounds (as Cd),6.4
2025/12/15,Austria,2008,2,Production and processing of metals,2(e),Nickel and compounds (as Ni),26
2025/12/15,Sweden,2016,5,Waste and wastewater management,5(c),Total organic carbon(as total C or COD/3) (TOC),69000
2025/12/15,Serbia,2018,2,Production and processing of metals,2(a),Zinc and compounds (as Zn),7710
2025/12/15,Spain,2018,4,Chemical industry,4(d),Cadmium and compounds (as Cd),5.3
2025/12/15,Austria,2017,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),81.6
2025/12/15,Netherlands,2017,5,Waste and wastewater management,5(g),Zinc and compounds (as Zn),218
2025/12/15,Austria,2024,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),629
2025/12/15,Spain,2008,4,Chemical industry,4(b)(ii),Dichloromethane (DCM),71.8
2025/12/15,Italy,2016,5,Waste and wastewater management,5(f),Triphenyltin and compounds,6.62
2025/12/15,Ireland,2012,5,Waste and wastewater management,5(f),Total phosphorus,711300
2025/12/15,Sweden,2023,2,Production and processing of metals,2(c),Total nitrogen,72967.18
2025/12/15,Norway,2015,3,Mineral industry,3(a),Total nitrogen,57600
2025/12/15,Spain,2018,5,Waste and wastewater management,5(d),Phenols (as total C),21
2025/12/15,Germany,2007,4,Chemical industry,4(b)(v),Zinc and compounds (as Zn),3882
2025/12/15,United Kingdom,2019,5,Waste and wastewater management,5(f),Octylphenols and Octylphenol ethoxylates,30.15
2025/12/15,Poland,2010,1,Energy sector,1(d),Cyanides (as total CN),284
2025/12/15,Spain,2007,5,Waste and wastewater management,5(f),Trichloromethane,8106.299999999999
2025/12/15,France,2009,2,Production and processing of metals,2(b),Total organic carbon(as total C or COD/3) (TOC),69600
2025/12/15,Greece,2024,1,Energy sector,1(a),Arsenic and compounds (as As),13.43
2025/12/15,Poland,2020,4,Chemical industry,4(b),Chlorides (as total Cl),1114960000
2025/12/15,Czechia,2020,,,,Cadmium and compounds (as Cd),5.103
2025/12/15,Germany,2014,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),16023.099999999999
2025/12/15,Austria,2020,6,Paper and wood production and processing,6(a),Zinc and compounds (as Zn),970
2025/12/15,Poland,2024,5,Waste and wastewater management,5(g),Zinc and compounds (as Zn),4045
2025/12/15,Italy,2022,2,Production and processing of metals,2(b),Fluorides (as total F),91828.90000000001
2025/12/15,United Kingdom,2007,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Zinc and compounds (as Zn),2155
