PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Poland,2014,4,Chemical industry,Ammonia (NH3),5006800
2025/12/15,United Kingdom,2011,1,Energy sector,Perfluorocarbons (PFCs),20000
2025/12/15,Bulgaria,2008,2,Production and processing of metals,Arsenic and compounds (as As),658
2025/12/15,Greece,2016,1,Energy sector,Nitrous oxide (N2O),476500
2025/12/15,Sweden,2013,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),210900
2025/12/15,France,2019,9,Other activities,Hydrochlorofluorocarbons (HCFCs),43.5
2025/12/15,Luxembourg,2021,5,Waste and wastewater management,Carbon dioxide (CO2),194000000
2025/12/15,Romania,2008,1,Energy sector,Cadmium and compounds (as Cd),84.8
2025/12/15,Czechia,2013,2,Production and processing of metals,Particulate matter (PM10),958000
2025/12/15,Finland,2024,9,Other activities,Nitrogen oxides (NOX),154000
2025/12/15,Netherlands,2018,1,Energy sector,Hydrogen cyanide (HCN),33202
2025/12/15,Romania,2021,2,Production and processing of metals,Chromium and compounds (as Cr),417
2025/12/15,Austria,2024,2,Production and processing of metals,Sulphur oxides (SOX),5177000
2025/12/15,Austria,2024,1,Energy sector,Nitrogen oxides (NOX),1651000
2025/12/15,Spain,2022,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),837000
2025/12/15,Finland,2008,2,Production and processing of metals,Hydro-fluorocarbons (HFCS),175
2025/12/15,Belgium,2024,3,Mineral industry,Hydrogen cyanide (HCN),4377
2025/12/15,Italy,2011,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),18.049
2025/12/15,Sweden,2008,2,Production and processing of metals,Nitrogen oxides (NOX),6973000
2025/12/15,Netherlands,2007,2,Production and processing of metals,Carbon dioxide (CO2),7202000000
2025/12/15,Czechia,2014,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),224000
2025/12/15,Germany,2022,1,Energy sector,Methane (CH4),3967000
2025/12/15,Portugal,2008,4,Chemical industry,Nitrogen oxides (NOX),1914000
2025/12/15,Spain,2013,2,Production and processing of metals,Cadmium and compounds (as Cd),959.6
2025/12/15,Poland,2014,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),9688
2025/12/15,France,2024,1,Energy sector,Nitrous oxide (N2O),285000
2025/12/15,Czechia,2017,3,Mineral industry,Ammonia (NH3),243800
2025/12/15,Sweden,2013,3,Mineral industry,Carbon dioxide (CO2),2755000000
2025/12/15,Netherlands,2018,3,Mineral industry,Ammonia (NH3),329100
2025/12/15,Norway,2012,4,Chemical industry,Nitrogen oxides (NOX),1721000
2025/12/15,Hungary,2009,9,Other activities,Non-methane volatile organic compounds (NMVOC),102000
2025/12/15,Sweden,2015,5,Waste and wastewater management,Ammonia (NH3),59800
2025/12/15,Romania,2008,3,Mineral industry,Chlorine and inorganic compounds (as HCl),18000
2025/12/15,Norway,2012,4,Chemical industry,Carbon dioxide (CO2),1469000000
2025/12/15,Czechia,2013,8,Animal and vegetable products from the food and beverage sector,Chlorine and inorganic compounds (as HCl),12300
2025/12/15,Belgium,2009,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),663000
2025/12/15,Switzerland,2015,6,Paper and wood production and processing,Nitrogen oxides (NOX),489000
2025/12/15,Portugal,2013,6,Paper and wood production and processing,Polycyclic aromatic hydrocarbons (PAHs),856
2025/12/15,France,2023,2,Production and processing of metals,Copper and compounds (as Cu),1817
2025/12/15,Sweden,2021,6,Paper and wood production and processing,Particulate matter (PM10),1623200
2025/12/15,France,2007,3,Mineral industry,Ammonia (NH3),313000
2025/12/15,Italy,2009,4,Chemical industry,Vinyl chloride,3980
2025/12/15,Portugal,2022,1,Energy sector,Non-methane volatile organic compounds (NMVOC),947000
2025/12/15,Belgium,2022,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),105000
2025/12/15,Bulgaria,2007,4,Chemical industry,Particulate matter (PM10),1447000
2025/12/15,Bulgaria,2008,4,Chemical industry,Ammonia (NH3),1610100
2025/12/15,Spain,2014,2,Production and processing of metals,Chromium and compounds (as Cr),4423
2025/12/15,Finland,2018,2,Production and processing of metals,Zinc and compounds (as Zn),6886
2025/12/15,United Kingdom,2007,1,Energy sector,Chlorofluorocarbons (CFCs),8.23
2025/12/15,United Kingdom,2017,1,Energy sector,Arsenic and compounds (as As),301.7
2025/12/15,France,2019,9,Other activities,Sulphur oxides (SOX),1315000
2025/12/15,Italy,2018,2,Production and processing of metals,Sulphur oxides (SOX),5305436
2025/12/15,Sweden,2007,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),934
2025/12/15,Sweden,2008,1,Energy sector,Sulphur oxides (SOX),1185000
2025/12/15,France,2018,4,Chemical industry,Copper and compounds (as Cu),756
2025/12/15,France,2011,1,Energy sector,Hydro-fluorocarbons (HFCS),5697
2025/12/15,Denmark,2023,4,Chemical industry,Particulate matter (PM10),1807.2
2025/12/15,France,2008,3,Mineral industry,Chlorine and inorganic compounds (as HCl),216200
2025/12/15,Malta,2010,1,Energy sector,Carbon dioxide (CO2) excluding biomass,1878000000
2025/12/15,Malta,2019,1,Energy sector,Nitrogen oxides (NOX),378000
2025/12/15,Slovenia,2011,1,Energy sector,Nitrous oxide (N2O),70400
2025/12/15,Romania,2014,1,Energy sector,Particulate matter (PM10),6519000
2025/12/15,Belgium,2010,2,Production and processing of metals,Anthracene,2860
2025/12/15,Romania,2015,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.0001
2025/12/15,Romania,2021,3,Mineral industry,Mercury and compounds (as Hg),29.3
2025/12/15,Romania,2021,3,Mineral industry,Chlorine and inorganic compounds (as HCl),12300
2025/12/15,Switzerland,2019,4,Chemical industry,Nitrogen oxides (NOX),192231
2025/12/15,Bulgaria,2010,2,Production and processing of metals,Zinc and compounds (as Zn),6091
2025/12/15,Slovakia,2007,3,Mineral industry,Mercury and compounds (as Hg),88.6
2025/12/15,Sweden,2022,4,Chemical industry,Hydro-fluorocarbons (HFCS),197
2025/12/15,Bulgaria,2009,2,Production and processing of metals,Arsenic and compounds (as As),213.2
2025/12/15,Switzerland,2019,5,Waste and wastewater management,Carbon dioxide (CO2),4141863000
2025/12/15,Italy,2007,6,Paper and wood production and processing,Nickel and compounds (as Ni),300
2025/12/15,Spain,2015,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),57.3
2025/12/15,Germany,2008,6,Paper and wood production and processing,Nitrous oxide (N2O),64600
2025/12/15,Belgium,2007,3,Mineral industry,Carbon monoxide (CO),27601000
2025/12/15,Germany,2021,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),198510
2025/12/15,Italy,2011,9,Other activities,Carbon monoxide (CO),1460000
2025/12/15,Belgium,2007,5,Waste and wastewater management,Arsenic and compounds (as As),20
2025/12/15,France,2021,,,Fluorine and inorganic compounds (as HF),7080
2025/12/15,Norway,2014,4,Chemical industry,Carbon dioxide (CO2) excluding biomass,1312000000
2025/12/15,Norway,2017,2,Production and processing of metals,Phenols (as total C),8
2025/12/15,United Kingdom,2011,3,Mineral industry,Lead and compounds (as Pb),1598
2025/12/15,Denmark,2022,6,Paper and wood production and processing,Naphthalene,0
2025/12/15,Spain,2017,1,Energy sector,Polychlorinated biphenyls (PCBs),0.42
2025/12/15,Slovakia,2007,6,Paper and wood production and processing,Carbon dioxide (CO2),605000000
2025/12/15,Denmark,2019,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
2025/12/15,Italy,2007,5,Waste and wastewater management,Particulate matter (PM10),74000
2025/12/15,Finland,2016,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),95.2
2025/12/15,France,2015,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.0023510000000000002
2025/12/15,Sweden,2024,1,Energy sector,Copper and compounds (as Cu),100.86
2025/12/15,Bulgaria,2021,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),130545000
2025/12/15,Spain,2020,9,Other activities,Nitrogen oxides (NOX),283000
2025/12/15,Netherlands,2024,2,Production and processing of metals,Ammonia (NH3),18500
2025/12/15,Romania,2014,3,Mineral industry,Mercury and compounds (as Hg),41.2
2025/12/15,Czechia,2009,1,Energy sector,Mercury and compounds (as Hg),1854.6
2025/12/15,Spain,2007,9,Other activities,Hydro-fluorocarbons (HFCS),4957
2025/12/15,Germany,2012,4,Chemical industry,Tetrachloromethane (TCM),106
2025/12/15,Belgium,2023,4,Chemical industry,Sulphur oxides (SOX),1353000
2025/12/15,Hungary,2017,4,Chemical industry,Dichloromethane (DCM),6560
2025/12/15,Denmark,2015,3,Mineral industry,Carbon monoxide (CO),1600000
2025/12/15,Czechia,2016,1,Energy sector,Nitrous oxide (N2O),172700
2025/12/15,Norway,2016,2,Production and processing of metals,Chromium and compounds (as Cr),136
2025/12/15,Greece,2018,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),158000
2025/12/15,Sweden,2017,1,Energy sector,Particulate matter (PM10),50400
2025/12/15,Belgium,2014,3,Mineral industry,Nitrous oxide (N2O),80800
2025/12/15,Czechia,2015,4,Chemical industry,Chromium and compounds (as Cr),104
2025/12/15,Netherlands,2020,6,Paper and wood production and processing,Naphthalene,266
2025/12/15,Finland,2013,2,Production and processing of metals,Lead and compounds (as Pb),443
2025/12/15,Poland,2016,5,Waste and wastewater management,Ammonia (NH3),35800
2025/12/15,Italy,2023,9,Other activities,Methane (CH4),619440
2025/12/15,United Kingdom,2018,1,Energy sector,Sulphur hexafluoride (SF6),266
2025/12/15,Poland,2022,4,Chemical industry,Polycyclic aromatic hydrocarbons (PAHs),8010
2025/12/15,Serbia,2011,3,Mineral industry,Sulphur oxides (SOX),587000
2025/12/15,Spain,2024,6,Paper and wood production and processing,Zinc and compounds (as Zn),857
2025/12/15,Poland,2015,7,Intensive livestock production and aquaculture,Chlorine and inorganic compounds (as HCl),224600
2025/12/15,Sweden,2013,4,Chemical industry,Mercury and compounds (as Hg),15.5
2025/12/15,Germany,2010,5,Waste and wastewater management,Fluorine and inorganic compounds (as HF),5640
2025/12/15,Romania,2019,4,Chemical industry,Chromium and compounds (as Cr),105
2025/12/15,Cyprus,2022,3,Mineral industry,Methane (CH4),127000
2025/12/15,Estonia,2020,1,Energy sector,Benzene,504000
2025/12/15,Norway,2017,3,Mineral industry,Chlorides (as total Cl),27
2025/12/15,Serbia,2021,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),241000
2025/12/15,France,2014,5,Waste and wastewater management,Carbon dioxide (CO2),10900000000
2025/12/15,Poland,2018,1,Energy sector,Chromium and compounds (as Cr),17723
2025/12/15,Norway,2014,1,Energy sector,Non-methane volatile organic compounds (NMVOC),13318000
2025/12/15,Belgium,2009,1,Energy sector,Non-methane volatile organic compounds (NMVOC),4093000
2025/12/15,Sweden,2022,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,2080000000
2025/12/15,Netherlands,2021,9,Other activities,Trichloroethylene (TRI),4000
2025/12/15,Germany,2013,3,Mineral industry,Ammonia (NH3),2241800
2025/12/15,United Kingdom,2015,2,Production and processing of metals,Ammonia (NH3),103100
2025/12/15,Denmark,2024,5,Waste and wastewater management,Carbon dioxide (CO2) excluding biomass,398849822
2025/12/15,France,2018,3,Mineral industry,Sulphur oxides (SOX),10856000
2025/12/15,Spain,2023,2,Production and processing of metals,Mercury and compounds (as Hg),338.59999999999997
2025/12/15,Italy,2010,4,Chemical industry,Sulphur oxides (SOX),29226000
2025/12/15,France,2022,1,Energy sector,Nickel and compounds (as Ni),6873.700004
2025/12/15,Switzerland,2017,1,Energy sector,Benzene,3280
2025/12/15,Germany,2007,5,Waste and wastewater management,Nitrogen oxides (NOX),11126000
2025/12/15,United Kingdom,2015,2,Production and processing of metals,Nickel and compounds (as Ni),2002.5
2025/12/15,United Kingdom,2016,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),4717.4
2025/12/15,Finland,2020,1,Energy sector,Carbon dioxide (CO2),16640000000
2025/12/15,Portugal,2024,6,Paper and wood production and processing,Carbon monoxide (CO),4142000
2025/12/15,Portugal,2011,1,Energy sector,Chlorine and inorganic compounds (as HCl),126900
2025/12/15,France,2011,5,Waste and wastewater management,Ammonia (NH3),82500
2025/12/15,France,2011,6,Paper and wood production and processing,Carbon monoxide (CO),5520000
2025/12/15,Germany,2020,1,Energy sector,Sulphur oxides (SOX),83779000
2025/12/15,Sweden,2010,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),379300
2025/12/15,Germany,2009,2,Production and processing of metals,Zinc and compounds (as Zn),50926
2025/12/15,Denmark,2008,1,Energy sector,Mercury and compounds (as Hg),177.9
2025/12/15,Norway,2008,3,Mineral industry,Ammonia (NH3),172800
2025/12/15,Latvia,2018,7,Intensive livestock production and aquaculture,Methane (CH4),115000
2025/12/15,France,2012,1,Energy sector,Nitrous oxide (N2O),994000
2025/12/15,Portugal,2020,5,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),430000
2025/12/15,Sweden,2010,2,Production and processing of metals,Mercury and compounds (as Hg),90.8
2025/12/15,Portugal,2011,5,Waste and wastewater management,Arsenic and compounds (as As),28.6
2025/12/15,Poland,2018,3,Mineral industry,Chromium and compounds (as Cr),746
2025/12/15,Germany,2018,4,Chemical industry,Carbon monoxide (CO),24521000
2025/12/15,Belgium,2014,3,Mineral industry,Nitrogen oxides (NOX),14082000
2025/12/15,Finland,2012,1,Energy sector,Sulphur oxides (SOX),24100000
2025/12/15,Belgium,2019,3,Mineral industry,Mercury and compounds (as Hg),212.29999999999998
2025/12/15,Denmark,2008,3,Mineral industry,Mercury and compounds (as Hg),11
2025/12/15,United Kingdom,2010,6,Paper and wood production and processing,Copper and compounds (as Cu),256
2025/12/15,United Kingdom,2018,1,Energy sector,Nitrous oxide (N2O),1383900
2025/12/15,Czechia,2019,5,Waste and wastewater management,Mercury and compounds (as Hg),2.6082769999999997
2025/12/15,Spain,2013,2,Production and processing of metals,Lead and compounds (as Pb),22061
2025/12/15,Netherlands,2014,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),77337
2025/12/15,Finland,2013,7,Intensive livestock production and aquaculture,Ammonia (NH3),1401700
2025/12/15,Poland,2018,2,Production and processing of metals,Chromium and compounds (as Cr),1118
2025/12/15,Estonia,2012,7,Intensive livestock production and aquaculture,Methane (CH4),1371000
2025/12/15,Poland,2020,1,Energy sector,Particulate matter (PM10),2757300
2025/12/15,Poland,2011,2,Production and processing of metals,Carbon dioxide (CO2),9884000000
2025/12/15,Belgium,2021,5,Waste and wastewater management,Zinc and compounds (as Zn),521
2025/12/15,France,2010,2,Production and processing of metals,Hydrogen cyanide (HCN),1061
2025/12/15,Portugal,2012,1,Energy sector,Fluorine and inorganic compounds (as HF),46400
2025/12/15,Netherlands,2012,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),384000
2025/12/15,Czechia,2018,2,Production and processing of metals,Carbon dioxide (CO2),5564686377
2025/12/15,United Kingdom,2010,6,Paper and wood production and processing,Carbon monoxide (CO),3161000
2025/12/15,Portugal,2021,6,Paper and wood production and processing,Particulate matter (PM10),785800
2025/12/15,France,2011,,,Methane (CH4),8596000
2025/12/15,Portugal,2017,6,Paper and wood production and processing,Mercury and compounds (as Hg),109.4
2025/12/15,Slovakia,2013,1,Energy sector,Mercury and compounds (as Hg),15.2
2025/12/15,Bulgaria,2012,1,Energy sector,Non-methane volatile organic compounds (NMVOC),132000
2025/12/15,France,2012,8,Animal and vegetable products from the food and beverage sector,Methane (CH4),618000
2025/12/15,Czechia,2021,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),5.8002
2025/12/15,Germany,2018,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),7463000
2025/12/15,United Kingdom,2012,,,Hydro-fluorocarbons (HFCS),135
2025/12/15,Romania,2012,7,Intensive livestock production and aquaculture,Ammonia (NH3),15958000
2025/12/15,Germany,2016,1,Energy sector,Hydro-fluorocarbons (HFCS),2458
2025/12/15,Czechia,2018,,,Perfluorocarbons (PFCs),4555
2025/12/15,Belgium,2007,9,Other activities,Non-methane volatile organic compounds (NMVOC),7387000
2025/12/15,Poland,2010,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),831.5
2025/12/15,Netherlands,2011,5,Waste and wastewater management,Carbon dioxide (CO2),8390000000
2025/12/15,Italy,2015,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),1095
2025/12/15,Belgium,2022,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),180000000
2025/12/15,Belgium,2009,2,Production and processing of metals,Nickel and compounds (as Ni),1650.5
2025/12/15,Estonia,2015,1,Energy sector,Ammonia (NH3),206000
2025/12/15,United Kingdom,2019,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),19900
2025/12/15,Belgium,2009,3,Mineral industry,Nickel and compounds (as Ni),124
2025/12/15,Germany,2008,2,Production and processing of metals,Hydrogen cyanide (HCN),6738
2025/12/15,Greece,2007,1,Energy sector,Sulphur oxides (SOX),395991000
2025/12/15,Luxembourg,2017,2,Production and processing of metals,Copper and compounds (as Cu),6100
2025/12/15,Belgium,2018,2,Production and processing of metals,Particulate matter (PM10),597000
2025/12/15,Italy,2018,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),579796.4
2025/12/15,Hungary,2010,5,Waste and wastewater management,Cadmium and compounds (as Cd),34
2025/12/15,Hungary,2010,3,Mineral industry,Mercury and compounds (as Hg),59
2025/12/15,Slovenia,2024,1,Energy sector,Fluorine and inorganic compounds (as HF),7177
2025/12/15,Sweden,2021,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),1223000
2025/12/15,Poland,2024,2,Production and processing of metals,Chromium and compounds (as Cr),467
2025/12/15,France,2024,6,Paper and wood production and processing,Lead and compounds (as Pb),1992
2025/12/15,Sweden,2007,1,Energy sector,Nitrogen oxides (NOX),3697000
2025/12/15,Denmark,2011,4,Chemical industry,Nitrogen oxides (NOX),247000
2025/12/15,Slovenia,2011,2,Production and processing of metals,Particulate matter (PM10),85000
2025/12/15,Czechia,2008,4,Chemical industry,Carbon monoxide (CO),804000
2025/12/15,Finland,2021,6,Paper and wood production and processing,Zinc and compounds (as Zn),239
2025/12/15,United Kingdom,2014,4,Chemical industry,Hydrogen cyanide (HCN),20600
2025/12/15,Romania,2015,7,Intensive livestock production and aquaculture,Methane (CH4),4970000
2025/12/15,Hungary,2024,4,Chemical industry,Methane (CH4),420000
2025/12/15,Netherlands,2012,,,Nitrogen oxides (NOX),1180000
2025/12/15,Italy,2007,6,Paper and wood production and processing,Hydrochlorofluorocarbons (HCFCs),46
2025/12/15,Italy,2008,6,Paper and wood production and processing,Ammonia (NH3),212300
2025/12/15,Poland,2022,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),422.5
2025/12/15,Austria,2024,2,Production and processing of metals,Nickel and compounds (as Ni),109
2025/12/15,Belgium,2008,9,Other activities,Dichloromethane (DCM),2660
2025/12/15,Italy,2008,6,Paper and wood production and processing,Nickel and compounds (as Ni),147
2025/12/15,Denmark,2024,4,Chemical industry,Dichloromethane (DCM),417
2025/12/15,Sweden,2023,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),44408
2025/12/15,Italy,2017,9,Other activities,Naphthalene,383
2025/12/15,France,2023,2,Production and processing of metals,Hydrogen cyanide (HCN),209
2025/12/15,Iceland,2021,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),68
2025/12/15,Sweden,2017,3,Mineral industry,Ammonia (NH3),176200
2025/12/15,Spain,2015,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.006272
2025/12/15,Austria,2018,1,Energy sector,Sulphur oxides (SOX),870000
2025/12/15,Slovenia,2008,4,Chemical industry,Sulphur oxides (SOX),188000
2025/12/15,Spain,2023,2,Production and processing of metals,Particulate matter (PM10),738600
2025/12/15,Cyprus,2018,7,Intensive livestock production and aquaculture,Ammonia (NH3),1148900
2025/12/15,Italy,2010,2,Production and processing of metals,Hydro-fluorocarbons (HFCS),605
2025/12/15,Cyprus,2013,3,Mineral industry,Particulate matter (PM10),174000
2025/12/15,Sweden,2017,3,Mineral industry,Nickel and compounds (as Ni),174
2025/12/15,Romania,2008,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",4050
2025/12/15,Belgium,2007,3,Mineral industry,Chromium and compounds (as Cr),489
2025/12/15,Portugal,2017,,,Nitrogen oxides (NOX),3100000
2025/12/15,Bulgaria,2021,4,Chemical industry,Particulate matter (PM10),194009
2025/12/15,Portugal,2017,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),126300
2025/12/15,Portugal,2017,3,Mineral industry,Fluorine and inorganic compounds (as HF),11820
2025/12/15,Czechia,2017,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),819
2025/12/15,Sweden,2016,4,Chemical industry,Carbon dioxide (CO2) excluding biomass,806000000
2025/12/15,Switzerland,2011,4,Chemical industry,Trichloroethylene (TRI),15400
2025/12/15,Belgium,2019,1,Energy sector,Mercury and compounds (as Hg),30
2025/12/15,Portugal,2024,1,Energy sector,Hydro-fluorocarbons (HFCS),242
2025/12/15,Germany,2020,5,Waste and wastewater management,Mercury and compounds (as Hg),32.4
2025/12/15,Bulgaria,2023,5,Waste and wastewater management,Ammonia (NH3),2486945.2800000003
2025/12/15,Finland,2011,3,Mineral industry,Mercury and compounds (as Hg),12
2025/12/15,Austria,2017,2,Production and processing of metals,Sulphur oxides (SOX),1198000
2025/12/15,France,2010,5,Waste and wastewater management,Vinyl chloride,73200
2025/12/15,Belgium,2023,4,Chemical industry,Tetrachloromethane (TCM),3650
2025/12/15,Poland,2024,3,Mineral industry,Hydrogen cyanide (HCN),14800
2025/12/15,Norway,2010,9,Other activities,Copper and compounds (as Cu),117
2025/12/15,Czechia,2016,2,Production and processing of metals,Sulphur oxides (SOX),5440000
2025/12/15,Lithuania,2014,9,Other activities,Non-methane volatile organic compounds (NMVOC),176000
2025/12/15,Spain,2020,9,Other activities,Cadmium and compounds (as Cd),11.4
2025/12/15,Spain,2011,4,Chemical industry,Hydrogen cyanide (HCN),2610
2025/12/15,France,2008,9,Other activities,Fluorine and inorganic compounds (as HF),45000
2025/12/15,Denmark,2018,6,Paper and wood production and processing,Arsenic and compounds (as As),117
2025/12/15,Romania,2013,3,Mineral industry,Nitrogen oxides (NOX),4612000
2025/12/15,Hungary,2010,2,Production and processing of metals,Mercury and compounds (as Hg),21
2025/12/15,Italy,2012,5,Waste and wastewater management,Ammonia (NH3),125900
2025/12/15,Romania,2010,7,Intensive livestock production and aquaculture,Methane (CH4),5483000
2025/12/15,Portugal,2012,2,Production and processing of metals,Zinc and compounds (as Zn),5867
2025/12/15,Poland,2024,4,Chemical industry,Fluorine and inorganic compounds (as HF),7730
2025/12/15,Netherlands,2007,5,Waste and wastewater management,Cadmium and compounds (as Cd),32.2
2025/12/15,Slovenia,2020,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.000144
2025/12/15,Greece,2022,1,Energy sector,Lead and compounds (as Pb),851
2025/12/15,Switzerland,2021,4,Chemical industry,Halons,6.49
2025/12/15,Poland,2021,7,Intensive livestock production and aquaculture,Particulate matter (PM10),54100
2025/12/15,Slovakia,2012,1,Energy sector,Nickel and compounds (as Ni),1690
2025/12/15,Italy,2013,5,Waste and wastewater management,Hydro-fluorocarbons (HFCS),228
2025/12/15,Netherlands,2008,1,Energy sector,Ammonia (NH3),43100
2025/12/15,Estonia,2020,1,Energy sector,Carbon dioxide (CO2) excluding biomass,5181130000
2025/12/15,Norway,2015,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),164000
2025/12/15,Switzerland,2017,9,Other activities,Sulphur oxides (SOX),710000
2025/12/15,Spain,2007,3,Mineral industry,Polychlorinated biphenyls (PCBs),17
2025/12/15,Slovakia,2012,4,Chemical industry,Chromium and compounds (as Cr),497
2025/12/15,Poland,2008,4,Chemical industry,Arsenic and compounds (as As),37.4
2025/12/15,Czechia,2018,9,Other activities,Carbon monoxide (CO),15689
2025/12/15,Belgium,2023,4,Chemical industry,Perfluorocarbons (PFCs),4630
2025/12/15,Belgium,2017,3,Mineral industry,Ammonia (NH3),521800
2025/12/15,Slovenia,2018,5,Waste and wastewater management,Methane (CH4),11428623
2025/12/15,Portugal,2023,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),1093000
2025/12/15,Belgium,2013,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.000158
2025/12/15,Slovenia,2019,1,Energy sector,Carbon dioxide (CO2),4416935000
2025/12/15,Slovenia,2019,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,704326000
2025/12/15,Ireland,2024,5,Waste and wastewater management,Nitrous oxide (N2O),13000
2025/12/15,Poland,2007,1,Energy sector,Carbon dioxide (CO2),160977000000
2025/12/15,United Kingdom,2012,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),27936.449999999997
2025/12/15,France,2014,1,Energy sector,Non-methane volatile organic compounds (NMVOC),10489000
2025/12/15,France,2014,5,Waste and wastewater management,Nitrogen oxides (NOX),2941000
2025/12/15,France,2017,2,Production and processing of metals,Zinc and compounds (as Zn),53173
2025/12/15,Spain,2023,3,Mineral industry,Mercury and compounds (as Hg),412
2025/12/15,Portugal,2018,4,Chemical industry,Chromium and compounds (as Cr),329
2025/12/15,Spain,2011,3,Mineral industry,Benzene,4430
2025/12/15,France,2019,5,Waste and wastewater management,Nitrous oxide (N2O),180200
2025/12/15,Italy,2019,2,Production and processing of metals,Cadmium and compounds (as Cd),110.9324
2025/12/15,Slovenia,2015,6,Paper and wood production and processing,Nitrogen oxides (NOX),276000
2025/12/15,Austria,2021,2,Production and processing of metals,Mercury and compounds (as Hg),409
2025/12/15,Netherlands,2021,4,Chemical industry,Tetrachloromethane (TCM),912
2025/12/15,Poland,2022,2,Production and processing of metals,Cadmium and compounds (as Cd),146.6
2025/12/15,Poland,2007,1,Energy sector,Nitrogen oxides (NOX),264408000
2025/12/15,France,2012,1,Energy sector,Carbon dioxide (CO2),43042000000
2025/12/15,Sweden,2010,1,Energy sector,Carbon dioxide (CO2),18752000000
2025/12/15,Finland,2019,1,Energy sector,Carbon dioxide (CO2) excluding biomass,14330475900
2025/12/15,Denmark,2019,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),1348949
2025/12/15,Austria,2012,2,Production and processing of metals,Nickel and compounds (as Ni),303
2025/12/15,Sweden,2010,1,Energy sector,Nitrogen oxides (NOX),6126000
2025/12/15,Slovakia,2008,2,Production and processing of metals,Arsenic and compounds (as As),1547
2025/12/15,Germany,2011,1,Energy sector,Fluorine and inorganic compounds (as HF),622650
2025/12/15,Italy,2017,4,Chemical industry,Benzene,29350
2025/12/15,Spain,2019,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.522
2025/12/15,France,2012,1,Energy sector,Nitrogen oxides (NOX),98075000
2025/12/15,Romania,2007,3,Mineral industry,Ammonia (NH3),211000
2025/12/15,Hungary,2022,1,Energy sector,Chlorine and inorganic compounds (as HCl),90600
2025/12/15,United Kingdom,2017,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2) excluding biomass,354000000
2025/12/15,Norway,2016,5,Waste and wastewater management,Arsenic and compounds (as As),36.4
2025/12/15,France,2010,3,Mineral industry,Hydrogen cyanide (HCN),5664
2025/12/15,Finland,2019,5,Waste and wastewater management,Carbon dioxide (CO2),2231000000
2025/12/15,Czechia,2020,1,Energy sector,Carbon dioxide (CO2) excluding biomass,37776031914.67694
