PublicationDate,countryName,reportingYear,wasteTreatment,wasteClassification,wasteTransfers
2025/12/15,Portugal,2013,Disposal,HW,114179.26590000001
2025/12/15,Portugal,2009,Disposal,HW,126719.27909999997
2025/12/15,Austria,2010,Disposal,NONHW,1648473.92
2025/12/15,Netherlands,2007,Disposal,HW,1235443.543
2025/12/15,Sweden,2023,Disposal,HW,267491.86789999995
2025/12/15,Austria,2020,Recovery,NONHW,2156116.9
2025/12/15,United Kingdom,2009,Disposal,HW,2931952.8
2025/12/15,Italy,2022,Recovery,HW,3104817.6778000006
2025/12/15,United Kingdom,2013,Disposal,NONHW,50540409.418000005
2025/12/15,Portugal,2014,Disposal,NONHW,579860.5850000001
2025/12/15,Austria,2009,Disposal,HW,209430.31
2025/12/15,Bulgaria,2014,Recovery,HW,40207.420000000006
2025/12/15,Spain,2007,Recovery,NONHW,10242660.0658
2025/12/15,Italy,2018,Recovery,HW,6681835.2868
2025/12/15,Germany,2009,Disposal,NONHW,7499109.403
2025/12/15,France,2020,Recovery,HW,2016561.240004
2025/12/15,Austria,2011,Disposal,HW,255166.83199999997
2025/12/15,Serbia,2018,Recovery,HW,23085
2025/12/15,Cyprus,2022,Disposal,HW,16466.63
2025/12/15,Finland,2019,Disposal,HW,708661.7080000001
2025/12/15,Bulgaria,2021,Disposal,NONHW,6888382
2025/12/15,Lithuania,2021,Recovery,NONHW,201447.03
2025/12/15,Malta,2016,Recovery,HW,5257.338
2025/12/15,Netherlands,2012,Disposal,NONHW,5985934.194
2025/12/15,Bulgaria,2021,Recovery,HW,56922
2025/12/15,Lithuania,2022,Disposal,NONHW,3808.8100000000004
2025/12/15,Slovenia,2011,Recovery,NONHW,454879
2025/12/15,Luxembourg,2016,Recovery,HW,47728.979999999996
2025/12/15,Netherlands,2019,Disposal,HW,1108903.9710000001
2025/12/15,Ireland,2010,Recovery,NONHW,2078590.221
2025/12/15,Cyprus,2023,Disposal,HW,19773.8
2025/12/15,Czechia,2010,Recovery,HW,116496.39210000003
2025/12/15,Germany,2014,Disposal,HW,3625470.7261100006
2025/12/15,Denmark,2015,Disposal,NONHW,215563.09999999998
2025/12/15,Switzerland,2021,Recovery,NONHW,1218444.9000000001
2025/12/15,Ireland,2022,Disposal,HW,113818.84629999999
2025/12/15,Germany,2012,Disposal,NONHW,17759113.353
2025/12/15,Germany,2022,Disposal,HW,4706309.0466020005
2025/12/15,Czechia,2018,Recovery,HW,180211.96785299998
2025/12/15,Slovakia,2013,Recovery,HW,33883.281
2025/12/15,Belgium,2020,Disposal,NONHW,2464110.129
2025/12/15,Iceland,2010,Disposal,NONHW,4375
2025/12/15,Slovenia,2023,Recovery,NONHW,543008.8
2025/12/15,Greece,2008,Recovery,HW,52790.440000000024
2025/12/15,Slovenia,2024,Disposal,HW,50874.377000000015
2025/12/15,Czechia,2008,Disposal,NONHW,1820520.255
2025/12/15,Slovenia,2009,Disposal,HW,47841.66499999999
2025/12/15,Italy,2012,Recovery,NONHW,34818619.166999996
2025/12/15,Austria,2016,Recovery,HW,302830.33400000003
2025/12/15,Slovenia,2013,Disposal,NONHW,340379.1
2025/12/15,Estonia,2015,Recovery,HW,564450.964
2025/12/15,Netherlands,2017,Recovery,HW,2511064.3140000002
2025/12/15,Greece,2011,Recovery,HW,654406.9200000002
2025/12/15,Germany,2024,Disposal,NONHW,12309522.4684
2025/12/15,Belgium,2013,Recovery,NONHW,9601759.377999999
2025/12/15,Poland,2007,Disposal,NONHW,11561256.1716
2025/12/15,Luxembourg,2018,Recovery,NONHW,372800
2025/12/15,Norway,2011,Recovery,HW,405216.43400000007
2025/12/15,Bulgaria,2013,Disposal,HW,44838.229999999996
2025/12/15,Poland,2020,Recovery,HW,625578.5789999999
2025/12/15,Ireland,2012,Recovery,HW,100686.6973
2025/12/15,Luxembourg,2010,Disposal,NONHW,127505.09999999998
2025/12/15,Norway,2008,Recovery,NONHW,533112.62
2025/12/15,Spain,2017,Recovery,HW,960178.5722999999
2025/12/15,Poland,2012,Recovery,NONHW,66019490.510000005
2025/12/15,Poland,2022,Recovery,HW,779149.6880000001
2025/12/15,Estonia,2019,Recovery,HW,92485.554
2025/12/15,Greece,2015,Recovery,HW,129439.04299999999
2025/12/15,Portugal,2016,Disposal,HW,103476.17599999998
2025/12/15,Austria,2007,Recovery,NONHW,1397625
2025/12/15,Hungary,2009,Recovery,NONHW,975364.6599999999
2025/12/15,Malta,2013,Recovery,HW,841.38
2025/12/15,Austria,2017,Recovery,HW,537263.51
2025/12/15,Denmark,2020,Disposal,NONHW,128425.63699999999
2025/12/15,Lithuania,2010,Disposal,HW,1543.6699999999998
2025/12/15,Cyprus,2021,Disposal,NONHW,1108.3
2025/12/15,France,2018,Disposal,NONHW,12248948.680300001
2025/12/15,Malta,2022,Disposal,NONHW,25133.36
2025/12/15,Czechia,2022,Recovery,NONHW,3593433.0757719986
2025/12/15,Croatia,2022,Disposal,HW,26622.6665
2025/12/15,Greece,2012,Recovery,NONHW,402518
2025/12/15,Denmark,2012,Recovery,NONHW,2811535.8000000003
2025/12/15,Finland,2021,Disposal,NONHW,6848440.606
2025/12/15,Iceland,2012,Recovery,HW,12987
2025/12/15,Iceland,2020,Recovery,NONHW,9186
2025/12/15,United Kingdom,2008,Recovery,HW,1697988.4363000002
2025/12/15,Serbia,2021,Recovery,HW,18723.20891000001
2025/12/15,Luxembourg,2014,Recovery,HW,46698.422999999995
2025/12/15,Lithuania,2009,Disposal,NONHW,52747
2025/12/15,Hungary,2012,Disposal,HW,186480.05
2025/12/15,Portugal,2019,Recovery,NONHW,2354910.969
2025/12/15,Norway,2009,Disposal,HW,603963.071
2025/12/15,Romania,2021,Recovery,HW,110554.79500000003
2025/12/15,Switzerland,2012,Disposal,HW,398971.534
2025/12/15,Portugal,2024,Disposal,NONHW,191944.43089999998
2025/12/15,France,2014,Disposal,HW,2068464.2097999998
2025/12/15,Denmark,2022,Disposal,NONHW,292239.617
2025/12/15,Cyprus,2007,Recovery,HW,681.71
2025/12/15,Switzerland,2015,Disposal,NONHW,808345.95
2025/12/15,Croatia,2017,Disposal,NONHW,133831.804
2025/12/15,Croatia,2017,Recovery,HW,9010.170000000002
2025/12/15,Finland,2017,Disposal,NONHW,1273366.2510000002
2025/12/15,Austria,2022,Recovery,HW,282685.345
2025/12/15,Finland,2017,Recovery,HW,258314.65399999995
2025/12/15,Norway,2013,Disposal,NONHW,324199.75
2025/12/15,Germany,2021,Disposal,HW,4400852.824100001
2025/12/15,Cyprus,2015,Disposal,HW,217
2025/12/15,Poland,2008,Disposal,NONHW,11678226.214999998
2025/12/15,Czechia,2012,Recovery,NONHW,2003787.8414999996
2025/12/15,Norway,2009,Recovery,NONHW,491745.69999999995
2025/12/15,Malta,2020,Recovery,NONHW,16416.54
2025/12/15,Germany,2018,Disposal,NONHW,16977754.770200003
2025/12/15,Spain,2008,Recovery,NONHW,7671428.3315
2025/12/15,Bulgaria,2017,Recovery,HW,12565.25
2025/12/15,Romania,2008,Recovery,HW,128675.96
2025/12/15,Bulgaria,2013,Recovery,HW,39755.56
2025/12/15,Austria,2013,Disposal,NONHW,1618886.43
2025/12/15,Bulgaria,2009,Recovery,NONHW,597620
2025/12/15,Netherlands,2021,Recovery,NONHW,22905480.986
2025/12/15,Spain,2021,Recovery,NONHW,10481014.688
2025/12/15,Luxembourg,2014,Recovery,NONHW,767908
2025/12/15,Austria,2022,Disposal,NONHW,1802288.7
2025/12/15,Slovakia,2020,Disposal,NONHW,623930
2025/12/15,Estonia,2013,Recovery,NONHW,596074
2025/12/15,Hungary,2014,Disposal,NONHW,1939207
2025/12/15,Belgium,2009,Disposal,NONHW,1884782.44
2025/12/15,Greece,2019,Recovery,NONHW,709115
2025/12/15,Germany,2023,Recovery,NONHW,65422870.1744
2025/12/15,Lithuania,2018,Recovery,HW,23829.8
2025/12/15,Ireland,2020,Disposal,NONHW,1754479.2670000002
2025/12/15,Switzerland,2018,Recovery,HW,209751.22599999997
2025/12/15,Slovenia,2012,Recovery,NONHW,451474
2025/12/15,Cyprus,2011,Disposal,NONHW,19170
2025/12/15,France,2008,Disposal,NONHW,3783700.0215
2025/12/15,Norway,2017,Recovery,HW,362651.49
2025/12/15,Czechia,2011,Recovery,HW,106296.51889999997
2025/12/15,Poland,2014,Disposal,NONHW,15843191.52235
2025/12/15,Iceland,2009,Disposal,NONHW,3950
2025/12/15,Estonia,2016,Disposal,NONHW,43849
2025/12/15,Netherlands,2010,Disposal,HW,4178775.9690000005
2025/12/15,Belgium,2015,Recovery,NONHW,12104008.412999999
2025/12/15,France,2011,Disposal,NONHW,4296920.091
2025/12/15,Austria,2018,Disposal,NONHW,1774375.933
2025/12/15,Sweden,2012,Disposal,HW,335475.36705
2025/12/15,Hungary,2008,Recovery,HW,63380.91999999999
2025/12/15,Finland,2020,Recovery,HW,314758.94500000007
2025/12/15,Ireland,2011,Recovery,HW,129584.67199999999
2025/12/15,Cyprus,2020,Disposal,NONHW,1084
2025/12/15,Bulgaria,2014,Disposal,HW,24563.929999999997
2025/12/15,Austria,2019,Recovery,NONHW,2449701
2025/12/15,Germany,2007,Recovery,HW,7372779.452689999
2025/12/15,Finland,2009,Recovery,NONHW,4512966.05
2025/12/15,Netherlands,2008,Disposal,HW,1166034.7469999997
2025/12/15,Czechia,2009,Recovery,HW,201405.75299999997
2025/12/15,Germany,2018,Disposal,HW,4471924.02411
2025/12/15,Ireland,2011,Disposal,NONHW,2152459.877
2025/12/15,Slovenia,2011,Disposal,HW,53471.109999999986
2025/12/15,Switzerland,2014,Recovery,NONHW,505970
2025/12/15,Hungary,2021,Recovery,HW,133662.83399999997
2025/12/15,Iceland,2007,Recovery,HW,5728
2025/12/15,Estonia,2016,Recovery,HW,90948.962
2025/12/15,Denmark,2024,Disposal,NONHW,205538.837
2025/12/15,Estonia,2014,Recovery,NONHW,576732
2025/12/15,Cyprus,2017,Disposal,HW,7341.2
2025/12/15,Serbia,2023,Disposal,HW,6312.173554
2025/12/15,Belgium,2011,Recovery,HW,1037274.0969999997
2025/12/15,Estonia,2014,Disposal,HW,1500388.843
2025/12/15,Netherlands,2024,Disposal,HW,1103044.2260000003
2025/12/15,Sweden,2018,Recovery,HW,586258.6980000001
2025/12/15,Denmark,2024,Recovery,HW,128412.8771
2025/12/15,Denmark,2014,Disposal,HW,129219.40900000001
2025/12/15,Sweden,2015,Recovery,NONHW,5912611
2025/12/15,Romania,2021,Disposal,NONHW,1835149.4200000006
2025/12/15,Austria,2007,Disposal,NONHW,1222282.8
2025/12/15,Hungary,2021,Disposal,NONHW,615992.734
2025/12/15,Ireland,2015,Recovery,NONHW,3174875.13
2025/12/15,Poland,2021,Disposal,NONHW,16566038.075
2025/12/15,Latvia,2014,Disposal,NONHW,275191.52800000005
2025/12/15,Spain,2024,Disposal,HW,1097061.38178
2025/12/15,Estonia,2020,Disposal,NONHW,39541.72
2025/12/15,Ireland,2008,Recovery,NONHW,2141008.6708
2025/12/15,Cyprus,2018,Disposal,NONHW,1256.2
2025/12/15,Malta,2015,Disposal,HW,7816.1539999999995
2025/12/15,Netherlands,2018,Disposal,NONHW,2348832.478
2025/12/15,Luxembourg,2019,Disposal,NONHW,79110
2025/12/15,Greece,2014,Disposal,HW,7701.107999999999
2025/12/15,Slovenia,2019,Recovery,HW,52916.36799999999
2025/12/15,Slovenia,2019,Disposal,NONHW,292974.04
2025/12/15,Greece,2023,Disposal,HW,9945.788
2025/12/15,Spain,2014,Recovery,NONHW,8621068.525
2025/12/15,Sweden,2010,Disposal,NONHW,1270938.1500000001
2025/12/15,Belgium,2016,Disposal,HW,715182.255
2025/12/15,Slovakia,2018,Disposal,HW,79459.26999999999
2025/12/15,Estonia,2018,Disposal,NONHW,45024.99
2025/12/15,Slovenia,2020,Disposal,HW,50656.65999999998
2025/12/15,Poland,2023,Disposal,NONHW,13984257.120999997
2025/12/15,Czechia,2011,Disposal,NONHW,1312332.7129999998
2025/12/15,Hungary,2017,Recovery,HW,171753.87000000002
2025/12/15,Lithuania,2012,Disposal,HW,715.9599999999999
2025/12/15,Malta,2012,Recovery,HW,8869.160000000002
2025/12/15,Sweden,2021,Recovery,NONHW,6994035.800000001
2025/12/15,Spain,2008,Disposal,HW,1386542.4205999998
2025/12/15,Portugal,2007,Disposal,NONHW,513203.17480000004
2025/12/15,France,2016,Recovery,NONHW,15598816.491
2025/12/15,Finland,2019,Recovery,HW,301728.41200000007
2025/12/15,Sweden,2008,Recovery,HW,336210.408
2025/12/15,Slovenia,2007,Disposal,NONHW,589626.2
2025/12/15,Greece,2012,Disposal,HW,8723.07
2025/12/15,Italy,2014,Disposal,HW,4308029.238999999
2025/12/15,Austria,2007,Disposal,HW,194732.121
2025/12/15,Slovakia,2019,Recovery,HW,56684.87000000001
2025/12/15,Austria,2015,Disposal,HW,257824.34
2025/12/15,Estonia,2007,Disposal,NONHW,45258.600999999995
2025/12/15,Switzerland,2008,Recovery,HW,167529.863
2025/12/15,Finland,2010,Recovery,HW,149114.61
2025/12/15,Sweden,2024,Recovery,NONHW,5988713.738
2025/12/15,Sweden,2011,Recovery,HW,399809.6539999999
2025/12/15,Estonia,2017,Disposal,NONHW,39468.6
2025/12/15,Netherlands,2019,Recovery,NONHW,23172996.323000003
2025/12/15,Serbia,2013,Disposal,HW,11826
2025/12/15,Ireland,2019,Disposal,HW,96012.64300000003
2025/12/15,Germany,2018,Recovery,HW,10484144.495000001
2025/12/15,Germany,2011,Disposal,NONHW,13304670.9311
2025/12/15,Denmark,2023,Recovery,HW,134400.5211
2025/12/15,Netherlands,2014,Disposal,HW,1217001.3428000002
2025/12/15,Estonia,2008,Disposal,NONHW,86089.7
2025/12/15,Slovakia,2017,Disposal,HW,70574.95999999999
2025/12/15,Poland,2019,Disposal,HW,431537.0250014
2025/12/15,Latvia,2008,Recovery,HW,13002.293
2025/12/15,Latvia,2011,Recovery,HW,1221.6999999999998
2025/12/15,Poland,2012,Disposal,HW,358239.583
2025/12/15,Slovenia,2017,Recovery,NONHW,533428
2025/12/15,Malta,2007,Disposal,HW,529.131
2025/12/15,Hungary,2011,Recovery,NONHW,1058856
2025/12/15,France,2013,Recovery,HW,2151304.6364
2025/12/15,Belgium,2018,Recovery,HW,1372186.8949999998
2025/12/15,Sweden,2014,Recovery,HW,399677.06200000003
2025/12/15,Switzerland,2014,Disposal,NONHW,816036.1
2025/12/15,Luxembourg,2020,Recovery,NONHW,463710
2025/12/15,Norway,2012,Recovery,HW,316101.24500000005
2025/12/15,Germany,2014,Recovery,HW,9063324.190009998
2025/12/15,Italy,2011,Recovery,NONHW,13590274.741999999
2025/12/15,Sweden,2017,Disposal,HW,356631.819
2025/12/15,Greece,2018,Disposal,NONHW,88520.26000000001
2025/12/15,Belgium,2019,Recovery,NONHW,12021274.935999999
2025/12/15,Switzerland,2019,Disposal,NONHW,786950.7
2025/12/15,Italy,2011,Disposal,NONHW,8776942.336000001
2025/12/15,Czechia,2008,Recovery,NONHW,2084329.421
2025/12/15,Romania,2011,Recovery,HW,196507.052
2025/12/15,Cyprus,2007,Recovery,NONHW,7130
2025/12/15,France,2015,Disposal,NONHW,5080819.034
2025/12/15,Czechia,2012,Disposal,NONHW,1020187.2369999998
2025/12/15,Bulgaria,2009,Disposal,HW,5083.589999999999
2025/12/15,Portugal,2016,Recovery,NONHW,2264285.875
2025/12/15,Slovenia,2020,Disposal,NONHW,283339.70999999996
2025/12/15,Greece,2018,Recovery,HW,136802.97999999998
2025/12/15,Netherlands,2007,Recovery,NONHW,8961142.45
2025/12/15,Slovakia,2016,Recovery,HW,43721.873
2025/12/15,France,2010,Recovery,HW,1337712.8969999996
2025/12/15,Cyprus,2011,Recovery,HW,2044.7499999999998
2025/12/15,Lithuania,2018,Recovery,NONHW,131564
2025/12/15,United Kingdom,2016,Disposal,NONHW,42520725.15298998
2025/12/15,Italy,2007,Disposal,HW,2561480.1979999994
2025/12/15,Estonia,2009,Recovery,NONHW,2045526
2025/12/15,Malta,2021,Recovery,NONHW,16187.57
2025/12/15,Iceland,2015,Disposal,NONHW,442
2025/12/15,Belgium,2021,Recovery,HW,1269101.9829999998
2025/12/15,Spain,2015,Disposal,HW,818386.5014499997
2025/12/15,Malta,2020,Disposal,HW,22238.2779
2025/12/15,Serbia,2016,Recovery,NONHW,792520
2025/12/15,Romania,2023,Disposal,NONHW,1398376.0134999994
2025/12/15,Ireland,2017,Disposal,HW,73101.63712300001
2025/12/15,Latvia,2023,Disposal,NONHW,844552.8650000001
2025/12/15,Austria,2020,Disposal,HW,383987.07999999996
2025/12/15,Netherlands,2016,Recovery,HW,2088049.6010000005
2025/12/15,Portugal,2023,Disposal,HW,165839.22600000002
2025/12/15,Luxembourg,2021,Recovery,HW,91066.85
2025/12/15,Latvia,2021,Disposal,HW,24251.365999999995
2025/12/15,Bulgaria,2020,Disposal,NONHW,6879617
2025/12/15,Serbia,2015,Recovery,HW,15349
2025/12/15,Belgium,2017,Disposal,HW,1277236.991
2025/12/15,Denmark,2011,Disposal,HW,294100.60899999994
2025/12/15,Serbia,2010,Recovery,NONHW,531350
2025/12/15,Hungary,2020,Recovery,NONHW,2331120
2025/12/15,Slovakia,2016,Recovery,NONHW,915699.54
2025/12/15,Austria,2021,Recovery,NONHW,2700812.8
2025/12/15,Ireland,2009,Recovery,NONHW,1917088.865
2025/12/15,France,2024,Recovery,HW,2243812.535388
2025/12/15,United Kingdom,2015,Disposal,NONHW,49685418.15
2025/12/15,France,2016,Recovery,HW,2028553.9258999997
2025/12/15,United Kingdom,2010,Recovery,NONHW,52819695.489999995
2025/12/15,Croatia,2016,Disposal,NONHW,121872
2025/12/15,Estonia,2010,Disposal,NONHW,600896.1000000001
2025/12/15,Latvia,2012,Recovery,HW,18376.81
2025/12/15,Cyprus,2016,Disposal,HW,186.2
2025/12/15,Cyprus,2007,Disposal,NONHW,10420
2025/12/15,Ireland,2014,Disposal,NONHW,1530319.2619999999
2025/12/15,Denmark,2008,Disposal,HW,298530.617
2025/12/15,Switzerland,2017,Recovery,HW,195027.452
2025/12/15,Portugal,2021,Disposal,HW,187147.4563
2025/12/15,Czechia,2014,Disposal,NONHW,1079522.3849999998
2025/12/15,Czechia,2014,Recovery,HW,139031.88139999998
2025/12/15,Denmark,2010,Disposal,NONHW,527219.3999999999
2025/12/15,Luxembourg,2018,Disposal,NONHW,63020
2025/12/15,France,2020,Disposal,HW,1938470.5937250005
2025/12/15,Lithuania,2017,Recovery,HW,34766.75
2025/12/15,Latvia,2016,Disposal,NONHW,293001.5
2025/12/15,Italy,2008,Disposal,NONHW,10260532.577999998
2025/12/15,Finland,2016,Disposal,HW,672269.46
2025/12/15,Austria,2008,Disposal,HW,275465.42000000004
2025/12/15,Bulgaria,2007,Recovery,NONHW,4347870
2025/12/15,Luxembourg,2012,Recovery,NONHW,853462
2025/12/15,Hungary,2019,Disposal,NONHW,1014760
2025/12/15,Spain,2022,Recovery,HW,1439030.1690000002
2025/12/15,Portugal,2021,Recovery,NONHW,2383380.25
2025/12/15,Italy,2017,Recovery,HW,5091031.225
2025/12/15,Malta,2017,Disposal,HW,6254.849999999999
2025/12/15,Latvia,2015,Disposal,NONHW,100710.91
2025/12/15,Ireland,2007,Disposal,NONHW,1644475.6615
2025/12/15,Poland,2018,Recovery,HW,601729.316
2025/12/15,Hungary,2022,Disposal,HW,307015.62599999993
2025/12/15,Latvia,2019,Disposal,NONHW,713848.0049999999
2025/12/15,Bulgaria,2010,Disposal,HW,9850.55
2025/12/15,Latvia,2007,Recovery,HW,16606.182
2025/12/15,Italy,2020,Recovery,HW,2276499.9367
2025/12/15,Belgium,2018,Disposal,NONHW,2567147.1679999996
2025/12/15,Germany,2020,Recovery,HW,10894949.548009997
2025/12/15,Lithuania,2015,Disposal,NONHW,12569.839999999998
2025/12/15,Malta,2009,Disposal,HW,1462.71
2025/12/15,Slovakia,2012,Recovery,NONHW,919583.43
2025/12/15,Sweden,2017,Disposal,NONHW,1263313.42
2025/12/15,France,2017,Recovery,NONHW,25007972.5121
2025/12/15,Belgium,2009,Recovery,HW,996508.2519999997
2025/12/15,Norway,2015,Disposal,HW,851325.342
2025/12/15,Slovakia,2019,Recovery,NONHW,1074430
2025/12/15,France,2007,Recovery,NONHW,5774986.071
2025/12/15,Netherlands,2013,Recovery,HW,1911152.6407499996
2025/12/15,Bulgaria,2016,Disposal,NONHW,8531250
2025/12/15,Belgium,2009,Recovery,NONHW,10720087.201
2025/12/15,Germany,2019,Recovery,NONHW,69891399.86099999
2025/12/15,Norway,2011,Disposal,HW,818974.3260000002
2025/12/15,Switzerland,2009,Disposal,HW,495738.51
2025/12/15,Greece,2021,Recovery,NONHW,711329.356
2025/12/15,Romania,2007,Recovery,HW,116372.93099999998
2025/12/15,Slovenia,2008,Recovery,NONHW,314083.99
2025/12/15,Romania,2023,Recovery,NONHW,4189621.283
2025/12/15,Hungary,2009,Disposal,NONHW,764682
2025/12/15,Spain,2023,Recovery,NONHW,12024192.312199999
2025/12/15,Slovakia,2018,Recovery,HW,58296.9023
2025/12/15,Netherlands,2010,Recovery,HW,3651691.141
2025/12/15,Italy,2015,Disposal,NONHW,39503074.868999995
2025/12/15,Czechia,2016,Disposal,HW,301184.71527
2025/12/15,Serbia,2019,Disposal,NONHW,536470
2025/12/15,Belgium,2024,Disposal,HW,786307.599
2025/12/15,Estonia,2009,Disposal,HW,716890.9649999996
2025/12/15,Lithuania,2007,Disposal,HW,1135.7289999999998
2025/12/15,Cyprus,2009,Recovery,NONHW,8661
2025/12/15,Slovenia,2021,Recovery,NONHW,543932
2025/12/15,Romania,2022,Recovery,HW,89884.20600000002
2025/12/15,Belgium,2014,Recovery,HW,1046517.6320000002
2025/12/15,Croatia,2015,Recovery,NONHW,215533
2025/12/15,United Kingdom,2018,Recovery,NONHW,80175690
2025/12/15,United Kingdom,2018,Disposal,HW,2642126.33
2025/12/15,Netherlands,2018,Recovery,HW,5586195.483999999
2025/12/15,Austria,2011,Recovery,HW,252013.71200000003
2025/12/15,Slovenia,2007,Disposal,HW,27166.946
2025/12/15,Lithuania,2021,Disposal,NONHW,3914.33
2025/12/15,Cyprus,2019,Recovery,NONHW,72310
2025/12/15,Netherlands,2022,Recovery,NONHW,80462433.29800001
2025/12/15,Norway,2010,Disposal,NONHW,338239.87
2025/12/15,Latvia,2015,Disposal,HW,0.158
2025/12/15,Italy,2011,Disposal,HW,6307598.458999999
2025/12/15,Portugal,2008,Disposal,HW,228930.07198
2025/12/15,Iceland,2007,Recovery,NONHW,30900
2025/12/15,Slovenia,2018,Disposal,HW,46905.316
2025/12/15,Spain,2011,Recovery,NONHW,9576865.068
2025/12/15,Austria,2012,Recovery,HW,260150.27300000002
2025/12/15,United Kingdom,2019,Disposal,NONHW,10464089.74
2025/12/15,Poland,2009,Disposal,NONHW,15962353.569999998
2025/12/15,Finland,2007,Recovery,HW,141737.39
2025/12/15,Romania,2012,Recovery,HW,287676.10500000004
2025/12/15,Slovakia,2022,Disposal,NONHW,583450
2025/12/15,Poland,2008,Recovery,HW,336609.1329999999
2025/12/15,Spain,2013,Disposal,NONHW,6301398.858999999
2025/12/15,Austria,2014,Recovery,NONHW,2290464.2
2025/12/15,Greece,2011,Disposal,HW,36932.06999999999
2025/12/15,United Kingdom,2010,Disposal,HW,1570471.0380000006
2025/12/15,Lithuania,2009,Disposal,HW,1512.33
2025/12/15,Estonia,2011,Recovery,HW,319501.502
2025/12/15,Croatia,2024,Disposal,HW,23263.8715
2025/12/15,Iceland,2008,Recovery,HW,6152
2025/12/15,Italy,2009,Disposal,HW,3392302.9949999996
2025/12/15,Malta,2015,Recovery,HW,5782.737000000001
2025/12/15,Luxembourg,2020,Disposal,HW,25898.070000000003
2025/12/15,Germany,2017,Recovery,HW,10021057.223110003
2025/12/15,Greece,2013,Recovery,NONHW,442416.2
2025/12/15,Latvia,2012,Disposal,NONHW,112964.1
2025/12/15,Luxembourg,2010,Recovery,NONHW,966979
2025/12/15,Slovakia,2007,Disposal,NONHW,760215.481
2025/12/15,Cyprus,2020,Recovery,HW,7536.650000000001
2025/12/15,Sweden,2020,Disposal,NONHW,1015579.402
2025/12/15,Italy,2014,Disposal,NONHW,11813450.021
2025/12/15,Portugal,2022,Recovery,NONHW,2399045.705
2025/12/15,Ireland,2011,Recovery,NONHW,2433143.2789999996
2025/12/15,United Kingdom,2013,Disposal,HW,2000274.4846000003
2025/12/15,Slovakia,2007,Disposal,HW,82091.06799999998
2025/12/15,Estonia,2019,Recovery,NONHW,357392.7
2025/12/15,Greece,2016,Recovery,NONHW,467356.145
2025/12/15,Italy,2012,Recovery,HW,3019401.6409999994
2025/12/15,Bulgaria,2015,Recovery,HW,35772.49000000001
2025/12/15,Norway,2013,Disposal,HW,657676.1569999999
2025/12/15,Bulgaria,2008,Recovery,HW,125686.87000000001
2025/12/15,Bulgaria,2010,Recovery,NONHW,694240
2025/12/15,Iceland,2017,Recovery,HW,9877
2025/12/15,Romania,2022,Disposal,HW,56778.220100000006
2025/12/15,Malta,2015,Recovery,NONHW,6901.1
2025/12/15,Slovenia,2015,Disposal,NONHW,320275.07999999996
2025/12/15,Malta,2013,Recovery,NONHW,1151.85
2025/12/15,Netherlands,2008,Disposal,NONHW,2427133.3340000003
2025/12/15,Germany,2012,Disposal,HW,3741164.0140000014
2025/12/15,Ireland,2007,Recovery,HW,141310.7546
2025/12/15,Sweden,2007,Disposal,NONHW,1042065
2025/12/15,Bulgaria,2009,Recovery,HW,71421.05
2025/12/15,Greece,2023,Recovery,HW,256644.89999999997
2025/12/15,France,2009,Disposal,NONHW,3434118.5399999996
2025/12/15,Portugal,2015,Recovery,HW,134246.343
2025/12/15,Norway,2017,Disposal,NONHW,277959.38
2025/12/15,Netherlands,2019,Disposal,NONHW,2678597.5249999994
2025/12/15,Switzerland,2021,Recovery,HW,268855.9859999999
2025/12/15,Lithuania,2012,Disposal,NONHW,7429
2025/12/15,Sweden,2018,Disposal,NONHW,1163552.683
2025/12/15,Italy,2017,Recovery,NONHW,24224840.53
2025/12/15,Lithuania,2007,Recovery,NONHW,112806
2025/12/15,Estonia,2020,Recovery,NONHW,590222.2
2025/12/15,Slovenia,2014,Recovery,NONHW,384350.664
2025/12/15,Latvia,2016,Disposal,HW,132.2
2025/12/15,Romania,2022,Recovery,NONHW,3897234.77
2025/12/15,Denmark,2016,Disposal,NONHW,201544.62999999998
2025/12/15,Sweden,2013,Recovery,NONHW,5190964
2025/12/15,Denmark,2022,Recovery,HW,185386.36200000002
2025/12/15,Luxembourg,2017,Disposal,HW,10804.316
2025/12/15,Austria,2016,Disposal,NONHW,1775857.97
2025/12/15,Poland,2008,Disposal,HW,283885.728
2025/12/15,Cyprus,2019,Disposal,HW,2163.4320000000002
2025/12/15,Luxembourg,2007,Disposal,NONHW,80576.4
2025/12/15,Belgium,2012,Disposal,HW,547465.6640999999
2025/12/15,Portugal,2010,Disposal,NONHW,511795.627
2025/12/15,Bulgaria,2010,Disposal,NONHW,8936780
2025/12/15,Poland,2008,Recovery,NONHW,61163158.525
2025/12/15,Malta,2016,Recovery,NONHW,12314.96
2025/12/15,Slovakia,2020,Disposal,HW,86132.71
2025/12/15,Estonia,2013,Disposal,NONHW,34692.5
2025/12/15,Greece,2011,Disposal,NONHW,1775005
2025/12/15,Lithuania,2016,Recovery,HW,32665.81
2025/12/15,Malta,2018,Disposal,NONHW,25550.0135
2025/12/15,Czechia,2018,Recovery,NONHW,4550173.103005
2025/12/15,United Kingdom,2012,Recovery,HW,1614264.1302399999
2025/12/15,Spain,2021,Disposal,NONHW,3079420.44
2025/12/15,Norway,2011,Recovery,NONHW,774550.8600000001
2025/12/15,Serbia,2010,Recovery,HW,57097
