PublicationDate,countryName,reportingYear,wasteTreatment,wasteClassification,wasteTransfers
2025/12/15,Lithuania,2019,Disposal,HW,1711.455
2025/12/15,Estonia,2015,Recovery,NONHW,322063
2025/12/15,Croatia,2022,Disposal,NONHW,43185.990000000005
2025/12/15,Italy,2018,Recovery,NONHW,27038798.147299998
2025/12/15,Poland,2024,Disposal,HW,304468.8371
2025/12/15,Netherlands,2010,Recovery,NONHW,173039322.58
2025/12/15,Serbia,2011,Disposal,HW,979
2025/12/15,Latvia,2016,Recovery,HW,11307.4
2025/12/15,Serbia,2017,Recovery,HW,18169
2025/12/15,Ireland,2013,Recovery,HW,101927.711
2025/12/15,Belgium,2022,Disposal,NONHW,2159292.84
2025/12/15,United Kingdom,2013,Recovery,NONHW,73566108.49000001
2025/12/15,Denmark,2007,Recovery,NONHW,2762737
2025/12/15,Italy,2012,Disposal,HW,4376110.875
2025/12/15,Croatia,2015,Recovery,HW,8392.978
2025/12/15,Hungary,2016,Disposal,HW,177930.26000000004
2025/12/15,Greece,2008,Recovery,NONHW,693263
2025/12/15,Italy,2016,Disposal,HW,3808080.1929999995
2025/12/15,Ireland,2014,Recovery,NONHW,3015206.266
2025/12/15,Finland,2008,Recovery,HW,148165.77000000002
2025/12/15,Netherlands,2013,Recovery,NONHW,20326791.053
2025/12/15,Switzerland,2007,Recovery,HW,99650.13299999999
2025/12/15,Poland,2016,Disposal,HW,384676.6379999999
2025/12/15,Spain,2009,Disposal,NONHW,7984753.29818
2025/12/15,Netherlands,2012,Recovery,NONHW,23782899.959999997
2025/12/15,Greece,2020,Disposal,HW,9025.150000000003
2025/12/15,Finland,2020,Disposal,NONHW,2515491.0915
2025/12/15,Greece,2024,Disposal,HW,11343.016
2025/12/15,Sweden,2017,Recovery,NONHW,6130735.4
2025/12/15,Italy,2018,Disposal,HW,4968518.969600001
2025/12/15,Serbia,2023,Disposal,NONHW,200819.20299999998
2025/12/15,Luxembourg,2013,Disposal,HW,19954.100000000002
2025/12/15,Latvia,2015,Recovery,HW,23527.21
2025/12/15,Hungary,2011,Disposal,HW,170346.67999999993
2025/12/15,Cyprus,2018,Recovery,HW,6236.92
2025/12/15,Romania,2012,Recovery,NONHW,3755805.735
2025/12/15,Luxembourg,2023,Recovery,HW,86640.46999999999
2025/12/15,Ireland,2008,Disposal,NONHW,1640027.619
2025/12/15,Czechia,2010,Disposal,NONHW,1309593.807
2025/12/15,United Kingdom,2009,Disposal,NONHW,40705557.36
2025/12/15,Austria,2022,Recovery,NONHW,2854473
2025/12/15,Slovenia,2024,Disposal,NONHW,283027.32999999996
2025/12/15,Austria,2013,Disposal,HW,320362.674
2025/12/15,Greece,2009,Recovery,NONHW,583046.2
2025/12/15,Hungary,2022,Disposal,NONHW,13190364.339999998
2025/12/15,Greece,2017,Recovery,HW,276926.57
2025/12/15,Croatia,2017,Recovery,NONHW,200284.11
2025/12/15,Romania,2018,Disposal,HW,60390.600800000015
2025/12/15,Slovakia,2021,Recovery,NONHW,671430
2025/12/15,Denmark,2018,Recovery,HW,227571.332
2025/12/15,Estonia,2015,Disposal,NONHW,52330
2025/12/15,Sweden,2024,Disposal,NONHW,740306.352
2025/12/15,Romania,2010,Recovery,HW,132774.40999999997
2025/12/15,Netherlands,2013,Disposal,HW,1178092.5729000003
2025/12/15,Czechia,2015,Recovery,NONHW,2052069.2488000002
2025/12/15,Croatia,2016,Disposal,HW,13736.890000000001
2025/12/15,Netherlands,2021,Disposal,NONHW,2728510.147
2025/12/15,United Kingdom,2009,Recovery,HW,1174527.4900000002
2025/12/15,Germany,2010,Disposal,HW,2631628.872999999
2025/12/15,Austria,2021,Disposal,HW,474559.15
2025/12/15,Greece,2015,Disposal,HW,11762.489999999998
2025/12/15,Serbia,2024,Recovery,HW,55549.698800000006
2025/12/15,Austria,2011,Disposal,NONHW,1721395.05
2025/12/15,Germany,2013,Recovery,NONHW,61049851.56
2025/12/15,Czechia,2016,Disposal,NONHW,1160603.611
2025/12/15,Switzerland,2009,Recovery,HW,123526.41600000001
2025/12/15,Lithuania,2011,Recovery,HW,22939.72
2025/12/15,Latvia,2012,Recovery,NONHW,40554.9
2025/12/15,Sweden,2022,Disposal,NONHW,1029976.663
2025/12/15,Denmark,2020,Recovery,NONHW,3477697.5729999994
2025/12/15,Portugal,2023,Disposal,NONHW,273564.36360000004
2025/12/15,Iceland,2013,Disposal,HW,3192
2025/12/15,Iceland,2013,Recovery,HW,20563
2025/12/15,Netherlands,2009,Recovery,NONHW,11447234.120000001
2025/12/15,France,2020,Recovery,NONHW,17159060.933785997
2025/12/15,Cyprus,2012,Recovery,HW,1595.6900000000003
2025/12/15,Greece,2023,Disposal,NONHW,40005
2025/12/15,Spain,2007,Disposal,HW,1686951.9547999995
2025/12/15,Belgium,2013,Recovery,HW,946789.772
2025/12/15,Czechia,2020,Disposal,HW,932004.7067089999
2025/12/15,Finland,2010,Disposal,NONHW,3386451.5500000003
2025/12/15,Spain,2015,Recovery,NONHW,7451976.666999999
2025/12/15,Switzerland,2013,Recovery,HW,186526.97199999995
2025/12/15,Greece,2010,Disposal,HW,67266.13
2025/12/15,Denmark,2012,Disposal,HW,130655.12100000001
2025/12/15,Cyprus,2018,Disposal,HW,2377
2025/12/15,Romania,2020,Recovery,NONHW,3862688.872
2025/12/15,Portugal,2007,Recovery,HW,71751.569
2025/12/15,Slovenia,2024,Recovery,NONHW,529985.4
2025/12/15,Ireland,2016,Recovery,NONHW,3382962.328
2025/12/15,Slovenia,2016,Disposal,HW,54947.77799999999
2025/12/15,Serbia,2015,Disposal,NONHW,337050
2025/12/15,Italy,2021,Disposal,NONHW,11897647.787999999
2025/12/15,Romania,2016,Disposal,HW,50065.93220000001
2025/12/15,Serbia,2010,Disposal,NONHW,4400
2025/12/15,Spain,2020,Disposal,NONHW,4290105.793
2025/12/15,Germany,2008,Recovery,HW,7696868.419474999
2025/12/15,Denmark,2007,Disposal,NONHW,369129
2025/12/15,Estonia,2013,Disposal,HW,1118559.632
2025/12/15,Croatia,2018,Recovery,HW,10465.736000000003
2025/12/15,Austria,2019,Disposal,HW,377519.4480000001
2025/12/15,Luxembourg,2024,Recovery,NONHW,895320
2025/12/15,Ireland,2018,Disposal,NONHW,1575855.3735
2025/12/15,Poland,2015,Disposal,HW,403852.00339999987
2025/12/15,Belgium,2008,Recovery,NONHW,10799971.188000001
2025/12/15,Czechia,2007,Disposal,HW,271212.14800000004
2025/12/15,Lithuania,2010,Recovery,NONHW,183979.7
2025/12/15,Estonia,2014,Disposal,NONHW,40311.59
2025/12/15,Slovakia,2011,Disposal,NONHW,240661.05
2025/12/15,Germany,2011,Recovery,NONHW,62186034.504
2025/12/15,United Kingdom,2018,Disposal,NONHW,32292060
2025/12/15,Slovenia,2022,Disposal,NONHW,307762.29999999993
2025/12/15,Greece,2007,Disposal,HW,7749.279999999999
2025/12/15,Netherlands,2016,Disposal,NONHW,8302532.9860000005
2025/12/15,Belgium,2018,Disposal,HW,8831063.069
2025/12/15,Austria,2012,Disposal,HW,285182.851
2025/12/15,Denmark,2009,Recovery,HW,216797.0840000001
2025/12/15,Cyprus,2023,Recovery,HW,5908.9400000000005
2025/12/15,France,2008,Recovery,HW,1096383.0802000002
2025/12/15,Lithuania,2015,Recovery,NONHW,111583
2025/12/15,Spain,2020,Recovery,NONHW,9110967.891999999
2025/12/15,Czechia,2017,Recovery,NONHW,1998640.1717999997
2025/12/15,Serbia,2024,Disposal,HW,7003.367000000001
2025/12/15,Belgium,2021,Disposal,NONHW,2615593.72
2025/12/15,Czechia,2009,Recovery,NONHW,2159443.1879999996
2025/12/15,Czechia,2009,Disposal,HW,312259.5551
2025/12/15,Slovenia,2014,Disposal,HW,46325.33719999999
2025/12/15,Lithuania,2007,Recovery,HW,8318.043
2025/12/15,Finland,2024,Recovery,HW,205585.27300000002
2025/12/15,Croatia,2024,Disposal,NONHW,82573.08
2025/12/15,Austria,2024,Disposal,HW,375302.79909999995
2025/12/15,Bulgaria,2022,Recovery,HW,39080.61
2025/12/15,Malta,2022,Recovery,NONHW,1458
2025/12/15,Cyprus,2008,Disposal,NONHW,5590
2025/12/15,Croatia,2016,Recovery,HW,14127.340999999999
2025/12/15,Luxembourg,2008,Disposal,NONHW,115656.29999999999
2025/12/15,Poland,2010,Disposal,HW,275836.78130000003
2025/12/15,Romania,2017,Recovery,NONHW,3960680.591
2025/12/15,Cyprus,2014,Recovery,NONHW,30430
2025/12/15,Croatia,2014,Disposal,HW,8258.559000000001
2025/12/15,Slovakia,2008,Recovery,NONHW,1293443
2025/12/15,Luxembourg,2010,Recovery,HW,62312.791999999994
2025/12/15,Switzerland,2008,Disposal,NONHW,839296.9
2025/12/15,Germany,2015,Recovery,HW,9431518.479144
2025/12/15,Slovenia,2018,Recovery,HW,55930.07499999998
2025/12/15,Switzerland,2016,Recovery,NONHW,673816
2025/12/15,Greece,2013,Disposal,NONHW,1672968.1
2025/12/15,Switzerland,2016,Disposal,HW,455560.132
2025/12/15,Finland,2011,Disposal,NONHW,2522651.2699999996
2025/12/15,Malta,2013,Disposal,HW,5697.085000000001
2025/12/15,Portugal,2011,Recovery,NONHW,1952974.923
2025/12/15,Portugal,2017,Recovery,NONHW,2055294.7
2025/12/15,Switzerland,2010,Recovery,HW,157835.00899999996
2025/12/15,Estonia,2021,Disposal,NONHW,60331.6
2025/12/15,Slovakia,2021,Disposal,HW,90101.81
2025/12/15,Ireland,2007,Recovery,NONHW,1918465.3323999997
2025/12/15,Lithuania,2013,Recovery,NONHW,53710
2025/12/15,Denmark,2011,Recovery,HW,248875.922
2025/12/15,Slovakia,2014,Disposal,NONHW,283040.637
2025/12/15,Cyprus,2008,Recovery,NONHW,11630
2025/12/15,Slovakia,2010,Disposal,HW,87017.46200000003
2025/12/15,Portugal,2022,Disposal,NONHW,264732.42794
2025/12/15,France,2024,Disposal,HW,1916917.2024819998
2025/12/15,Bulgaria,2020,Recovery,HW,30699
2025/12/15,Italy,2021,Recovery,HW,2237801.942
2025/12/15,Poland,2009,Recovery,HW,408721.3671
2025/12/15,Serbia,2022,Disposal,HW,7647.594000000001
2025/12/15,Estonia,2023,Recovery,HW,34691.86
2025/12/15,Latvia,2017,Recovery,NONHW,743159
2025/12/15,Poland,2016,Recovery,NONHW,61594543.421000004
2025/12/15,Cyprus,2016,Recovery,HW,2444.08
2025/12/15,Denmark,2017,Disposal,HW,90296.86600000002
2025/12/15,Iceland,2018,Disposal,HW,6740
2025/12/15,Denmark,2008,Disposal,NONHW,358096
2025/12/15,Switzerland,2013,Disposal,HW,486155.5339999999
2025/12/15,Norway,2015,Recovery,HW,646223.2950000002
2025/12/15,Portugal,2019,Disposal,HW,162717.30461999998
2025/12/15,Malta,2007,Recovery,HW,634.15
2025/12/15,Sweden,2019,Disposal,NONHW,1233916.5199999998
2025/12/15,Cyprus,2013,Recovery,HW,496.28
2025/12/15,Belgium,2023,Disposal,HW,1537152.039
2025/12/15,Luxembourg,2018,Recovery,HW,63185.359999999986
2025/12/15,Iceland,2012,Disposal,HW,6924
2025/12/15,Slovenia,2019,Recovery,NONHW,597984.8
2025/12/15,Ireland,2019,Recovery,NONHW,4136668.1309
2025/12/15,Greece,2022,Disposal,HW,10322.682900000003
2025/12/15,Czechia,2015,Disposal,HW,255623.7884
2025/12/15,Portugal,2012,Recovery,HW,112983.361
2025/12/15,Romania,2013,Recovery,HW,189342.20700000005
2025/12/15,Belgium,2016,Recovery,HW,1103309.1500000001
2025/12/15,Belgium,2023,Recovery,HW,1048745.932
2025/12/15,Iceland,2012,Recovery,NONHW,95000
2025/12/15,Denmark,2024,Recovery,NONHW,2338281.367
2025/12/15,Slovenia,2023,Disposal,HW,39551.03599999999
2025/12/15,Lithuania,2022,Recovery,NONHW,140747.03
2025/12/15,Bulgaria,2023,Disposal,HW,26871.267999999996
2025/12/15,Denmark,2021,Recovery,HW,188628.15400000007
2025/12/15,Portugal,2014,Recovery,NONHW,2365295.641
2025/12/15,Switzerland,2017,Disposal,HW,417556.0459999999
2025/12/15,Norway,2009,Disposal,NONHW,687951.8
2025/12/15,Belgium,2016,Disposal,NONHW,2391506.852
2025/12/15,France,2021,Disposal,NONHW,5189285.306818999
2025/12/15,Iceland,2014,Disposal,HW,12066
2025/12/15,Bulgaria,2022,Disposal,HW,31167.66
2025/12/15,Denmark,2014,Recovery,HW,252161.438
2025/12/15,Czechia,2019,Disposal,NONHW,1069627.4937590002
2025/12/15,Ireland,2024,Recovery,NONHW,5897645.839999999
2025/12/15,Ireland,2016,Disposal,NONHW,1519406.453
2025/12/15,Austria,2021,Disposal,NONHW,1696700.51
2025/12/15,Ireland,2017,Recovery,HW,209283.12033999985
2025/12/15,Estonia,2008,Disposal,HW,600738.788
2025/12/15,Finland,2012,Recovery,NONHW,5740133.880000001
2025/12/15,Italy,2009,Disposal,NONHW,6958236.8440000005
2025/12/15,Italy,2022,Disposal,HW,5306205.4240999995
2025/12/15,France,2010,Disposal,HW,1951619.7965
2025/12/15,Slovenia,2014,Recovery,HW,32555.553000000004
2025/12/15,Poland,2018,Disposal,HW,355390.719
2025/12/15,Romania,2007,Recovery,NONHW,4677112
2025/12/15,Finland,2016,Disposal,NONHW,1540056.5799999998
2025/12/15,Netherlands,2018,Recovery,NONHW,29832685.739
2025/12/15,Switzerland,2020,Disposal,HW,412070.24
2025/12/15,Slovenia,2017,Disposal,HW,46657.06999999999
2025/12/15,Austria,2010,Recovery,HW,246426.87199999986
2025/12/15,Netherlands,2007,Recovery,HW,2548008.258
2025/12/15,Slovenia,2018,Disposal,NONHW,342710.68000000005
2025/12/15,Croatia,2024,Recovery,HW,14399.284000000003
2025/12/15,Serbia,2012,Recovery,HW,18389.33
2025/12/15,Malta,2014,Disposal,NONHW,22400
2025/12/15,Cyprus,2023,Disposal,NONHW,15113.300000000001
2025/12/15,Norway,2016,Disposal,HW,913030.344
2025/12/15,Serbia,2016,Disposal,NONHW,254560
2025/12/15,Denmark,2019,Disposal,HW,82741.234
2025/12/15,Poland,2018,Recovery,NONHW,58826250.959
2025/12/15,Finland,2023,Recovery,HW,283506.181
2025/12/15,Poland,2011,Recovery,NONHW,65374601.39
2025/12/15,Estonia,2024,Disposal,HW,93202
2025/12/15,Portugal,2018,Recovery,HW,159872.81220000004
2025/12/15,Finland,2009,Disposal,HW,704567.9600000002
2025/12/15,Lithuania,2009,Recovery,HW,15636.119999999999
2025/12/15,Lithuania,2007,Disposal,NONHW,90407
2025/12/15,Serbia,2016,Recovery,HW,8970
2025/12/15,Sweden,2011,Disposal,HW,296433.129
2025/12/15,Hungary,2011,Recovery,HW,72094.60999999999
2025/12/15,Bulgaria,2011,Disposal,NONHW,11001040
2025/12/15,France,2014,Recovery,NONHW,17199890.591000002
2025/12/15,Austria,2023,Disposal,HW,431487.22299999994
2025/12/15,United Kingdom,2019,Recovery,NONHW,80773134
2025/12/15,Norway,2014,Disposal,HW,676675.4938
2025/12/15,Ireland,2023,Disposal,NONHW,1486290.4611999998
2025/12/15,Latvia,2007,Recovery,NONHW,27409.7
2025/12/15,Portugal,2021,Disposal,NONHW,274778.87176
2025/12/15,United Kingdom,2012,Disposal,HW,1649021.7921299995
2025/12/15,Finland,2016,Recovery,HW,206217.78000000006
2025/12/15,Hungary,2024,Recovery,HW,114491.70699999998
2025/12/15,Portugal,2010,Recovery,HW,107567.37199999999
2025/12/15,Ireland,2008,Disposal,HW,298018.55000000005
2025/12/15,Denmark,2017,Recovery,HW,156705.76799999998
2025/12/15,Germany,2020,Recovery,NONHW,67414895.57900001
2025/12/15,Germany,2020,Disposal,NONHW,13614871.943030003
2025/12/15,Poland,2009,Recovery,NONHW,62977172.720000006
2025/12/15,Bulgaria,2018,Recovery,HW,12930
2025/12/15,Portugal,2010,Disposal,HW,115529.3438
2025/12/15,Switzerland,2011,Recovery,HW,175548.44299999994
2025/12/15,Portugal,2012,Recovery,NONHW,2317231.202
2025/12/15,Romania,2007,Disposal,NONHW,3477549.517
2025/12/15,Italy,2017,Disposal,NONHW,17222215.642
2025/12/15,Ireland,2013,Disposal,NONHW,1598969.0860000001
2025/12/15,Spain,2010,Disposal,HW,947124.5423500004
2025/12/15,Ireland,2009,Disposal,HW,78130.65099999998
2025/12/15,Hungary,2010,Disposal,NONHW,1178762.08
2025/12/15,Cyprus,2017,Recovery,HW,3123.6800000000003
2025/12/15,Croatia,2020,Recovery,HW,17342.137000000002
2025/12/15,Sweden,2013,Disposal,NONHW,1220254.8
2025/12/15,Italy,2023,Disposal,NONHW,9739752.146900002
2025/12/15,Estonia,2008,Recovery,HW,146639.13000000003
2025/12/15,Bulgaria,2012,Disposal,HW,33270.659999999996
2025/12/15,Italy,2020,Disposal,NONHW,11461782.1487
2025/12/15,Hungary,2024,Disposal,HW,241649.45799999998
2025/12/15,Germany,2017,Recovery,NONHW,74138696.13399999
2025/12/15,Belgium,2024,Disposal,NONHW,2558766.9599999995
2025/12/15,Luxembourg,2020,Disposal,NONHW,69230
2025/12/15,Estonia,2009,Recovery,HW,117066.19499999999
2025/12/15,Czechia,2014,Recovery,NONHW,1983079.0673
2025/12/15,France,2020,Disposal,NONHW,4558132.170996
2025/12/15,Italy,2015,Recovery,NONHW,89071122.26699999
2025/12/15,Luxembourg,2020,Recovery,HW,91811.97
2025/12/15,Portugal,2018,Disposal,HW,145236.63798000003
2025/12/15,Netherlands,2011,Recovery,NONHW,41437071.823
2025/12/15,Spain,2018,Recovery,NONHW,9113153.381000001
2025/12/15,Netherlands,2022,Disposal,HW,1899856.225
2025/12/15,Cyprus,2009,Disposal,NONHW,4140
2025/12/15,Cyprus,2016,Disposal,NONHW,548
2025/12/15,Italy,2007,Recovery,NONHW,10945821.25
2025/12/15,Bulgaria,2010,Recovery,HW,41942.590000000004
2025/12/15,Finland,2023,Disposal,HW,792996.101
2025/12/15,Austria,2015,Recovery,NONHW,2436413.1
2025/12/15,Austria,2016,Disposal,HW,315757.29000000004
2025/12/15,Switzerland,2017,Recovery,NONHW,695709.8
2025/12/15,Estonia,2011,Disposal,NONHW,88500.24000000002
2025/12/15,Norway,2016,Recovery,HW,591169.099
2025/12/15,Romania,2009,Disposal,HW,102089.15999999999
2025/12/15,United Kingdom,2014,Disposal,HW,2016510.9231300002
2025/12/15,Portugal,2008,Disposal,NONHW,619461.4711999999
2025/12/15,Slovenia,2007,Recovery,HW,27887.946000000004
2025/12/15,Iceland,2010,Recovery,NONHW,91400
2025/12/15,Estonia,2020,Recovery,HW,53600.545999999995
2025/12/15,Spain,2012,Disposal,NONHW,7239465.849699999
2025/12/15,Germany,2011,Disposal,HW,3228687.6410000003
2025/12/15,Norway,2013,Recovery,HW,399784.332
2025/12/15,Latvia,2018,Disposal,NONHW,1163060.8400000003
2025/12/15,Norway,2012,Disposal,HW,747046.4758
2025/12/15,Serbia,2023,Recovery,HW,45819.289
2025/12/15,Malta,2017,Disposal,NONHW,29614.3
2025/12/15,Italy,2011,Recovery,HW,2717321.0190000003
2025/12/15,Greece,2018,Disposal,HW,14409.4
2025/12/15,Portugal,2012,Disposal,HW,138114.462
2025/12/15,Bulgaria,2008,Disposal,NONHW,3819650
2025/12/15,Estonia,2024,Recovery,HW,975067
2025/12/15,Iceland,2015,Recovery,HW,19895
2025/12/15,Netherlands,2017,Disposal,HW,1013687.6970000003
2025/12/15,Italy,2013,Recovery,NONHW,15707959.501
2025/12/15,Sweden,2022,Recovery,HW,609787.371
2025/12/15,Netherlands,2007,Disposal,NONHW,2108750.02
2025/12/15,Latvia,2007,Disposal,NONHW,20038.6
2025/12/15,Estonia,2012,Disposal,HW,864500.6680000001
2025/12/15,Croatia,2023,Recovery,NONHW,611523.5
2025/12/15,Spain,2009,Recovery,HW,998166.8809999997
2025/12/15,Bulgaria,2019,Recovery,NONHW,979050
2025/12/15,Norway,2011,Disposal,NONHW,363282.1633
2025/12/15,Luxembourg,2022,Disposal,HW,16038.4
2025/12/15,Poland,2020,Recovery,NONHW,52519957.718
2025/12/15,Denmark,2010,Recovery,NONHW,2660781.2
2025/12/15,Sweden,2023,Recovery,NONHW,5871710.3639
2025/12/15,United Kingdom,2016,Recovery,HW,1837200.1100000006
2025/12/15,Poland,2014,Recovery,HW,439116.4989999999
2025/12/15,Luxembourg,2019,Recovery,HW,58046.37000000001
2025/12/15,Slovenia,2010,Disposal,HW,54771.633000000016
2025/12/15,Romania,2013,Disposal,NONHW,2787889.9889999996
2025/12/15,Belgium,2024,Recovery,HW,951355.829
2025/12/15,Greece,2016,Disposal,HW,11009.496
2025/12/15,Austria,2008,Disposal,NONHW,1369577.4
2025/12/15,Slovenia,2010,Recovery,NONHW,440301
2025/12/15,Romania,2024,Recovery,HW,74670.158
2025/12/15,Spain,2018,Disposal,HW,769071.1258300002
2025/12/15,Belgium,2014,Recovery,NONHW,11482462.718000002
2025/12/15,Estonia,2018,Recovery,HW,91574.76999999999
2025/12/15,Hungary,2018,Disposal,NONHW,1902150
2025/12/15,Estonia,2009,Disposal,NONHW,147378.4
2025/12/15,Sweden,2010,Recovery,NONHW,4738078.2
2025/12/15,Austria,2015,Disposal,NONHW,1686939.96
2025/12/15,Bulgaria,2018,Disposal,HW,37976
2025/12/15,Luxembourg,2015,Disposal,HW,8718.38
2025/12/15,Denmark,2008,Recovery,NONHW,2396698
2025/12/15,Poland,2024,Recovery,NONHW,50869627.255
2025/12/15,Belgium,2022,Recovery,NONHW,11637672.4
2025/12/15,Latvia,2011,Recovery,NONHW,177409.2
2025/12/15,Austria,2016,Recovery,NONHW,2488061.2
2025/12/15,Sweden,2014,Disposal,NONHW,1146919.04
2025/12/15,Croatia,2015,Disposal,NONHW,40697.2
2025/12/15,Latvia,2020,Disposal,NONHW,1059669.7000000004
2025/12/15,Estonia,2007,Disposal,HW,484712.033
2025/12/15,United Kingdom,2015,Recovery,NONHW,80710915.60999998
2025/12/15,Serbia,2017,Disposal,NONHW,361070
2025/12/15,Portugal,2009,Disposal,NONHW,479206.74033999996
2025/12/15,Hungary,2013,Disposal,NONHW,326030
2025/12/15,Germany,2010,Recovery,NONHW,57973794.41
2025/12/15,Switzerland,2022,Disposal,NONHW,892540.93
2025/12/15,Latvia,2008,Recovery,NONHW,78342.8
2025/12/15,Switzerland,2008,Disposal,HW,404188.36199999996
2025/12/15,Italy,2021,Disposal,HW,3525477.5517
2025/12/15,Finland,2010,Recovery,NONHW,5458367.34
2025/12/15,Portugal,2011,Recovery,HW,118250.12100000003
2025/12/15,Sweden,2016,Recovery,NONHW,5849317
2025/12/15,Spain,2015,Disposal,NONHW,5757785.513
2025/12/15,Iceland,2009,Recovery,NONHW,95000
2025/12/15,Malta,2020,Disposal,NONHW,25046
2025/12/15,Croatia,2023,Disposal,NONHW,91596.163
2025/12/15,Lithuania,2013,Recovery,HW,24164.35
2025/12/15,Cyprus,2008,Recovery,HW,857.6
2025/12/15,Belgium,2008,Disposal,NONHW,2259593.3000000003
2025/12/15,Luxembourg,2024,Disposal,NONHW,139920
2025/12/15,Slovakia,2014,Disposal,HW,63462.452
2025/12/15,Malta,2010,Disposal,HW,2015.2
2025/12/15,Czechia,2017,Disposal,NONHW,950619.9980000001
2025/12/15,Slovakia,2011,Disposal,HW,83158.73999999998
2025/12/15,Luxembourg,2013,Recovery,NONHW,751629
2025/12/15,Slovenia,2024,Recovery,HW,45122.747
2025/12/15,Belgium,2018,Recovery,NONHW,12681779.269
2025/12/15,Poland,2015,Recovery,NONHW,61284728.62
2025/12/15,Germany,2023,Disposal,NONHW,12727447.838
2025/12/15,Latvia,2017,Recovery,HW,9053.380000000001
2025/12/15,Switzerland,2011,Disposal,NONHW,771601.8
2025/12/15,Greece,2008,Disposal,NONHW,2280245.1
2025/12/15,Italy,2013,Recovery,HW,1668405.4980000001
2025/12/15,Netherlands,2023,Disposal,NONHW,2270095.1440000003
2025/12/15,France,2023,Disposal,NONHW,3775887.8169900007
2025/12/15,Luxembourg,2016,Disposal,NONHW,132408.99
2025/12/15,Serbia,2015,Disposal,HW,17513
2025/12/15,Malta,2016,Disposal,NONHW,2751.9
2025/12/15,Italy,2020,Disposal,HW,3284600.4077
2025/12/15,Finland,2014,Disposal,HW,561202.36
2025/12/15,Lithuania,2016,Disposal,NONHW,12192.84
2025/12/15,Estonia,2021,Recovery,HW,32261.770000000008
2025/12/15,Poland,2020,Disposal,HW,428095.7006
2025/12/15,Cyprus,2010,Recovery,NONHW,20040
2025/12/15,France,2018,Recovery,HW,2679917.3036429994
2025/12/15,Finland,2018,Recovery,NONHW,6675375.74
2025/12/15,Finland,2008,Disposal,NONHW,4413217.710000001
2025/12/15,Austria,2013,Recovery,NONHW,1603349.3
2025/12/15,Netherlands,2020,Recovery,NONHW,19601604.657
2025/12/15,Italy,2013,Disposal,NONHW,11301779.872999998
2025/12/15,Lithuania,2008,Recovery,NONHW,260773
2025/12/15,Malta,2022,Recovery,HW,5116.799
2025/12/15,Slovakia,2007,Recovery,NONHW,1235814
2025/12/15,Luxembourg,2017,Recovery,NONHW,414737
2025/12/15,United Kingdom,2016,Disposal,HW,2069153.7038800004
2025/12/15,Germany,2016,Recovery,NONHW,64941734.045
2025/12/15,Poland,2011,Disposal,NONHW,14446420.929
2025/12/15,Greece,2022,Recovery,HW,262669.8079999999
2025/12/15,Denmark,2021,Disposal,NONHW,275068.066
2025/12/15,Finland,2019,Disposal,NONHW,2758837.887
2025/12/15,Denmark,2013,Disposal,NONHW,253665.9
2025/12/15,Iceland,2015,Disposal,HW,110
2025/12/15,Germany,2024,Recovery,HW,10872508.2865
2025/12/15,Portugal,2014,Recovery,HW,110133.63300000003
2025/12/15,Switzerland,2010,Disposal,HW,377767.76000000007
2025/12/15,Germany,2018,Recovery,NONHW,70924997.095
2025/12/15,Ireland,2021,Disposal,HW,100166.30870000001
2025/12/15,Serbia,2012,Disposal,HW,7601
2025/12/15,Serbia,2020,Disposal,NONHW,262111
2025/12/15,Denmark,2023,Recovery,NONHW,1856985.7205
2025/12/15,Luxembourg,2009,Recovery,NONHW,1675431
2025/12/15,Finland,2010,Disposal,HW,704940.29
2025/12/15,Belgium,2007,Recovery,NONHW,10989538.390999999
2025/12/15,Portugal,2015,Disposal,NONHW,245571.19
2025/12/15,Czechia,2019,Disposal,HW,528027.1922850001
2025/12/15,Lithuania,2008,Disposal,HW,1422.38
2025/12/15,Croatia,2018,Disposal,HW,16671.230999999992
2025/12/15,Bulgaria,2019,Disposal,HW,46106
2025/12/15,Hungary,2023,Recovery,NONHW,1845146.12
2025/12/15,Romania,2011,Recovery,NONHW,3792925.6
2025/12/15,Latvia,2017,Disposal,NONHW,34658.8
2025/12/15,Czechia,2017,Recovery,HW,130017.02145999996
2025/12/15,Belgium,2021,Disposal,HW,1126142.656
2025/12/15,Czechia,2008,Recovery,HW,74484.99989999998
2025/12/15,Belgium,2010,Recovery,HW,1069163.8170000003
2025/12/15,Romania,2020,Disposal,NONHW,1463632.221
2025/12/15,Sweden,2009,Disposal,HW,234691.716
2025/12/15,Switzerland,2022,Recovery,HW,295677.677
2025/12/15,Portugal,2017,Disposal,HW,109862.42499999994
2025/12/15,Poland,2017,Disposal,HW,399846.7277000001
2025/12/15,Iceland,2016,Disposal,HW,4053
2025/12/15,Ireland,2023,Disposal,HW,120896.47500000003
2025/12/15,Poland,2023,Recovery,NONHW,49366993.28
2025/12/15,Portugal,2020,Disposal,HW,148977.6186
2025/12/15,Romania,2020,Recovery,HW,94001.71999999999
2025/12/15,Latvia,2010,Disposal,NONHW,36285.93
2025/12/15,Czechia,2012,Disposal,HW,234868.30761000005
2025/12/15,Estonia,2019,Disposal,NONHW,20196.9
2025/12/15,Romania,2017,Disposal,NONHW,1153964.5889999995
2025/12/15,Switzerland,2008,Recovery,NONHW,253210.5
