y,target,n,G,G_eff_leverage,G_eff_score,top_cluster,top_cluster_score_share,mde_80,coef,se,t,p_naive_z,p_t_Gm1,ci_lo,ci_hi,sd_within_x,p_wild,n_wild_draws,p_webb,tag,sample,xs
g_ind,x_dig,200,17,7.261332523947588,3.868602310306088,IT,0.4125919185133166,0.22236754129991598,0.019600967782335856,0.07508598460329916,0.26104695684412216,0.7940562959641617,0.7973865590168105,-0.13957420887544356,0.17877614444011528,1.0683259205404962,0.7955795579557956,9999,0.7934793479347935,A1 FE: dig only,NUTS2_lenient,x_dig
g_ind,x_dig,200,17,8.175645999676313,4.120469775141994,FI,0.4066643056115713,0.29824858273319094,0.040691979070261855,0.1007084413496127,0.40405728184192924,0.6861705970673964,0.691519976862319,-0.172800379423095,0.25418433756361875,1.0683259205404962,0.6971697169716972,9999,0.7088708870887088,A2 FE: dig + controls,NUTS2_lenient,x_dig+ln_gvapc04+ind_share04
g_ind,x_dig,200,17,9.801571160406317,4.1561025799110265,FI,0.4081159817031084,0.3527558441644265,-0.03727579011094817,0.11911369675995033,-0.3129429370836338,0.7543240156539248,0.7583662096291233,-0.28978554708220045,0.2152339668603041,1.0683259205404962,0.7751775177517751,9999,0.7716771677167716,A3 FE: dig + nondig + controls  [CLAIM],NUTS2_lenient,x_dig+x_nondig+ln_gvapc04+ind_share04
g_ind,x_nondig,200,17,11.678649762046007,2.603466503001901,FR,0.5901833950722982,0.7509292501088197,0.23969409391326507,0.2535633653285311,0.9453025424343292,0.3445044408041642,0.3585623462196468,-0.29783622793506287,0.7772244157615931,0.8499742529369398,0.42524252425242526,9999,0.4243424342434243,"A3b FE: same, target = NON-digital",NUTS2_lenient,x_dig+x_nondig+ln_gvapc04+ind_share04
g_ind,x_total,200,17,9.073978549041021,3.1390005035968476,FR,0.47534954370057086,0.6054872978203489,0.189019869112447,0.20445254579809985,0.9245170725294227,0.35521716686583216,0.3689513158072013,-0.2444001661642211,0.6224399043891151,0.8613160738212815,0.40344034403440343,9999,0.4002400240024002,A4 FE: total patents + controls,NUTS2_lenient,x_total+ln_gvapc04+ind_share04
g_ind,x_tilt,200,17,12.138845502841368,3.009209636814356,FR,0.5408376935053051,0.4969115933263534,-0.13848494201210718,0.16779020907273717,-0.8253457861303091,0.4091753044632489,0.42131124132270936,-0.4941842953828449,0.2172144113586306,0.8152293080891003,0.47904790479047904,9999,0.47334733473347335,A5 FE: tilt (dig-nondig) + sum + controls,NUTS2_lenient,x_tilt+x_sum+ln_gvapc04+ind_share04
g_ind,x_dig,200,17,11.113778062529391,2.1187012021129408,FI,0.6613571519741215,0.49621997131884144,-0.07944777337138603,0.16755667175382918,-0.4741546399782222,0.6353896370284109,0.6417957437496835,-0.43465204974220484,0.2757565029994328,0.2902420564936358,0.784978497849785,9999,0.7834783478347834,Aw2 FE equal-country-weight: dig + controls,NUTS2_lenient,x_dig+ln_gvapc04+ind_share04
g_ind,x_dig,200,17,11.781347798256746,1.9672870280351642,FI,0.705596954255299,0.5037174236570614,-0.18373877020568985,0.17008830738527358,-1.0802551511638956,0.28002857523346014,0.29604360078421665,-0.5443098743673049,0.1768323339559253,0.2902420564936358,0.5091509150915091,9999,0.4886488648864887,Aw3 FE equal-country-weight: dig + nondig + controls,NUTS2_lenient,x_dig+x_nondig+ln_gvapc04+ind_share04
g_ind,x_total,200,17,11.539024939627149,6.061663994398412,NL,0.24303804029606862,0.5872001179236621,0.20168848071045659,0.19827758473978413,1.0172026302173736,0.3090570450629455,0.32419280043431375,-0.21864122189620316,0.6220181833171163,0.22994653075019236,0.32633263326332634,9999,0.33693369336933693,Aw4 FE equal-country-weight: total patents + controls,NUTS2_lenient,x_total+ln_gvapc04+ind_share04
g_ind_real,x_dig,200,17,10.440909227017315,5.935968728979678,EL,0.2706763322841468,0.40661983104271315,0.3222954466890813,0.13730174014871296,2.3473515072715005,0.01890740802054025,0.032103483494007934,0.031228760155525004,0.6133621332226376,2.109957505890921,0.08270827082708271,9999,0.0823082308230823,B1 pooled: dig + controls,NUTS2_lenient,x_dig+ln_gvapc04+ind_share04
g_ind_real,x_dig,200,17,11.351565039419535,5.639425455055009,FI,0.30103009668999087,0.414808639217147,0.13364807175297,0.14006682322203623,0.9541736485385185,0.3399957510495506,0.3541903287244732,-0.16328032904051126,0.43057647254645126,2.109957505890921,0.36723672367236726,9999,0.3718371837183718,B2 pooled: dig + nondig + controls,NUTS2_lenient,x_dig+x_nondig+ln_gvapc04+ind_share04
g_ind_real,x_dig,200,17,11.565328636546008,5.845805173842949,FI,0.3350094474203988,0.3264639238474613,0.07071900244413304,0.11023580607244124,0.6415247909346278,0.5211817793153661,0.5302654628378378,-0.1629704670127617,0.30440847190102777,2.109957505890921,0.5385538553855386,9999,0.5302530253025303,B3 pooled: + accession dummy,NUTS2_lenient,x_dig+x_nondig+acc+ln_gvapc04+ind_share04
