FacilityInspireId,facilityName,countryName,Longitude,Latitude,NUTS_ID,CNTR_CODE,pollutant_def
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001992.ProductionFacility,"Seinäjoen Voima Oy, Seinäjoen voimalaitos",Finland,22.81697,62.74109,FI19,FI,excl_biomass
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00904,Palm Power GmbH & Co. KG,Germany,10.652985674629509,49.9840533037844,DE26,DE,excl_biomass
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/50006414,B+T Energie GmbH,Germany,9.8492,51.3181,DE73,DE,excl_biomass
CZ.MZP.P323/CZ47150542.FACILITY,Teplárna ELÚ III,Czechia,13.34546117,49.73952909,CZ03,CZ,excl_biomass
SE.CAED/10024476.Facility,LKAB - Malmbergsgruvan,Sweden,20.70867,67.19643,SE33,SE,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-754008-700-0128330,Pfleiderer Gütersloh GmbH (Werk 2),Germany,8.40002,51.91545,DEA4,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001572.ProductionFacility,"Koskisen Oyj, Tehdastien laitosalue",Finland,25.26495,60.86224,FI1C,FI,excl_biomass
CZ.MZP.S202/CZ49789451.FACILITY,"Vápenka Čertovy schody, a.s.",Czechia,14.05710849,49.91027826,CZ02,CZ,excl_biomass
SE.CAED/10022364.Facility,"Sundsvall Energi AB, Korstaverk",Sweden,17.39061,62.40352,SE32,SE,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-316000-300-0535035,AVEA Entsorgungsbetriebe GmbH & Co. KG,Germany,7.0042,51.04232,DEA2,DE,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-354012-300-0877384,RWE Power AG,Germany,6.31458,50.83316,DEA2,DE,excl_biomass
CZ.MZP.M714/CZ24145642.FACILITY,Teplárna Přerov,Czechia,17.42852611,49.44506129,CZ07,CZ,excl_biomass
RO.CAED/108DB0001.FACILITY,HEIDELBERG MATERIALS ROMANIA SA - Sucursala Fieni,Romania,25.41758611,45.12266666,RO31,RO,excl_biomass
SE.CAED/10015586.Facility,"Kraftvärmeverket Torsvik, KVVT1 (avfall) och KVVT2 (flis)",Sweden,14.15166,57.69603,SE21,SE,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-570020-500-0055819,Heidelberg Materials AG Zementwerk Ennigerloh,Germany,8.02882,51.85617,DEA3,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001216.ProductionFacility,"Loimua Oy, Vanajan voimalaitos, Hämeenlinna",Finland,24.50551,60.9748,FI1C,FI,excl_biomass
UK.CAED/NRW170258.FACILITY,Padeswood Cement Works,United Kingdom,-3.06202,53.15499,UKL2,UK,excl_biomass
CZ.MZP.T802/CZ29145586.FACILITY,Provozovna Třinec,Czechia,18.64728154,49.68810552,CZ08,CZ,excl_biomass
UK.CAED/EW_EA-16950.FACILITY,Runcorn Energy From Waste Facility,United Kingdom,-2.754611,53.329105,UKD7,UK,excl_biomass
CZ.MZP.U425/CZ88860818.FACILITY,Teplárna Komořany,Czechia,13.57208569,50.52233538,CZ04,CZ,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001348.ProductionFacility,"Metsä Fibre Oy, Puunjalostusteollisuus",Finland,24.51977,65.75583,FI1D,FI,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000052805.ProductionFacility,"Järvi-Suomen Voima Oy, Ristiinan voimalaitos",Finland,27.26546,61.47262,FI1D,FI,excl_biomass
SE.CAED/10014265.Facility,"NYNAS AB, Oljeraffinaderiet i Nynäshamn",Sweden,17.96672,58.92093,SE11,SE,excl_biomass
SE.CAED/10021743.Facility,"STORA ENSO PAPER AB, Kvarnsveden Mill",Sweden,15.42088,60.52322,SE31,SE,excl_biomass
NL.RIVM/000010079.FACILITY,Chemours Netherlands B.V.,Netherlands,4.7273,51.81815,NL33,NL,excl_biomass
MT.ERA/000000017.FACILITY,Marsa Power Station,Malta,14.497697,35.882495,MT00,MT,excl_biomass
SE.CAED/10024561.Facility,SSAB EMEA AB i Luleå,Sweden,22.21426,65.56204,SE33,SE,excl_biomass
SE.CAED/10019475.Facility,Rya Gaskraftvärmeverk,Sweden,11.88873,57.692,SE23,SE,excl_biomass
SE.CAED/10023612.Facility,SCA Obbola AB,Sweden,20.32111,63.70116,SE33,SE,excl_biomass
