country_code,year,verified_emissions_t,log_emissions,d_log_emissions,dii_high_share_manufacturing,dii_version,dii_high_share_d35,dii_high_share_c_or_d35,eibis_digital_multi,gdp_per_capita,d_log_gdp_per_capita,energy_import_dependency_pct,eu_accession_cohort,dii_version_break_vs_prior_year
IE,2024,11294199.0,16.239799789034898,-0.07663970691293187,0.4943,4,0.775,0.63465,0.47,89300.0,0.01887808281469283,79.533,EU-15,True
IE,2025,10670686.0,16.18301091361989,-0.05678887541500899,0.4396,3,0.6925,0.5660499999999999,0.45,94930.0,0.061138290011253815,,EU-15,True
IS,2013,1779881.0,14.39205706610086,,,,,,,52880.0,0.025085087480563928,13.505,,True
IS,2014,1754945.0,14.377948075359686,-0.014108990741172889,,,,,,53280.0,0.0075358306887025606,13.955,,True
IS,2015,1812042.0,14.409964944124384,0.032016868764698,,,,,,54760.0,0.027398974188114877,16.418,,True
IS,2016,1780965.0,14.392665910197731,-0.017299033926652996,,,,,,57320.0,0.04568960253972243,18.941,,False
IS,2017,1831667.0,14.420737039135354,0.028071128937622092,,,,,,57910.0,0.010240478277728116,18.37,,False
IS,2018,1854685.0,14.433225428283343,0.012488389147989665,,,,,,59120.0,0.02067919540224672,19.143,,False
IS,2019,1796154.0,14.401158270270745,-0.032067158012598185,,,,,,58770.0,-0.005937756015386597,16.106,,False
IS,2020,1759642.0,14.38062093723299,-0.020537333037754735,,,,,,54190.0,-0.08113513104653691,11.966,,True
IS,2021,1828020.0,14.418743971855418,0.038123034622428165,,,,,,56150.0,0.03553029160642929,15.132,,True
IS,2022,1875076.0,14.444159749898528,0.025415778043109682,,,,,,59720.0,0.0616402914865386,17.336,,True
IS,2023,1812530.0,14.410234217298127,-0.0339255326004011,,,,,,61170.0,0.023989900583483603,16.978,,True
IS,2024,1889154.0,14.451639667776895,0.0414054504787682,,,,,,59270.0,-0.0315535974547263,16.807,,True
IS,2025,1676585.0,14.332269544468073,-0.11937012330882268,,,,,,59220.0,-0.000843953126302921,,,True
IT,2005,225989455.0,19.235998896855946,,,,,,,31850.0,0.0018856070954615944,83.348,EU-15,True
IT,2006,227439469.0,19.242394690622618,0.0063957937666714315,,,,,,32290.0,0.0137202027520118,85.867,EU-15,True
IT,2007,226405990.0,19.237840361540478,-0.00455432908213993,,,,,,32570.0,0.00863403451795719,83.002,EU-15,True
IT,2008,220676325.0,19.21220759315752,-0.025632768382958915,,,,,,31990.0,-0.017968265326715027,82.804,EU-15,True
IT,2009,184881602.0,19.03522618897291,-0.17698140418460895,,,,,,30110.0,-0.06056601146778462,80.777,EU-15,True
IT,2010,191489539.0,19.070343738461034,0.035117549488123956,,,,,,30440.0,0.010900190499842921,82.571,EU-15,True
