state_fips,year,total_co2e,total_co2e_excl_petro_ng,n_facilities,log_emissions,d_log_emissions,log_emissions_excl_petro_ng,d_log_emissions_excl_petro_ng,tech_emp_share,emp_total,emp_tech,tech_emp_share_diff
02,2016,19189688.616,6060123.382,85,16.769883641484334,0.016230076350822742,15.61724071790424,-0.05843904820851087,0.029913488241993167,250255.0,7486.0,0.00043535885944735384
02,2017,19628340.395999998,6336448.143999999,85,16.7924850184096,0.02260137692526598,15.661828939773144,0.044588221868904654,0.02941843695817737,246852.0,7262.0,-0.0004950512838157971
02,2018,18580237.47,5710900.134,85,16.737609072215545,-0.05487594619405556,15.55788721088931,-0.10394172888383402,0.028028694497785393,246319.0,6904.0,-0.0013897424603919774
02,2019,18858809.444,5748457.876,85,16.752490707196145,0.014881634980600467,15.564442181324434,0.006554970435123764,0.026983553951062975,249300.0,6727.0,-0.0010451405467224173
02,2020,18468117.378000002,5126680.32,86,16.731556418339306,-0.020934288856839345,15.449968896569075,-0.11447328475535912,0.028319197430212772,225077.0,6374.0,0.0013356434791497972
02,2021,18347917.755999997,5026528.11,86,16.72502665223875,-0.006529766100555889,15.430240067172464,-0.019728829396610692,0.026781643800266656,232510.0,6227.0,-0.0015375536299461166
02,2022,18634824.263199996,5057310.7032,87,16.740542660381482,0.015516008142732574,15.436345418396222,0.006105351223757438,0.025502943604764534,241031.0,6147.0,-0.001278700195502122
02,2023,18622824.625600006,5045345.6136,87,16.739898516782905,-0.0006441435985777844,15.433976715587926,-0.0023687028082957085,0.023919154223854006,248671.0,5948.0,-0.0015837893809105275
04,2010,61228865.679366,60649203.863366,78,17.930129297712817,,17.9206170665306,,,,,
04,2011,59936738.87171599,59261300.285716,96,17.90880021182809,-0.021329085884726595,17.89746704191615,-0.023150024614448483,,,,
04,2012,59626937.017670006,58986440.173669994,96,17.903617993314615,-0.005182218513475334,17.892818147890676,-0.004648894025475414,,,,
04,2013,62055152.369073,61387907.293073006,97,17.943534101930272,0.039916108615656753,17.93272342409603,0.03990527620535289,,,,
04,2014,61896085.252095,61114604.266095,102,17.940967492554652,-0.0025666093756200326,17.928261417938877,-0.004462006157151421,,,,
04,2015,58580912.36821701,57738570.088217005,100,17.885919473981687,-0.05504801857296471,17.871435967226965,-0.05682545071191214,0.03427456332466636,2224536.0,76245.0,
04,2016,52813466.209241,52020496.359240994,100,17.782276758000535,-0.10364271598115238,17.767148359639393,-0.1042876075875725,0.03407322238557014,2294353.0,78176.0,-0.0002013409390962187
04,2017,52159820.520684,51452992.862684,100,17.769823034638947,-0.012453723361588231,17.756179188867062,-0.010969170772330727,0.033547000670702744,2360211.0,79178.0,-0.0005262217148673948
04,2018,55888548.6821374,55215896.4241374,103,17.83887006351093,0.0690470288719851,17.82676144848756,0.07058225962049747,0.03434715372947133,2436592.0,83690.0,0.0008001530587685851
04,2019,51653541.453212,50875159.627212,103,17.760069317553256,-0.07880074595767539,17.744885339357726,-0.08187610912983345,0.03489083730528548,2513038.0,87682.0,0.0005436835758141495
04,2020,43553890.280598,42717513.188598,104,17.589509586333985,-0.17055973121927082,17.57011953904445,-0.1747658003132777,0.03407687250647772,2436814.0,83039.0,-0.0008139647988077564
