freq,unit,na_item,geo,time,value
A,CLV20_EUR_HAB,B1GQ,AL,2000,2120
A,CLV20_EUR_HAB,B1GQ,AL,2001,2330
A,CLV20_EUR_HAB,B1GQ,AL,2002,2440
A,CLV20_EUR_HAB,B1GQ,AL,2003,2580
A,CLV20_EUR_HAB,B1GQ,AL,2004,2730
A,CLV20_EUR_HAB,B1GQ,AL,2005,2880
A,CLV20_EUR_HAB,B1GQ,AL,2006,3080
A,CLV20_EUR_HAB,B1GQ,AL,2007,3300
A,CLV20_EUR_HAB,B1GQ,AL,2008,3550
A,CLV20_EUR_HAB,B1GQ,AL,2009,3680
A,CLV20_EUR_HAB,B1GQ,AL,2010,3800
A,CLV20_EUR_HAB,B1GQ,AL,2011,3910
A,CLV20_EUR_HAB,B1GQ,AL,2012,3950
A,CLV20_EUR_HAB,B1GQ,AL,2013,4030
A,CLV20_EUR_HAB,B1GQ,AL,2014,4130
A,CLV20_EUR_HAB,B1GQ,AL,2015,4230
A,CLV20_EUR_HAB,B1GQ,AL,2016,4400
A,CLV20_EUR_HAB,B1GQ,AL,2017,4550
A,CLV20_EUR_HAB,B1GQ,AL,2018,4730
A,CLV20_EUR_HAB,B1GQ,AL,2019,4850
A,CLV20_EUR_HAB,B1GQ,AL,2020,4710
A,CLV20_EUR_HAB,B1GQ,AL,2021,5190
A,CLV20_EUR_HAB,B1GQ,AL,2022,5500
A,CLV20_EUR_HAB,B1GQ,AT,2000,37880
A,CLV20_EUR_HAB,B1GQ,AT,2001,38230
A,CLV20_EUR_HAB,B1GQ,AT,2002,38610
A,CLV20_EUR_HAB,B1GQ,AT,2003,38880
A,CLV20_EUR_HAB,B1GQ,AT,2004,39620
A,CLV20_EUR_HAB,B1GQ,AT,2005,40270
A,CLV20_EUR_HAB,B1GQ,AT,2006,41370
A,CLV20_EUR_HAB,B1GQ,AT,2007,42790
A,CLV20_EUR_HAB,B1GQ,AT,2008,43270
A,CLV20_EUR_HAB,B1GQ,AT,2009,41620
A,CLV20_EUR_HAB,B1GQ,AT,2010,42280
A,CLV20_EUR_HAB,B1GQ,AT,2011,43370
A,CLV20_EUR_HAB,B1GQ,AT,2012,43450
A,CLV20_EUR_HAB,B1GQ,AT,2013,43080
A,CLV20_EUR_HAB,B1GQ,AT,2014,43070
A,CLV20_EUR_HAB,B1GQ,AT,2015,43200
A,CLV20_EUR_HAB,B1GQ,AT,2016,43550
A,CLV20_EUR_HAB,B1GQ,AT,2017,44260
A,CLV20_EUR_HAB,B1GQ,AT,2018,45140
A,CLV20_EUR_HAB,B1GQ,AT,2019,45730
A,CLV20_EUR_HAB,B1GQ,AT,2020,42650
A,CLV20_EUR_HAB,B1GQ,AT,2021,44580
A,CLV20_EUR_HAB,B1GQ,AT,2022,46430
A,CLV20_EUR_HAB,B1GQ,AT,2023,45670
A,CLV20_EUR_HAB,B1GQ,AT,2024,45140
A,CLV20_EUR_HAB,B1GQ,AT,2025,45390
A,CLV20_EUR_HAB,B1GQ,BA,2010,4200
A,CLV20_EUR_HAB,B1GQ,BA,2011,4240
A,CLV20_EUR_HAB,B1GQ,BA,2012,4210
A,CLV20_EUR_HAB,B1GQ,BA,2013,4320
A,CLV20_EUR_HAB,B1GQ,BA,2014,4370
A,CLV20_EUR_HAB,B1GQ,BA,2015,4570
A,CLV20_EUR_HAB,B1GQ,BA,2016,4730
A,CLV20_EUR_HAB,B1GQ,BA,2017,4890
A,CLV20_EUR_HAB,B1GQ,BA,2018,5090
A,CLV20_EUR_HAB,B1GQ,BA,2019,5240
A,CLV20_EUR_HAB,B1GQ,BA,2020,5110
A,CLV20_EUR_HAB,B1GQ,BA,2021,5520
A,CLV20_EUR_HAB,B1GQ,BA,2022,5790
A,CLV20_EUR_HAB,B1GQ,BA,2023,5920
A,CLV20_EUR_HAB,B1GQ,BA,2024,6130
A,CLV20_EUR_HAB,B1GQ,BE,2000,35370
A,CLV20_EUR_HAB,B1GQ,BE,2001,35640
A,CLV20_EUR_HAB,B1GQ,BE,2002,36080
A,CLV20_EUR_HAB,B1GQ,BE,2003,36300
A,CLV20_EUR_HAB,B1GQ,BE,2004,37440
A,CLV20_EUR_HAB,B1GQ,BE,2005,38100
A,CLV20_EUR_HAB,B1GQ,BE,2006,38810
A,CLV20_EUR_HAB,B1GQ,BE,2007,39950
A,CLV20_EUR_HAB,B1GQ,BE,2008,39810
A,CLV20_EUR_HAB,B1GQ,BE,2009,38740
A,CLV20_EUR_HAB,B1GQ,BE,2010,39420
A,CLV20_EUR_HAB,B1GQ,BE,2011,39670
A,CLV20_EUR_HAB,B1GQ,BE,2012,39510
A,CLV20_EUR_HAB,B1GQ,BE,2013,39440
A,CLV20_EUR_HAB,B1GQ,BE,2014,39960
A,CLV20_EUR_HAB,B1GQ,BE,2015,40310
A,CLV20_EUR_HAB,B1GQ,BE,2016,40590
A,CLV20_EUR_HAB,B1GQ,BE,2017,41030
A,CLV20_EUR_HAB,B1GQ,BE,2018,41610
A,CLV20_EUR_HAB,B1GQ,BE,2019,42400
A,CLV20_EUR_HAB,B1GQ,BE,2020,40190
A,CLV20_EUR_HAB,B1GQ,BE,2021,42530
A,CLV20_EUR_HAB,B1GQ,BE,2022,43890
A,CLV20_EUR_HAB,B1GQ,BE,2023,44190
A,CLV20_EUR_HAB,B1GQ,BE,2024,44410
A,CLV20_EUR_HAB,B1GQ,BE,2025,44650
A,CLV20_EUR_HAB,B1GQ,BG,2000,4160
A,CLV20_EUR_HAB,B1GQ,BG,2001,4460
A,CLV20_EUR_HAB,B1GQ,BG,2002,4750
A,CLV20_EUR_HAB,B1GQ,BG,2003,5020
A,CLV20_EUR_HAB,B1GQ,BG,2004,5380
A,CLV20_EUR_HAB,B1GQ,BG,2005,5790
A,CLV20_EUR_HAB,B1GQ,BG,2006,6220
A,CLV20_EUR_HAB,B1GQ,BG,2007,6670
A,CLV20_EUR_HAB,B1GQ,BG,2008,7110
A,CLV20_EUR_HAB,B1GQ,BG,2009,6910
A,CLV20_EUR_HAB,B1GQ,BG,2010,7060
A,CLV20_EUR_HAB,B1GQ,BG,2011,7390
A,CLV20_EUR_HAB,B1GQ,BG,2012,7530
A,CLV20_EUR_HAB,B1GQ,BG,2013,7600
A,CLV20_EUR_HAB,B1GQ,BG,2014,7770
A,CLV20_EUR_HAB,B1GQ,BG,2015,8130
A,CLV20_EUR_HAB,B1GQ,BG,2016,8490
A,CLV20_EUR_HAB,B1GQ,BG,2017,8840
A,CLV20_EUR_HAB,B1GQ,BG,2018,9170
A,CLV20_EUR_HAB,B1GQ,BG,2019,9650
A,CLV20_EUR_HAB,B1GQ,BG,2020,9440
A,CLV20_EUR_HAB,B1GQ,BG,2021,10250
A,CLV20_EUR_HAB,B1GQ,BG,2022,10740
A,CLV20_EUR_HAB,B1GQ,BG,2023,10950
A,CLV20_EUR_HAB,B1GQ,BG,2024,11330
A,CLV20_EUR_HAB,B1GQ,BG,2025,11710
A,CLV20_EUR_HAB,B1GQ,CH,2000,66030
A,CLV20_EUR_HAB,B1GQ,CH,2001,66750
A,CLV20_EUR_HAB,B1GQ,CH,2002,66530
A,CLV20_EUR_HAB,B1GQ,CH,2003,65860
A,CLV20_EUR_HAB,B1GQ,CH,2004,67120
A,CLV20_EUR_HAB,B1GQ,CH,2005,68690
A,CLV20_EUR_HAB,B1GQ,CH,2006,71090
A,CLV20_EUR_HAB,B1GQ,CH,2007,73260
A,CLV20_EUR_HAB,B1GQ,CH,2008,74230
A,CLV20_EUR_HAB,B1GQ,CH,2009,71980
A,CLV20_EUR_HAB,B1GQ,CH,2010,73760
A,CLV20_EUR_HAB,B1GQ,CH,2011,74140
A,CLV20_EUR_HAB,B1GQ,CH,2012,74160
A,CLV20_EUR_HAB,B1GQ,CH,2013,74650
A,CLV20_EUR_HAB,B1GQ,CH,2014,75620
A,CLV20_EUR_HAB,B1GQ,CH,2015,75780
A,CLV20_EUR_HAB,B1GQ,CH,2016,76410
A,CLV20_EUR_HAB,B1GQ,CH,2017,76770
A,CLV20_EUR_HAB,B1GQ,CH,2018,78760
A,CLV20_EUR_HAB,B1GQ,CH,2019,79070
A,CLV20_EUR_HAB,B1GQ,CH,2020,76710
A,CLV20_EUR_HAB,B1GQ,CH,2021,80850
A,CLV20_EUR_HAB,B1GQ,CH,2022,83000
A,CLV20_EUR_HAB,B1GQ,CH,2023,82440
A,CLV20_EUR_HAB,B1GQ,CH,2024,82650
A,CLV20_EUR_HAB,B1GQ,CH,2025,83000
A,CLV20_EUR_HAB,B1GQ,CY,2000,20500
A,CLV20_EUR_HAB,B1GQ,CY,2001,21080
A,CLV20_EUR_HAB,B1GQ,CY,2002,21610
A,CLV20_EUR_HAB,B1GQ,CY,2003,21910
A,CLV20_EUR_HAB,B1GQ,CY,2004,22710
A,CLV20_EUR_HAB,B1GQ,CY,2005,23470
A,CLV20_EUR_HAB,B1GQ,CY,2006,24170
A,CLV20_EUR_HAB,B1GQ,CY,2007,24870
A,CLV20_EUR_HAB,B1GQ,CY,2008,25140
A,CLV20_EUR_HAB,B1GQ,CY,2009,23980
A,CLV20_EUR_HAB,B1GQ,CY,2010,23890
A,CLV20_EUR_HAB,B1GQ,CY,2011,23390
A,CLV20_EUR_HAB,B1GQ,CY,2012,22280
A,CLV20_EUR_HAB,B1GQ,CY,2013,20830
A,CLV20_EUR_HAB,B1GQ,CY,2014,20490
A,CLV20_EUR_HAB,B1GQ,CY,2015,21140
A,CLV20_EUR_HAB,B1GQ,CY,2016,22410
A,CLV20_EUR_HAB,B1GQ,CY,2017,23500
A,CLV20_EUR_HAB,B1GQ,CY,2018,24690
A,CLV20_EUR_HAB,B1GQ,CY,2019,25790
A,CLV20_EUR_HAB,B1GQ,CY,2020,24630
A,CLV20_EUR_HAB,B1GQ,CY,2021,27030
A,CLV20_EUR_HAB,B1GQ,CY,2022,28850
A,CLV20_EUR_HAB,B1GQ,CY,2023,29320
A,CLV20_EUR_HAB,B1GQ,CY,2024,29950
A,CLV20_EUR_HAB,B1GQ,CY,2025,30590
A,CLV20_EUR_HAB,B1GQ,CZ,2000,13410
A,CLV20_EUR_HAB,B1GQ,CZ,2001,13860
A,CLV20_EUR_HAB,B1GQ,CZ,2002,14110
A,CLV20_EUR_HAB,B1GQ,CZ,2003,14570
A,CLV20_EUR_HAB,B1GQ,CZ,2004,15250
A,CLV20_EUR_HAB,B1GQ,CZ,2005,16180
A,CLV20_EUR_HAB,B1GQ,CZ,2006,17200
A,CLV20_EUR_HAB,B1GQ,CZ,2007,18050
A,CLV20_EUR_HAB,B1GQ,CZ,2008,18330
A,CLV20_EUR_HAB,B1GQ,CZ,2009,17350
A,CLV20_EUR_HAB,B1GQ,CZ,2010,17770
A,CLV20_EUR_HAB,B1GQ,CZ,2011,18120
A,CLV20_EUR_HAB,B1GQ,CZ,2012,17970
A,CLV20_EUR_HAB,B1GQ,CZ,2013,17970
A,CLV20_EUR_HAB,B1GQ,CZ,2014,18370
A,CLV20_EUR_HAB,B1GQ,CZ,2015,19270
A,CLV20_EUR_HAB,B1GQ,CZ,2016,19760
A,CLV20_EUR_HAB,B1GQ,CZ,2017,20760
A,CLV20_EUR_HAB,B1GQ,CZ,2018,21320
A,CLV20_EUR_HAB,B1GQ,CZ,2019,22050
A,CLV20_EUR_HAB,B1GQ,CZ,2020,20980
A,CLV20_EUR_HAB,B1GQ,CZ,2021,21830
A,CLV20_EUR_HAB,B1GQ,CZ,2022,21910
A,CLV20_EUR_HAB,B1GQ,CZ,2023,21680
A,CLV20_EUR_HAB,B1GQ,CZ,2024,21950
A,CLV20_EUR_HAB,B1GQ,CZ,2025,22510
A,CLV20_EUR_HAB,B1GQ,DE,2000,34700
A,CLV20_EUR_HAB,B1GQ,DE,2001,35240
A,CLV20_EUR_HAB,B1GQ,DE,2002,35140
A,CLV20_EUR_HAB,B1GQ,DE,2003,34960
A,CLV20_EUR_HAB,B1GQ,DE,2004,35410
A,CLV20_EUR_HAB,B1GQ,DE,2005,35770
A,CLV20_EUR_HAB,B1GQ,DE,2006,37230
A,CLV20_EUR_HAB,B1GQ,DE,2007,38390
A,CLV20_EUR_HAB,B1GQ,DE,2008,38840
A,CLV20_EUR_HAB,B1GQ,DE,2009,36810
A,CLV20_EUR_HAB,B1GQ,DE,2010,38440
A,CLV20_EUR_HAB,B1GQ,DE,2011,39890
A,CLV20_EUR_HAB,B1GQ,DE,2012,40040
A,CLV20_EUR_HAB,B1GQ,DE,2013,40160
A,CLV20_EUR_HAB,B1GQ,DE,2014,40930
A,CLV20_EUR_HAB,B1GQ,DE,2015,41360
A,CLV20_EUR_HAB,B1GQ,DE,2016,42030
A,CLV20_EUR_HAB,B1GQ,DE,2017,43160
A,CLV20_EUR_HAB,B1GQ,DE,2018,43630
A,CLV20_EUR_HAB,B1GQ,DE,2019,44080
A,CLV20_EUR_HAB,B1GQ,DE,2020,42350
A,CLV20_EUR_HAB,B1GQ,DE,2021,44090
A,CLV20_EUR_HAB,B1GQ,DE,2022,44620
A,CLV20_EUR_HAB,B1GQ,DE,2023,43770
A,CLV20_EUR_HAB,B1GQ,DE,2024,43650
A,CLV20_EUR_HAB,B1GQ,DE,2025,43750
A,CLV20_EUR_HAB,B1GQ,DK,2000,47150
A,CLV20_EUR_HAB,B1GQ,DK,2001,47430
A,CLV20_EUR_HAB,B1GQ,DK,2002,47490
A,CLV20_EUR_HAB,B1GQ,DK,2003,47570
A,CLV20_EUR_HAB,B1GQ,DK,2004,48770
A,CLV20_EUR_HAB,B1GQ,DK,2005,49780
A,CLV20_EUR_HAB,B1GQ,DK,2006,51510
A,CLV20_EUR_HAB,B1GQ,DK,2007,51790
A,CLV20_EUR_HAB,B1GQ,DK,2008,51270
A,CLV20_EUR_HAB,B1GQ,DK,2009,48460
A,CLV20_EUR_HAB,B1GQ,DK,2010,49010
A,CLV20_EUR_HAB,B1GQ,DK,2011,49440
A,CLV20_EUR_HAB,B1GQ,DK,2012,49260
A,CLV20_EUR_HAB,B1GQ,DK,2013,49750
A,CLV20_EUR_HAB,B1GQ,DK,2014,50110
A,CLV20_EUR_HAB,B1GQ,DK,2015,50810
A,CLV20_EUR_HAB,B1GQ,DK,2016,51950
A,CLV20_EUR_HAB,B1GQ,DK,2017,53200
A,CLV20_EUR_HAB,B1GQ,DK,2018,53920
A,CLV20_EUR_HAB,B1GQ,DK,2019,54630
A,CLV20_EUR_HAB,B1GQ,DK,2020,53540
A,CLV20_EUR_HAB,B1GQ,DK,2021,56780
A,CLV20_EUR_HAB,B1GQ,DK,2022,56530
A,CLV20_EUR_HAB,B1GQ,DK,2023,56770
A,CLV20_EUR_HAB,B1GQ,DK,2024,58670
A,CLV20_EUR_HAB,B1GQ,DK,2025,60390
A,CLV20_EUR_HAB,B1GQ,EA19,2000,30340
A,CLV20_EUR_HAB,B1GQ,EA19,2001,30890
A,CLV20_EUR_HAB,B1GQ,EA19,2002,31010
A,CLV20_EUR_HAB,B1GQ,EA19,2003,31060
A,CLV20_EUR_HAB,B1GQ,EA19,2004,31610
A,CLV20_EUR_HAB,B1GQ,EA19,2005,31990
A,CLV20_EUR_HAB,B1GQ,EA19,2006,32900
A,CLV20_EUR_HAB,B1GQ,EA19,2007,33700
A,CLV20_EUR_HAB,B1GQ,EA19,2008,33670
A,CLV20_EUR_HAB,B1GQ,EA19,2009,32070
A,CLV20_EUR_HAB,B1GQ,EA19,2010,32670
A,CLV20_EUR_HAB,B1GQ,EA19,2011,33150
A,CLV20_EUR_HAB,B1GQ,EA19,2012,32770
A,CLV20_EUR_HAB,B1GQ,EA19,2013,32680
A,CLV20_EUR_HAB,B1GQ,EA19,2014,33100
A,CLV20_EUR_HAB,B1GQ,EA19,2015,33720
A,CLV20_EUR_HAB,B1GQ,EA19,2016,34240
A,CLV20_EUR_HAB,B1GQ,EA19,2017,35080
A,CLV20_EUR_HAB,B1GQ,EA19,2018,35630
A,CLV20_EUR_HAB,B1GQ,EA19,2019,36120
A,CLV20_EUR_HAB,B1GQ,EA19,2020,33910
A,CLV20_EUR_HAB,B1GQ,EA19,2021,36080
A,CLV20_EUR_HAB,B1GQ,EA19,2022,37210
A,CLV20_EUR_HAB,B1GQ,EA19,2023,37110
A,CLV20_EUR_HAB,B1GQ,EA19,2024,37370
A,CLV20_EUR_HAB,B1GQ,EA19,2025,37710
A,CLV20_EUR_HAB,B1GQ,EA20,2000,30040
A,CLV20_EUR_HAB,B1GQ,EA20,2001,30600
A,CLV20_EUR_HAB,B1GQ,EA20,2002,30730
A,CLV20_EUR_HAB,B1GQ,EA20,2003,30790
A,CLV20_EUR_HAB,B1GQ,EA20,2004,31330
A,CLV20_EUR_HAB,B1GQ,EA20,2005,31720
A,CLV20_EUR_HAB,B1GQ,EA20,2006,32620
A,CLV20_EUR_HAB,B1GQ,EA20,2007,33420
A,CLV20_EUR_HAB,B1GQ,EA20,2008,33400
A,CLV20_EUR_HAB,B1GQ,EA20,2009,31810
A,CLV20_EUR_HAB,B1GQ,EA20,2010,32400
A,CLV20_EUR_HAB,B1GQ,EA20,2011,32880
A,CLV20_EUR_HAB,B1GQ,EA20,2012,32500
A,CLV20_EUR_HAB,B1GQ,EA20,2013,32410
A,CLV20_EUR_HAB,B1GQ,EA20,2014,32840
A,CLV20_EUR_HAB,B1GQ,EA20,2015,33460
A,CLV20_EUR_HAB,B1GQ,EA20,2016,33980
A,CLV20_EUR_HAB,B1GQ,EA20,2017,34820
A,CLV20_EUR_HAB,B1GQ,EA20,2018,35370
A,CLV20_EUR_HAB,B1GQ,EA20,2019,35870
A,CLV20_EUR_HAB,B1GQ,EA20,2020,33670
A,CLV20_EUR_HAB,B1GQ,EA20,2021,35840
A,CLV20_EUR_HAB,B1GQ,EA20,2022,36970
A,CLV20_EUR_HAB,B1GQ,EA20,2023,36880
A,CLV20_EUR_HAB,B1GQ,EA20,2024,37150
A,CLV20_EUR_HAB,B1GQ,EA20,2025,37490
A,CLV20_EUR_HAB,B1GQ,EA21,2000,29420
A,CLV20_EUR_HAB,B1GQ,EA21,2001,30000
A,CLV20_EUR_HAB,B1GQ,EA21,2002,30130
A,CLV20_EUR_HAB,B1GQ,EA21,2003,30200
A,CLV20_EUR_HAB,B1GQ,EA21,2004,30750
A,CLV20_EUR_HAB,B1GQ,EA21,2005,31130
A,CLV20_EUR_HAB,B1GQ,EA21,2006,32030
A,CLV20_EUR_HAB,B1GQ,EA21,2007,32830
A,CLV20_EUR_HAB,B1GQ,EA21,2008,32820
A,CLV20_EUR_HAB,B1GQ,EA21,2009,31260
A,CLV20_EUR_HAB,B1GQ,EA21,2010,31850
A,CLV20_EUR_HAB,B1GQ,EA21,2011,32340
A,CLV20_EUR_HAB,B1GQ,EA21,2012,31980
A,CLV20_EUR_HAB,B1GQ,EA21,2013,31900
A,CLV20_EUR_HAB,B1GQ,EA21,2014,32330
A,CLV20_EUR_HAB,B1GQ,EA21,2015,32950
A,CLV20_EUR_HAB,B1GQ,EA21,2016,33480
A,CLV20_EUR_HAB,B1GQ,EA21,2017,34310
A,CLV20_EUR_HAB,B1GQ,EA21,2018,34870
A,CLV20_EUR_HAB,B1GQ,EA21,2019,35380
A,CLV20_EUR_HAB,B1GQ,EA21,2020,33220
A,CLV20_EUR_HAB,B1GQ,EA21,2021,35370
A,CLV20_EUR_HAB,B1GQ,EA21,2022,36490
A,CLV20_EUR_HAB,B1GQ,EA21,2023,36410
A,CLV20_EUR_HAB,B1GQ,EA21,2024,36680
A,CLV20_EUR_HAB,B1GQ,EA21,2025,37030
A,CLV20_EUR_HAB,B1GQ,EE,2000,10480
A,CLV20_EUR_HAB,B1GQ,EE,2001,11160
A,CLV20_EUR_HAB,B1GQ,EE,2002,12020
A,CLV20_EUR_HAB,B1GQ,EE,2003,13010
A,CLV20_EUR_HAB,B1GQ,EE,2004,13980
A,CLV20_EUR_HAB,B1GQ,EE,2005,15400
A,CLV20_EUR_HAB,B1GQ,EE,2006,17010
A,CLV20_EUR_HAB,B1GQ,EE,2007,18400
A,CLV20_EUR_HAB,B1GQ,EE,2008,17510
A,CLV20_EUR_HAB,B1GQ,EE,2009,14980
A,CLV20_EUR_HAB,B1GQ,EE,2010,15380
A,CLV20_EUR_HAB,B1GQ,EE,2011,16590
A,CLV20_EUR_HAB,B1GQ,EE,2012,17260
A,CLV20_EUR_HAB,B1GQ,EE,2013,17630
A,CLV20_EUR_HAB,B1GQ,EE,2014,18280
A,CLV20_EUR_HAB,B1GQ,EE,2015,18650
A,CLV20_EUR_HAB,B1GQ,EE,2016,19190
A,CLV20_EUR_HAB,B1GQ,EE,2017,20270
A,CLV20_EUR_HAB,B1GQ,EE,2018,20970
A,CLV20_EUR_HAB,B1GQ,EE,2019,21650
A,CLV20_EUR_HAB,B1GQ,EE,2020,20960
A,CLV20_EUR_HAB,B1GQ,EE,2021,22670
A,CLV20_EUR_HAB,B1GQ,EE,2022,22800
A,CLV20_EUR_HAB,B1GQ,EE,2023,21580
A,CLV20_EUR_HAB,B1GQ,EE,2024,21470
A,CLV20_EUR_HAB,B1GQ,EE,2025,21820
A,CLV20_EUR_HAB,B1GQ,EL,2000,16120
A,CLV20_EUR_HAB,B1GQ,EL,2001,16780
A,CLV20_EUR_HAB,B1GQ,EL,2002,17510
A,CLV20_EUR_HAB,B1GQ,EL,2003,18480
A,CLV20_EUR_HAB,B1GQ,EL,2004,19420
A,CLV20_EUR_HAB,B1GQ,EL,2005,19590
A,CLV20_EUR_HAB,B1GQ,EL,2006,20790
A,CLV20_EUR_HAB,B1GQ,EL,2007,21470
A,CLV20_EUR_HAB,B1GQ,EL,2008,21420
A,CLV20_EUR_HAB,B1GQ,EL,2009,20490
A,CLV20_EUR_HAB,B1GQ,EL,2010,19300
A,CLV20_EUR_HAB,B1GQ,EL,2011,17420
A,CLV20_EUR_HAB,B1GQ,EL,2012,16050
A,CLV20_EUR_HAB,B1GQ,EL,2013,15800
A,CLV20_EUR_HAB,B1GQ,EL,2014,16030
A,CLV20_EUR_HAB,B1GQ,EL,2015,16100
A,CLV20_EUR_HAB,B1GQ,EL,2016,16160
A,CLV20_EUR_HAB,B1GQ,EL,2017,16430
A,CLV20_EUR_HAB,B1GQ,EL,2018,16810
A,CLV20_EUR_HAB,B1GQ,EL,2019,17210
A,CLV20_EUR_HAB,B1GQ,EL,2020,15660
A,CLV20_EUR_HAB,B1GQ,EL,2021,17110
A,CLV20_EUR_HAB,B1GQ,EL,2022,18160
A,CLV20_EUR_HAB,B1GQ,EL,2023,18600
A,CLV20_EUR_HAB,B1GQ,EL,2024,19020
A,CLV20_EUR_HAB,B1GQ,EL,2025,19400
A,CLV20_EUR_HAB,B1GQ,ES,2000,22930
A,CLV20_EUR_HAB,B1GQ,ES,2001,23700
A,CLV20_EUR_HAB,B1GQ,ES,2002,23970
A,CLV20_EUR_HAB,B1GQ,ES,2003,24220
A,CLV20_EUR_HAB,B1GQ,ES,2004,24590
A,CLV20_EUR_HAB,B1GQ,ES,2005,25000
A,CLV20_EUR_HAB,B1GQ,ES,2006,25600
A,CLV20_EUR_HAB,B1GQ,ES,2007,25990
A,CLV20_EUR_HAB,B1GQ,ES,2008,25760
A,CLV20_EUR_HAB,B1GQ,ES,2009,24590
A,CLV20_EUR_HAB,B1GQ,ES,2010,24510
A,CLV20_EUR_HAB,B1GQ,ES,2011,24260
A,CLV20_EUR_HAB,B1GQ,ES,2012,23560
A,CLV20_EUR_HAB,B1GQ,ES,2013,23310
A,CLV20_EUR_HAB,B1GQ,ES,2014,23730
A,CLV20_EUR_HAB,B1GQ,ES,2015,24720
A,CLV20_EUR_HAB,B1GQ,ES,2016,25420
A,CLV20_EUR_HAB,B1GQ,ES,2017,26110
A,CLV20_EUR_HAB,B1GQ,ES,2018,26620
A,CLV20_EUR_HAB,B1GQ,ES,2019,26930
A,CLV20_EUR_HAB,B1GQ,ES,2020,23850
A,CLV20_EUR_HAB,B1GQ,ES,2021,25440
A,CLV20_EUR_HAB,B1GQ,ES,2022,26820
A,CLV20_EUR_HAB,B1GQ,ES,2023,27150
A,CLV20_EUR_HAB,B1GQ,ES,2024,27800
A,CLV20_EUR_HAB,B1GQ,ES,2025,28320
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2000,25660
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2001,26170
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2002,26390
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2003,26530
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2004,27110
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2005,27530
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2006,28410
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2007,29200
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2008,29280
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2009,27970
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2010,28520
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2011,29030
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2012,28770
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2013,28750
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2014,29190
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2015,29830
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2016,30350
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2017,31180
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2018,31780
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2019,32320
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2020,30560
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2021,32540
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2022,33490
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2023,33450
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2024,33800
A,CLV20_EUR_HAB,B1GQ,EU27_2020,2025,34200
A,CLV20_EUR_HAB,B1GQ,FI,2000,36230
A,CLV20_EUR_HAB,B1GQ,FI,2001,37100
A,CLV20_EUR_HAB,B1GQ,FI,2002,37630
A,CLV20_EUR_HAB,B1GQ,FI,2003,38300
