freq,unit,geo,time,value
A,NR,AT212,2010,6.5
A,NR,AT212,2011,15.0
A,NR,AT212,2012,9.07
A,NR,AT213,1978,2.0
A,NR,AT213,1979,1.0
A,NR,AT213,1982,0.5
A,NR,AT213,1983,1.33
A,NR,AT213,1984,2.0
A,NR,AT213,1985,1.0
A,NR,AT213,1986,3.37
A,NR,AT213,1987,2.0
A,NR,AT213,1988,2.33
A,NR,AT213,1989,4.33
A,NR,AT213,1990,3.5
A,NR,AT213,1991,3.33
A,NR,AT213,1992,5.92
A,NR,AT213,1993,3.83
A,NR,AT213,1994,6.69
A,NR,AT213,1995,5.78
A,NR,AT213,1996,12.47
A,NR,AT213,1997,10.17
A,NR,AT213,1998,5.17
A,NR,AT213,1999,4.33
A,NR,AT213,2000,15.26
A,NR,AT213,2001,7.0
A,NR,AT213,2002,11.02
A,NR,AT213,2003,8.09
A,NR,AT213,2004,12.59
A,NR,AT213,2005,4.33
A,NR,AT213,2006,11.33
A,NR,AT213,2007,10.06
A,NR,AT213,2008,19.0
A,NR,AT213,2009,18.88
A,NR,AT213,2010,6.68
A,NR,AT213,2011,14.94
A,NR,AT213,2012,8.65
A,NR,AT22,1977,1.0
A,NR,AT22,1978,23.0
A,NR,AT22,1979,59.58
A,NR,AT22,1980,62.03
A,NR,AT22,1981,46.8
A,NR,AT22,1982,88.08
A,NR,AT22,1983,85.75
A,NR,AT22,1984,86.33
A,NR,AT22,1985,103.0
A,NR,AT22,1986,93.47
A,NR,AT22,1987,109.81
A,NR,AT22,1988,127.42
A,NR,AT22,1989,119.64
A,NR,AT22,1990,121.12
A,NR,AT22,1991,103.97
A,NR,AT22,1992,108.76
A,NR,AT22,1993,74.48
A,NR,AT22,1994,100.73
A,NR,AT22,1995,96.47
A,NR,AT22,1996,94.23
A,NR,AT22,1997,139.05
A,NR,AT22,1998,124.12
A,NR,AT22,1999,157.71
A,NR,AT22,2000,173.79
A,NR,AT22,2001,172.07
A,NR,AT22,2002,190.53
A,NR,AT22,2003,217.61
A,NR,AT22,2004,200.45
A,NR,AT22,2005,195.03
A,NR,AT22,2006,253.38
A,NR,AT22,2007,218.97
A,NR,AT22,2008,244.31
A,NR,AT22,2009,277.37
A,NR,AT22,2010,273.44
A,NR,AT22,2011,268.78
A,NR,AT22,2012,261.12
A,NR,AT221,1977,1.0
A,NR,AT221,1978,15.0
A,NR,AT221,1979,32.33
A,NR,AT221,1980,32.95
A,NR,AT221,1981,22.47
A,NR,AT221,1982,34.83
A,NR,AT221,1983,31.67
A,NR,AT221,1984,26.87
A,NR,AT221,1985,48.67
A,NR,AT221,1986,54.92
A,NR,AT221,1987,65.43
A,NR,AT221,1988,78.38
A,NR,AT221,1989,71.58
A,NR,AT221,1990,78.85
A,NR,AT221,1991,63.78
A,NR,AT221,1992,72.02
A,NR,AT221,1993,43.21
A,NR,AT221,1994,61.01
A,NR,AT221,1995,46.64
A,NR,AT221,1996,53.9
A,NR,AT221,1997,84.33
A,NR,AT221,1998,69.9
A,NR,AT221,1999,94.35
A,NR,AT221,2000,108.78
A,NR,AT221,2001,94.41
A,NR,AT221,2002,114.23
A,NR,AT221,2003,129.02
A,NR,AT221,2004,118.07
A,NR,AT221,2005,109.3
A,NR,AT221,2006,144.85
A,NR,AT221,2007,121.69
A,NR,AT221,2008,138.55
A,NR,AT221,2009,158.19
A,NR,AT221,2010,159.57
A,NR,AT221,2011,158.02
A,NR,AT221,2012,144.37
A,NR,AT222,1979,2.0
A,NR,AT222,1981,2.0
A,NR,AT222,1982,5.33
A,NR,AT222,1984,7.7
A,NR,AT222,1985,4.81
A,NR,AT222,1986,5.33
A,NR,AT222,1987,2.83
A,NR,AT222,1988,4.33
A,NR,AT222,1989,2.0
A,NR,AT222,1990,3.0
A,NR,AT222,1991,5.0
A,NR,AT222,1992,4.53
A,NR,AT222,1993,2.5
A,NR,AT222,1994,5.0
A,NR,AT222,1995,5.25
A,NR,AT222,1996,4.5
A,NR,AT222,1997,4.08
A,NR,AT222,1998,3.78
A,NR,AT222,1999,5.87
A,NR,AT222,2000,0.75
A,NR,AT222,2001,1.83
A,NR,AT222,2004,3.0
A,NR,AT222,2005,3.5
A,NR,AT222,2006,3.25
A,NR,AT222,2007,0.33
A,NR,AT222,2008,0.28
A,NR,AT222,2009,3.01
A,NR,AT222,2010,2.58
A,NR,AT222,2011,6.93
A,NR,AT222,2012,4.92
A,NR,AT223,1978,5.0
A,NR,AT223,1979,13.0
A,NR,AT223,1980,17.58
A,NR,AT223,1981,12.83
A,NR,AT223,1982,26.08
A,NR,AT223,1983,37.75
A,NR,AT223,1984,26.68
A,NR,AT223,1985,23.13
A,NR,AT223,1986,11.27
A,NR,AT223,1987,21.17
A,NR,AT223,1988,23.3
A,NR,AT223,1989,23.83
A,NR,AT223,1990,19.83
A,NR,AT223,1991,10.58
A,NR,AT223,1992,18.12
A,NR,AT223,1993,7.12
A,NR,AT223,1994,8.69
A,NR,AT223,1995,13.37
A,NR,AT223,1996,12.82
A,NR,AT223,1997,10.53
A,NR,AT223,1998,18.69
A,NR,AT223,1999,17.53
A,NR,AT223,2000,26.57
A,NR,AT223,2001,19.03
A,NR,AT223,2002,14.83
A,NR,AT223,2003,27.16
A,NR,AT223,2004,26.56
A,NR,AT223,2005,28.38
A,NR,AT223,2006,22.65
A,NR,AT223,2007,26.15
A,NR,AT223,2008,31.38
A,NR,AT223,2009,34.54
A,NR,AT223,2010,26.21
A,NR,AT223,2011,33.7
A,NR,AT223,2012,28.91
A,NR,AT224,1979,2.0
A,NR,AT224,1980,2.67
A,NR,AT224,1981,1.5
A,NR,AT224,1982,4.0
A,NR,AT224,1984,3.75
A,NR,AT224,1985,6.5
A,NR,AT224,1986,1.0
A,NR,AT224,1987,1.33
A,NR,AT224,1988,4.83
A,NR,AT224,1989,8.08
A,NR,AT224,1990,5.33
A,NR,AT224,1991,10.95
A,NR,AT224,1992,1.33
A,NR,AT224,1993,5.58
A,NR,AT224,1994,8.2
A,NR,AT224,1995,8.17
A,NR,AT224,1996,7.33
A,NR,AT224,1997,12.35
A,NR,AT224,1998,6.41
A,NR,AT224,1999,11.67
A,NR,AT224,2000,14.13
A,NR,AT224,2001,15.6
A,NR,AT224,2002,21.57
A,NR,AT224,2003,19.35
A,NR,AT224,2004,17.18
